Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
73,Darius Garland,REB,2.5,UNDER,60.40%,B,DO NOT BET,61.61,✅ HIT,1.0,UNDER,61.20%,62.36,✅ HIT,UNDER,59.90%,61.09,✅ HIT,UNDER,60.90%,62.09,✅ HIT,UNDER,59.70%,60.91,✅ HIT,-0.03,0.26,-0.39,0.3,-0.33,1.4,0.8,0.0063,100.00%
74,Jalen Suggs,TOV,2.5,UNDER,60.20%,A,BET WITH CAUTION,61.54,✅ HIT,2.0,UNDER,64.20%,65.44,✅ HIT,UNDER,64.00%,65.25,✅ HIT,UNDER,56.40%,57.7,✅ HIT,UNDER,56.50%,57.76,✅ HIT,0.04,-0.07,-0.13,-0.1,0.15,1.4,1.6,0.0381,100.00%
75,Jamal Murray,AST,5.5,OVER,63.20%,C,DO NOT BET,61.5,❌ MISS,4.0,OVER,63.10%,61.4,❌ MISS,OVER,61.50%,59.74,❌ MISS,OVER,65.10%,63.37,❌ MISS,OVER,63.20%,61.47,❌ MISS,-0.91,-0.05,-0.29,-0.1,-1.58,1.2,1.2,0.0129,100.00%
76,Amen Thompson,PA,21.5,OVER,64.10%,D,DO NOT BET,61.44,❌ MISS,20.0,OVER,68.20%,65.47,❌ MISS,OVER,68.50%,65.87,❌ MISS,OVER,59.60%,56.96,❌ MISS,OVER,60.20%,57.47,❌ MISS,-0.45,-1.94,-0.17,-6.5,4.98,1.4,2.0,0.0423,100.00%
77,Paolo Banchero,TOV,2.5,OVER,55.40%,A,DO NOT BET,61.25,❌ MISS,2.0,OVER,54.00%,59.84,❌ MISS,OVER,53.50%,59.41,❌ MISS,OVER,57.30%,63.17,❌ MISS,OVER,56.70%,62.58,❌ MISS,-0.15,-0.73,6.0,-2.1,1.66,1.2,1.2,0.0165,100.00%
78,Naz Reid,REB,5.5,OVER,65.00%,B,STRONG BET,61.21,✅ HIT,6.0,OVER,65.10%,61.28,✅ HIT,OVER,65.30%,61.47,✅ HIT,OVER,64.80%,61.03,✅ HIT,OVER,64.90%,61.06,✅ HIT,-1.09,-1.12,-2.5,-0.9,0.03,1.8,2.0,0.0018,100.00%
79,Evan Mobley,3PM,0.5,OVER,67.60%,S,BET,61.17,❌ MISS,0.0,OVER,68.70%,62.29,❌ MISS,OVER,68.30%,61.87,❌ MISS,OVER,67.00%,60.58,❌ MISS,OVER,66.40%,59.96,❌ MISS,-0.44,-0.73,-6.0,-1.1,0.44,1.4,1.2,0.0094,100.00%
80,Anthony Edwards,3PM,3.5,UNDER,60.60%,S,BET WITH CAUTION,61.16,✅ HIT,1.0,UNDER,58.30%,58.84,✅ HIT,UNDER,58.50%,59.01,✅ HIT,UNDER,62.80%,63.35,✅ HIT,UNDER,62.90%,63.43,✅ HIT,-0.01,0.34,-0.55,0.7,-0.73,0.8,0.8,0.0223,100.00%
81,Aaron Gordon,RA,7.5,OVER,62.10%,C,DO NOT BET,61.12,❌ MISS,5.0,OVER,62.40%,61.46,❌ MISS,OVER,61.30%,60.31,❌ MISS,OVER,63.10%,62.12,❌ MISS,OVER,61.50%,60.57,❌ MISS,-0.56,-0.85,-0.09,-1.9,0.64,1.8,1.6,0.0072,100.00%
82,Paolo Banchero,AST,4.5,OVER,60.00%,C,DO NOT BET,61.1,✅ HIT,7.0,OVER,58.70%,59.81,✅ HIT,OVER,57.40%,58.51,✅ HIT,OVER,62.80%,63.91,✅ HIT,OVER,61.10%,62.18,✅ HIT,-0.28,0.3,0.14,0.5,-0.96,1.4,0.8,0.0209,100.00%
83,Russell Westbrook,TOV,2.5,OVER,62.60%,A,BET WITH CAUTION,61.08,❌ MISS,1.0,OVER,67.10%,65.56,❌ MISS,OVER,66.20%,64.74,❌ MISS,OVER,58.80%,57.33,❌ MISS,OVER,58.20%,56.69,❌ MISS,-0.56,0.35,-1.5,0.5,-1.3,1.0,0.8,0.0408,100.00%
84,Alperen Sengun,3PM,0.5,UNDER,66.40%,S,BET,61.06,✅ HIT,0.0,UNDER,67.20%,61.92,✅ HIT,UNDER,67.30%,61.98,✅ HIT,UNDER,65.50%,60.16,✅ HIT,UNDER,65.50%,60.18,✅ HIT,0.02,-0.75,-6.0,-0.3,0.31,1.4,1.6,0.0089,100.00%
85,Desmond Bane,AST,4.5,UNDER,60.00%,C,DO NOT BET,61.02,❌ MISS,6.0,UNDER,62.60%,63.6,❌ MISS,UNDER,62.00%,62.96,❌ MISS,UNDER,57.80%,58.8,❌ MISS,UNDER,57.70%,58.71,❌ MISS,-0.14,0.4,-0.35,0.9,-1.21,1.4,1.2,0.0227,100.00%
86,Karl-Anthony Towns,3PM,1.5,UNDER,59.00%,S,DO NOT BET,60.93,❌ MISS,3.0,UNDER,59.00%,60.96,❌ MISS,UNDER,59.20%,61.12,❌ MISS,UNDER,58.80%,60.75,❌ MISS,UNDER,59.00%,60.91,❌ MISS,0.07,-0.31,0.7,-0.3,0.36,1.4,1.6,0.0013,100.00%
87,LaMelo Ball,RA,12.5,UNDER,59.40%,C,DO NOT BET,60.92,✅ HIT,11.0,UNDER,62.20%,63.67,✅ HIT,UNDER,60.70%,62.18,✅ HIT,UNDER,57.90%,59.4,✅ HIT,UNDER,56.90%,58.43,✅ HIT,-0.18,-0.7,1.5,-1.9,1.4,1.4,1.2,0.021,100.00%
88,Karl-Anthony Towns,REB,12.5,UNDER,59.60%,B,DO NOT BET,60.91,✅ HIT,7.0,UNDER,60.70%,61.97,✅ HIT,UNDER,59.40%,60.71,✅ HIT,UNDER,59.80%,61.06,✅ HIT,UNDER,58.60%,59.92,✅ HIT,-0.27,0.72,0.43,1.5,-2.06,1.0,0.8,0.0073,100.00%
89,RJ Barrett,PRA,30.5,UNDER,62.70%,D,DO NOT BET,60.87,✅ HIT,24.0,UNDER,62.40%,60.62,✅ HIT,UNDER,62.00%,60.19,✅ HIT,UNDER,63.30%,61.5,✅ HIT,UNDER,63.00%,61.17,✅ HIT,-0.67,0.29,0.37,1.3,-4.3,1.2,0.8,0.005,100.00%
90,Amen Thompson,PR,23.5,OVER,64.30%,D,DO NOT BET,60.82,❌ MISS,21.0,OVER,68.20%,64.74,❌ MISS,OVER,67.60%,64.15,❌ MISS,OVER,60.60%,57.13,❌ MISS,OVER,60.70%,57.25,❌ MISS,-0.62,-2.24,-0.14,-6.7,4.85,1.4,2.0,0.0363,100.00%
91,Donovan Mitchell,FGA,19.5,UNDER,58.20%,D,DO NOT BET,60.81,❌ MISS,24.0,UNDER,57.60%,60.19,❌ MISS,UNDER,56.90%,59.51,❌ MISS,UNDER,59.60%,62.15,❌ MISS,UNDER,58.90%,61.42,❌ MISS,0.24,-0.53,0.61,-1.9,2.75,1.4,1.6,0.0103,100.00%
92,Evan Mobley,SB,2.5,UNDER,60.60%,A,BET WITH CAUTION,60.79,✅ HIT,2.0,UNDER,58.20%,58.39,✅ HIT,UNDER,58.40%,58.56,✅ HIT,UNDER,62.90%,63.15,✅ HIT,UNDER,62.80%,63.05,✅ HIT,0.22,0.1,-1.73,0.1,0.12,1.4,0.8,0.0231,100.00%
93,OG Anunoby,3PM,2.5,UNDER,59.70%,S,DO NOT BET,60.78,❌ MISS,3.0,UNDER,58.10%,59.19,❌ MISS,UNDER,58.30%,59.36,❌ MISS,UNDER,61.10%,62.23,❌ MISS,UNDER,61.20%,62.34,❌ MISS,-0.2,0.41,0.04,0.7,-1.05,1.2,0.8,0.0151,100.00%
94,Darius Garland,3PM,2.5,UNDER,59.20%,S,DO NOT BET,60.75,❌ MISS,5.0,UNDER,59.50%,61.06,❌ MISS,UNDER,59.70%,61.21,❌ MISS,UNDER,58.70%,60.28,❌ MISS,UNDER,58.90%,60.45,❌ MISS,-0.12,0.46,0.14,0.5,-0.63,1.2,0.8,0.0039,100.00%
95,Jamal Murray,RA,9.5,OVER,62.70%,C,DO NOT BET,60.69,❌ MISS,6.0,OVER,62.80%,60.76,❌ MISS,OVER,61.60%,59.56,❌ MISS,OVER,64.10%,62.05,❌ MISS,OVER,62.40%,60.38,❌ MISS,-0.63,-0.03,-0.51,-0.1,-1.97,1.2,1.2,0.009,100.00%
96,Bennedict Mathurin,3PM,1.5,UNDER,60.10%,S,BET WITH CAUTION,60.63,❌ MISS,2.0,UNDER,61.30%,61.88,❌ MISS,UNDER,61.50%,62.01,❌ MISS,UNDER,58.70%,59.23,❌ MISS,UNDER,58.90%,59.39,❌ MISS,0.19,-1.12,-0.27,-0.9,1.05,1.6,1.6,0.0132,100.00%
97,RJ Barrett,PR,26.5,UNDER,61.50%,D,DO NOT BET,60.59,✅ HIT,23.0,UNDER,62.00%,61.09,✅ HIT,UNDER,61.70%,60.72,✅ HIT,UNDER,61.30%,60.33,✅ HIT,UNDER,61.10%,60.2,✅ HIT,-0.52,0.73,0.0,3.3,-5.65,1.2,0.8,0.0035,100.00%
98,Amen Thompson,FTM,3.5,UNDER,59.80%,B,DO NOT BET,60.58,✅ HIT,0.0,UNDER,58.50%,59.32,✅ HIT,UNDER,58.90%,59.62,✅ HIT,UNDER,60.90%,61.68,✅ HIT,UNDER,60.90%,61.72,✅ HIT,0.08,0.31,-0.89,1.1,-0.83,1.0,0.8,0.0112,100.00%
99,Reed Sheppard,PTS,14.5,OVER,58.50%,D,DO NOT BET,60.39,❌ MISS,9.0,OVER,60.40%,62.25,❌ MISS,OVER,59.60%,61.48,❌ MISS,OVER,57.50%,59.33,❌ MISS,OVER,56.60%,58.51,❌ MISS,0.14,-0.48,-0.24,-3.5,4.55,1.4,1.6,0.0153,100.00%
100,Kawhi Leonard,FTM,4.5,OVER,61.10%,B,BET WITH CAUTION,60.37,✅ HIT,9.0,OVER,61.60%,60.86,✅ HIT,OVER,59.10%,58.4,✅ HIT,OVER,63.20%,62.51,✅ HIT,OVER,60.40%,59.7,✅ HIT,-0.45,-0.82,0.26,-2.7,1.22,1.8,1.6,0.0151,100.00%
101,Jalen Suggs,RA,9.5,UNDER,60.00%,C,DO NOT BET,60.34,✅ HIT,6.0,UNDER,59.50%,59.83,✅ HIT,UNDER,58.30%,58.61,✅ HIT,UNDER,61.80%,62.18,✅ HIT,UNDER,60.40%,60.75,✅ HIT,-0.19,-0.56,0.34,-1.3,0.85,1.2,1.6,0.013,100.00%
102,Brandon Miller,PRA,30.5,UNDER,60.90%,D,DO NOT BET,60.32,✅ HIT,28.0,UNDER,59.50%,58.9,✅ HIT,UNDER,59.10%,58.53,✅ HIT,UNDER,62.60%,62.08,✅ HIT,UNDER,62.30%,61.75,✅ HIT,-0.19,-0.07,0.0,-0.5,-0.8,1.0,1.2,0.0161,100.00%
103,Ace Bailey,REB,4.5,UNDER,58.50%,B,DO NOT BET,60.25,✅ HIT,4.0,UNDER,58.80%,60.58,✅ HIT,UNDER,57.60%,59.38,✅ HIT,UNDER,59.30%,61.08,✅ HIT,UNDER,58.20%,59.96,✅ HIT,-0.21,-0.04,1.5,-0.1,-0.38,1.0,1.2,0.0064,100.00%
104,James Harden,3PA,7.5,UNDER,56.20%,B,DO NOT BET,60.14,❌ MISS,9.0,UNDER,58.30%,62.26,❌ MISS,UNDER,58.20%,62.2,❌ MISS,UNDER,53.90%,57.86,❌ MISS,UNDER,54.30%,58.25,❌ MISS,1.2,0.4,0.05,0.3,0.6,1.4,0.8,0.0209,100.00%
105,RJ Barrett,AST,3.5,UNDER,59.00%,C,DO NOT BET,60.1,✅ HIT,1.0,UNDER,59.00%,60.11,✅ HIT,UNDER,58.70%,59.8,✅ HIT,UNDER,59.20%,60.36,✅ HIT,UNDER,59.00%,60.14,✅ HIT,-0.12,-1.19,1.0,-1.5,1.35,1.6,2.0,0.002,100.00%
106,Reed Sheppard,3PA,7.5,OVER,58.00%,B,DO NOT BET,60.05,✅ HIT,9.0,OVER,59.20%,61.23,✅ HIT,OVER,57.90%,59.87,✅ HIT,OVER,58.10%,60.14,✅ HIT,OVER,57.00%,58.95,✅ HIT,0.32,-0.68,0.17,-1.7,2.5,1.4,1.6,0.0081,100.00%
107,LaMelo Ball,FTM,2.5,UNDER,60.30%,B,BET WITH CAUTION,59.97,❌ MISS,4.0,UNDER,64.80%,64.49,❌ MISS,UNDER,64.50%,64.1,❌ MISS,UNDER,55.70%,55.31,❌ MISS,UNDER,56.40%,55.99,❌ MISS,-0.49,-2.37,1.5,-1.9,1.51,1.4,2.0,0.0433,100.00%
108,Anthony Edwards,RA,8.5,UNDER,58.60%,C,DO NOT BET,59.92,✅ HIT,6.0,UNDER,58.60%,59.91,✅ HIT,UNDER,57.50%,58.79,✅ HIT,UNDER,59.80%,61.09,✅ HIT,UNDER,58.60%,59.9,✅ HIT,0.17,-1.06,0.37,-1.5,1.75,1.6,1.6,0.0081,100.00%
109,Reed Sheppard,AST,3.5,OVER,59.50%,C,DO NOT BET,59.9,❌ MISS,2.0,OVER,62.20%,62.62,❌ MISS,OVER,60.60%,61.04,❌ MISS,OVER,58.20%,58.65,❌ MISS,OVER,56.80%,57.29,❌ MISS,0.09,-0.68,-0.44,-1.9,2.17,1.2,1.2,0.0207,100.00%
110,Bennedict Mathurin,AST,2.5,UNDER,61.00%,C,DO NOT BET,59.86,❌ MISS,3.0,UNDER,62.10%,60.92,❌ MISS,UNDER,61.50%,60.33,❌ MISS,UNDER,60.40%,59.27,❌ MISS,UNDER,60.10%,58.94,❌ MISS,-0.17,-0.81,-1.33,-1.1,0.88,1.4,1.6,0.008,100.00%
111,Nikola Jokić,REB,12.5,UNDER,59.90%,B,DO NOT BET,59.74,✅ HIT,12.0,UNDER,60.90%,60.72,✅ HIT,UNDER,59.60%,59.46,✅ HIT,UNDER,60.10%,59.98,✅ HIT,UNDER,59.00%,58.82,✅ HIT,0.02,-0.34,-0.84,-0.7,0.73,1.0,1.2,0.007,100.00%
112,Julius Randle,TOV,2.5,UNDER,58.60%,A,DO NOT BET,59.73,✅ HIT,2.0,UNDER,57.70%,58.87,✅ HIT,UNDER,57.80%,58.9,✅ HIT,UNDER,59.50%,60.61,✅ HIT,UNDER,59.40%,60.55,✅ HIT,0.11,0.6,-0.71,0.7,-0.57,1.0,0.8,0.0085,100.00%
113,Amen Thompson,STL,1.5,UNDER,59.00%,A,DO NOT BET,59.72,✅ HIT,1.0,UNDER,59.70%,60.43,✅ HIT,UNDER,59.90%,60.61,✅ HIT,UNDER,58.10%,58.84,✅ HIT,UNDER,58.30%,59.01,✅ HIT,0.01,0.23,-0.3,0.3,-0.28,0.8,0.8,0.0081,100.00%
114,Russell Westbrook,PA,22.5,OVER,57.00%,D,DO NOT BET,59.65,✅ HIT,25.0,OVER,57.60%,60.19,✅ HIT,OVER,58.00%,60.59,✅ HIT,OVER,56.00%,58.66,✅ HIT,OVER,56.50%,59.17,✅ HIT,0.09,-0.68,1.5,-3.7,4.22,1.2,1.6,0.0077,100.00%
115,Rudy Gobert,AST,1.5,UNDER,57.00%,C,DO NOT BET,59.61,❌ MISS,4.0,UNDER,56.10%,58.71,❌ MISS,UNDER,56.00%,58.66,❌ MISS,UNDER,58.00%,60.61,❌ MISS,UNDER,57.90%,60.5,❌ MISS,0.13,0.49,0.58,0.9,-0.66,1.2,0.8,0.0094,100.00%
116,Keyonte George,FGA,14.5,OVER,59.00%,D,DO NOT BET,59.61,❌ MISS,10.0,OVER,58.20%,58.9,❌ MISS,OVER,56.20%,56.82,❌ MISS,OVER,61.80%,62.49,❌ MISS,OVER,59.60%,60.23,❌ MISS,-0.41,-0.7,2.3,-3.3,1.37,1.4,1.6,0.0206,100.00%
117,Russell Westbrook,3PA,5.5,OVER,57.50%,B,DO NOT BET,59.47,❌ MISS,4.0,OVER,55.40%,57.35,❌ MISS,OVER,54.40%,56.29,❌ MISS,OVER,60.90%,62.8,❌ MISS,OVER,59.50%,61.45,❌ MISS,-0.43,-0.1,1.5,-0.1,-0.33,1.4,1.2,0.0272,100.00%
118,DeMar DeRozan,3PM,0.5,UNDER,57.10%,S,DO NOT BET,59.46,✅ HIT,0.0,UNDER,58.40%,60.73,✅ HIT,UNDER,58.50%,60.9,✅ HIT,UNDER,55.60%,57.98,✅ HIT,UNDER,55.90%,58.21,✅ HIT,0.37,-0.75,1.0,-0.3,0.45,1.6,1.6,0.0136,100.00%
119,Zion Williamson,PRA,31.5,OVER,58.30%,D,DO NOT BET,59.46,❌ MISS,29.0,OVER,54.30%,55.39,❌ MISS,OVER,54.30%,55.44,❌ MISS,OVER,62.20%,63.36,❌ MISS,OVER,62.50%,63.63,❌ MISS,0.07,0.59,-1.5,6.1,-5.33,1.2,0.8,0.0404,100.00%
120,Trey Murphy III,PA,24.5,OVER,57.90%,D,DO NOT BET,59.39,✅ HIT,31.0,OVER,57.70%,59.24,✅ HIT,OVER,58.10%,59.64,✅ HIT,OVER,57.60%,59.07,✅ HIT,OVER,58.10%,59.58,✅ HIT,-0.43,-0.03,1.5,-0.1,-1.21,1.8,1.6,0.0023,100.00%
121,Kawhi Leonard,AST,3.5,OVER,54.20%,C,DO NOT BET,59.38,✅ HIT,5.0,OVER,52.00%,57.23,✅ HIT,OVER,51.30%,56.53,✅ HIT,OVER,57.30%,62.51,✅ HIT,OVER,56.00%,61.23,✅ HIT,-0.11,-0.13,4.5,-0.3,0.06,1.2,0.8,0.0255,100.00%
122,OG Anunoby,RA,7.5,UNDER,60.20%,C,DO NOT BET,59.32,✅ HIT,3.0,UNDER,60.80%,59.93,✅ HIT,UNDER,59.50%,58.58,✅ HIT,UNDER,61.00%,60.07,✅ HIT,UNDER,59.60%,58.74,✅ HIT,0.0,-0.03,-2.07,-0.1,0.1,1.2,0.8,0.0068,100.00%
123,Keyonte George,PA,24.5,OVER,61.60%,D,DO NOT BET,59.31,❌ MISS,19.0,OVER,58.50%,56.28,❌ MISS,OVER,58.90%,56.68,❌ MISS,OVER,64.10%,61.9,❌ MISS,OVER,64.60%,62.4,❌ MISS,-0.73,-0.31,3.05,-2.3,-3.16,1.2,1.2,0.0284,100.00%
124,Keyonte George,PR,22.5,OVER,60.40%,D,DO NOT BET,59.29,❌ MISS,16.0,OVER,60.30%,59.21,❌ MISS,OVER,59.90%,58.84,❌ MISS,OVER,60.60%,59.5,❌ MISS,OVER,60.70%,59.63,❌ MISS,-0.57,-0.4,3.71,-3.5,-1.51,1.2,1.2,0.0031,100.00%
125,Desmond Bane,3PA,5.5,UNDER,58.70%,B,DO NOT BET,59.26,✅ HIT,3.0,UNDER,57.30%,57.84,✅ HIT,UNDER,57.30%,57.86,✅ HIT,UNDER,60.10%,60.69,✅ HIT,UNDER,60.10%,60.64,✅ HIT,-0.25,-1.74,1.61,-1.7,1.45,1.2,2.0,0.0141,100.00%
126,OG Anunoby,PTS,17.5,UNDER,58.50%,D,DO NOT BET,59.11,❌ MISS,22.0,UNDER,59.10%,59.77,❌ MISS,UNDER,59.20%,59.83,❌ MISS,UNDER,57.70%,58.32,❌ MISS,UNDER,57.90%,58.55,❌ MISS,-0.13,0.33,0.28,2.5,-3.52,1.2,1.2,0.0069,100.00%
127,Russell Westbrook,3PM,1.5,OVER,58.80%,S,DO NOT BET,59.09,✅ HIT,2.0,OVER,58.70%,59.04,✅ HIT,OVER,58.40%,58.68,✅ HIT,OVER,59.20%,59.57,✅ HIT,OVER,58.70%,59.06,✅ HIT,-0.71,-0.94,1.5,-0.7,0.17,1.0,1.6,0.0032,100.00%
128,Desmond Bane,REB,4.5,UNDER,58.10%,B,DO NOT BET,59.08,❌ MISS,6.0,UNDER,59.00%,59.95,❌ MISS,UNDER,57.80%,58.75,❌ MISS,UNDER,58.40%,59.37,❌ MISS,UNDER,57.30%,58.28,❌ MISS,-0.15,-0.05,0.3,-0.1,-0.21,1.2,1.2,0.0063,100.00%
129,Ace Bailey,AST,2.5,UNDER,61.60%,C,DO NOT BET,58.97,✅ HIT,2.0,UNDER,63.50%,60.93,✅ HIT,UNDER,62.80%,60.21,✅ HIT,UNDER,60.10%,57.52,✅ HIT,UNDER,59.80%,57.22,✅ HIT,-0.6,-0.66,-1.5,-0.9,0.08,1.0,1.2,0.0162,100.00%
130,Paolo Banchero,RA,12.5,OVER,58.80%,C,DO NOT BET,58.76,✅ HIT,15.0,OVER,58.90%,58.82,✅ HIT,OVER,58.10%,58.03,✅ HIT,OVER,59.70%,59.69,✅ HIT,OVER,58.60%,58.51,✅ HIT,-0.26,-0.28,0.12,-1.1,0.07,1.4,1.2,0.006,100.00%
131,Trey Murphy III,FGA,15.5,UNDER,58.00%,D,DO NOT BET,58.72,✅ HIT,12.0,UNDER,57.90%,58.71,✅ HIT,UNDER,57.20%,57.98,✅ HIT,UNDER,58.60%,59.39,✅ HIT,UNDER,58.00%,58.79,✅ HIT,0.63,-0.46,-1.5,-0.5,1.19,1.4,1.6,0.005,100.00%
132,Evan Mobley,REB,8.5,UNDER,56.80%,B,DO NOT BET,58.66,❌ MISS,13.0,UNDER,57.70%,59.58,❌ MISS,UNDER,56.50%,58.42,❌ MISS,UNDER,57.00%,58.84,❌ MISS,UNDER,55.90%,57.81,❌ MISS,0.05,0.24,0.27,0.7,-0.56,1.2,1.2,0.0065,100.00%
133,Miles Bridges,PTS,15.5,OVER,62.10%,D,DO NOT BET,58.65,✅ HIT,26.0,OVER,60.60%,57.1,✅ HIT,OVER,59.80%,56.34,✅ HIT,OVER,64.60%,61.11,✅ HIT,OVER,63.50%,60.06,✅ HIT,-0.8,1.6,-3.0,3.7,-5.56,0.6,0.4,0.0199,100.00%
134,Alperen Sengun,PTS,18.5,OVER,60.40%,D,DO NOT BET,58.65,❌ MISS,10.0,OVER,61.70%,59.94,❌ MISS,OVER,60.90%,59.14,❌ MISS,OVER,60.00%,58.22,❌ MISS,OVER,59.10%,57.32,❌ MISS,-0.25,-0.4,0.13,-2.9,1.07,0.6,0.8,0.0099,100.00%
135,Russell Westbrook,FGA,14.5,UNDER,61.10%,D,DO NOT BET,58.61,✅ HIT,10.0,UNDER,61.40%,58.85,✅ HIT,UNDER,60.10%,57.54,✅ HIT,UNDER,62.10%,59.57,✅ HIT,UNDER,61.00%,58.49,✅ HIT,-0.52,-0.04,-1.5,-0.1,-1.15,0.8,0.8,0.0073,100.00%
136,Ace Bailey,3PA,6.5,UNDER,60.90%,B,BET WITH CAUTION,58.6,❌ MISS,10.0,UNDER,61.00%,58.61,❌ MISS,UNDER,60.70%,58.34,❌ MISS,UNDER,61.10%,58.78,❌ MISS,UNDER,61.00%,58.67,❌ MISS,-0.86,0.75,-1.5,1.5,-3.23,1.0,0.4,0.0016,100.00%
137,Jamal Murray,FTM,4.5,UNDER,57.10%,B,DO NOT BET,58.59,❌ MISS,5.0,UNDER,57.60%,59.14,❌ MISS,UNDER,58.10%,59.54,❌ MISS,UNDER,56.00%,57.52,❌ MISS,UNDER,56.70%,58.15,❌ MISS,0.01,0.26,0.38,0.9,-0.87,0.8,0.8,0.008,100.00%
138,Kawhi Leonard,3PA,5.5,OVER,59.70%,B,DO NOT BET,58.58,✅ HIT,9.0,OVER,59.50%,58.42,✅ HIT,OVER,58.10%,57.04,✅ HIT,OVER,61.20%,60.12,✅ HIT,OVER,59.90%,58.75,✅ HIT,-0.97,0.07,-0.28,0.1,-1.42,1.4,1.2,0.0109,100.00%
139,Zion Williamson,AST,3.5,UNDER,59.60%,C,DO NOT BET,58.53,❌ MISS,4.0,UNDER,58.60%,57.53,❌ MISS,UNDER,58.30%,57.25,❌ MISS,UNDER,60.90%,59.88,❌ MISS,UNDER,60.60%,59.5,❌ MISS,-0.08,-0.76,-1.5,-1.3,1.17,1.4,1.6,0.0116,100.00%
140,Josh Hart,REB,7.5,UNDER,56.60%,B,DO NOT BET,58.46,NO GAME,,UNDER,56.80%,58.68,NO GAME,UNDER,55.70%,57.55,NO GAME,UNDER,57.50%,59.33,NO GAME,UNDER,56.40%,58.27,NO GAME,0.02,0.34,0.23,1.1,-1.04,1.2,1.2,0.0064,100.00%
141,Rudy Gobert,REB,11.5,UNDER,57.80%,B,DO NOT BET,58.43,✅ HIT,5.0,UNDER,57.80%,58.4,✅ HIT,UNDER,56.60%,57.24,✅ HIT,UNDER,59.00%,59.6,✅ HIT,UNDER,57.90%,58.48,✅ HIT,-0.02,0.13,-0.05,0.3,-0.35,0.6,0.4,0.0083,100.00%
142,LaMelo Ball,PR,24.5,OVER,55.20%,D,DO NOT BET,58.36,✅ HIT,36.0,OVER,54.10%,57.24,✅ HIT,OVER,53.90%,57.07,✅ HIT,OVER,56.40%,59.5,✅ HIT,OVER,56.50%,59.63,✅ HIT,0.13,0.39,1.5,1.5,-0.98,0.6,0.8,0.0121,100.00%
143,OG Anunoby,PR,22.5,UNDER,57.40%,D,DO NOT BET,58.33,❌ MISS,24.0,UNDER,59.60%,60.54,❌ MISS,UNDER,59.30%,60.26,❌ MISS,UNDER,55.40%,56.32,❌ MISS,UNDER,55.20%,56.19,❌ MISS,-0.09,0.4,-0.05,3.3,-4.01,1.4,1.2,0.0208,100.00%
144,DeMar DeRozan,PTS,15.5,UNDER,53.70%,D,DO NOT BET,58.31,❌ MISS,39.0,UNDER,54.40%,59.07,❌ MISS,UNDER,54.70%,59.3,❌ MISS,UNDER,52.60%,57.22,❌ MISS,UNDER,53.00%,57.66,❌ MISS,0.69,-0.95,1.12,-3.5,6.06,1.2,1.6,0.0089,100.00%
145,Russell Westbrook,REB,4.5,UNDER,57.00%,B,DO NOT BET,58.27,❌ MISS,7.0,UNDER,57.30%,58.64,❌ MISS,UNDER,56.20%,57.5,❌ MISS,UNDER,57.70%,59.01,❌ MISS,UNDER,56.60%,57.95,❌ MISS,0.27,0.2,-1.5,0.7,0.24,1.4,1.2,0.0059,100.00%
146,Bennedict Mathurin,PR,23.5,OVER,56.90%,D,DO NOT BET,58.18,✅ HIT,24.0,OVER,58.20%,59.5,✅ HIT,OVER,57.90%,59.19,✅ HIT,OVER,55.70%,56.96,✅ HIT,OVER,55.80%,57.09,✅ HIT,-0.04,-0.34,0.64,-2.9,2.52,1.4,1.6,0.0117,100.00%
147,Immanuel Quickley,RA,10.5,UNDER,56.50%,C,DO NOT BET,58.17,✅ HIT,9.0,UNDER,54.20%,55.85,✅ HIT,UNDER,53.60%,55.19,✅ HIT,UNDER,59.80%,61.42,✅ HIT,UNDER,58.60%,60.22,✅ HIT,-0.1,0.53,0.0,1.1,-1.3,1.4,1.2,0.0269,100.00%
148,LaMelo Ball,FGA,16.5,OVER,57.10%,D,DO NOT BET,58.14,✅ HIT,22.0,OVER,56.40%,57.42,✅ HIT,OVER,54.60%,55.66,✅ HIT,OVER,59.70%,60.72,✅ HIT,OVER,57.70%,58.74,✅ HIT,-0.27,-1.02,1.5,-2.1,1.55,1.4,1.6,0.0185,100.00%
149,Donovan Mitchell,REB,4.5,UNDER,56.60%,B,DO NOT BET,58.07,❌ MISS,5.0,UNDER,57.60%,59.13,❌ MISS,UNDER,56.50%,57.97,❌ MISS,UNDER,56.60%,58.09,❌ MISS,UNDER,55.60%,57.07,❌ MISS,0.0,0.28,0.0,0.5,-0.49,1.2,0.8,0.0073,100.00%
