Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
150,Darius Garland,3PA,6.5,UNDER,57.40%,B,DO NOT BET,58.07,❌ MISS,9.0,UNDER,55.50%,56.16,❌ MISS,UNDER,55.70%,56.33,❌ MISS,UNDER,59.20%,59.88,❌ MISS,UNDER,59.20%,59.9,❌ MISS,-0.06,0.3,-0.28,0.5,-0.6,0.8,0.4,0.0182,100.00%
151,Alperen Sengun,PRA,31.5,OVER,62.00%,D,DO NOT BET,58.05,❌ MISS,15.0,OVER,65.80%,61.9,❌ MISS,OVER,65.60%,61.67,❌ MISS,OVER,58.10%,54.17,❌ MISS,OVER,58.40%,54.45,❌ MISS,-0.54,-0.31,0.13,-2.3,-1.71,0.8,0.8,0.0374,100.00%
152,Ace Bailey,3PM,1.5,OVER,59.00%,S,DO NOT BET,58.05,✅ HIT,5.0,OVER,58.10%,57.12,✅ HIT,OVER,57.80%,56.77,✅ HIT,OVER,60.40%,59.43,✅ HIT,OVER,59.90%,58.9,✅ HIT,-0.05,-0.72,-1.5,-1.5,1.39,1.4,1.6,0.0113,100.00%
153,Scottie Barnes,TOV,2.5,UNDER,57.30%,A,DO NOT BET,57.94,✅ HIT,2.0,UNDER,59.20%,59.85,✅ HIT,UNDER,59.20%,59.84,✅ HIT,UNDER,55.30%,55.98,✅ HIT,UNDER,55.40%,56.08,✅ HIT,0.13,-0.75,0.12,-0.9,1.06,1.0,1.2,0.0191,100.00%
154,Brandon Miller,PR,26.5,UNDER,57.80%,D,DO NOT BET,57.94,✅ HIT,23.0,UNDER,54.70%,54.91,✅ HIT,UNDER,54.60%,54.78,✅ HIT,UNDER,60.90%,61.1,✅ HIT,UNDER,60.80%,60.97,✅ HIT,-0.11,-0.02,0.0,-0.1,-0.58,1.0,1.2,0.0309,100.00%
155,Miles Bridges,3PM,1.5,OVER,58.30%,S,DO NOT BET,57.9,✅ HIT,3.0,OVER,60.20%,59.79,✅ HIT,OVER,59.90%,59.43,✅ HIT,OVER,56.90%,56.44,✅ HIT,OVER,56.40%,55.96,✅ HIT,-0.69,0.94,-0.75,0.7,-1.22,0.6,0.4,0.0172,100.00%
156,Zion Williamson,RA,9.5,UNDER,58.70%,C,DO NOT BET,57.89,❌ MISS,10.0,UNDER,60.70%,59.85,❌ MISS,UNDER,59.30%,58.51,❌ MISS,UNDER,57.90%,57.08,❌ MISS,UNDER,56.90%,56.11,❌ MISS,-0.05,-0.42,-1.5,-2.1,1.84,1.4,1.2,0.0142,100.00%
157,DeMar DeRozan,REB,2.5,OVER,59.20%,B,DO NOT BET,57.69,✅ HIT,4.0,OVER,58.30%,56.76,✅ HIT,OVER,58.80%,57.25,✅ HIT,OVER,59.80%,58.24,✅ HIT,OVER,60.00%,58.51,✅ HIT,-0.66,-0.12,-1.0,-0.1,-0.43,0.8,0.8,0.0071,100.00%
158,Bennedict Mathurin,PA,19.5,OVER,57.30%,D,DO NOT BET,57.67,✅ HIT,25.0,OVER,58.00%,58.31,✅ HIT,OVER,58.40%,58.7,✅ HIT,OVER,56.20%,56.58,✅ HIT,OVER,56.80%,57.08,✅ HIT,-0.13,-0.18,0.39,-1.3,0.35,1.2,1.2,0.0087,100.00%
159,Trey Murphy III,PRA,29.5,OVER,57.10%,D,DO NOT BET,57.67,✅ HIT,38.0,OVER,55.90%,56.45,✅ HIT,OVER,55.90%,56.45,✅ HIT,OVER,58.20%,58.74,✅ HIT,OVER,58.50%,59.02,✅ HIT,-0.42,0.02,1.5,0.1,-2.04,1.4,1.2,0.0122,100.00%
160,Jamal Murray,REB,3.5,OVER,58.20%,B,DO NOT BET,57.66,❌ MISS,2.0,OVER,57.80%,57.31,❌ MISS,OVER,58.30%,57.82,❌ MISS,OVER,58.10%,57.59,❌ MISS,OVER,58.50%,57.94,❌ MISS,-0.36,-0.2,-0.27,-0.5,-0.38,1.2,1.2,0.0024,100.00%
161,Brandon Miller,PTS,21.5,UNDER,58.60%,D,DO NOT BET,57.65,✅ HIT,20.0,UNDER,58.50%,57.49,✅ HIT,UNDER,58.60%,57.58,✅ HIT,UNDER,58.60%,57.67,✅ HIT,UNDER,58.80%,57.86,✅ HIT,-0.19,-0.77,0.0,-3.3,2.49,0.8,1.2,0.0014,100.00%
162,OG Anunoby,REB,4.5,OVER,57.20%,B,DO NOT BET,57.65,❌ MISS,2.0,OVER,56.60%,57.08,❌ MISS,OVER,57.20%,57.65,❌ MISS,OVER,57.20%,57.73,❌ MISS,OVER,57.60%,58.13,❌ MISS,-0.47,-0.76,1.33,-1.3,0.49,1.2,1.6,0.0037,100.00%
163,Immanuel Quickley,AST,6.5,UNDER,56.10%,C,DO NOT BET,57.6,✅ HIT,3.0,UNDER,58.10%,59.54,✅ HIT,UNDER,57.80%,59.31,✅ HIT,UNDER,54.20%,55.65,✅ HIT,UNDER,54.40%,55.9,✅ HIT,-0.15,0.99,0.0,2.3,-2.65,1.0,0.4,0.0183,100.00%
164,RJ Barrett,3PA,5.5,UNDER,57.60%,B,DO NOT BET,57.6,❌ MISS,6.0,UNDER,58.80%,58.78,❌ MISS,UNDER,58.70%,58.68,❌ MISS,UNDER,56.40%,56.36,❌ MISS,UNDER,56.60%,56.57,❌ MISS,-0.31,-0.44,0.0,-0.7,0.2,1.2,1.2,0.0114,100.00%
165,Jalen Brunson,REB,3.5,UNDER,59.60%,B,DO NOT BET,57.6,❌ MISS,4.0,UNDER,60.10%,58.05,❌ MISS,UNDER,58.80%,56.8,❌ MISS,UNDER,60.40%,58.36,❌ MISS,UNDER,59.20%,57.19,❌ MISS,-0.04,0.07,-3.0,0.1,-0.16,1.0,1.2,0.0063,100.00%
166,RJ Barrett,PTS,20.5,UNDER,58.00%,D,DO NOT BET,57.59,✅ HIT,16.0,UNDER,60.00%,59.64,✅ HIT,UNDER,60.10%,59.66,✅ HIT,UNDER,55.80%,55.38,✅ HIT,UNDER,56.10%,55.69,✅ HIT,-0.45,1.01,-0.2,3.9,-5.65,1.0,0.4,0.0206,100.00%
167,Anthony Edwards,PTS,27.5,UNDER,55.00%,D,DO NOT BET,57.59,✅ HIT,14.0,UNDER,55.30%,57.92,✅ HIT,UNDER,55.50%,58.12,✅ HIT,UNDER,54.40%,56.98,✅ HIT,UNDER,54.80%,57.34,✅ HIT,0.19,-0.11,-0.12,-1.1,2.93,0.8,1.2,0.0045,100.00%
168,Desmond Bane,PR,25.5,UNDER,59.10%,D,DO NOT BET,57.55,❌ MISS,41.0,UNDER,57.70%,56.13,❌ MISS,UNDER,57.40%,55.9,❌ MISS,UNDER,60.70%,59.15,❌ MISS,UNDER,60.60%,59.02,❌ MISS,-0.21,-0.07,-1.31,-0.3,-0.64,1.0,1.2,0.0154,100.00%
169,Keyonte George,3PM,2.5,UNDER,56.70%,S,DO NOT BET,57.52,✅ HIT,1.0,UNDER,60.50%,61.33,✅ HIT,UNDER,60.70%,61.47,✅ HIT,UNDER,52.70%,53.5,✅ HIT,UNDER,53.00%,53.79,✅ HIT,0.01,0.06,-0.46,0.1,-0.09,1.2,1.2,0.0388,100.00%
170,Darius Garland,TOV,2.5,UNDER,55.60%,A,DO NOT BET,57.48,❌ MISS,3.0,UNDER,56.10%,57.99,❌ MISS,UNDER,56.20%,58.09,❌ MISS,UNDER,55.00%,56.88,❌ MISS,UNDER,55.10%,56.99,❌ MISS,0.29,0.6,-0.51,0.7,-0.37,1.2,0.8,0.0056,100.00%
171,Bennedict Mathurin,PTS,17.5,OVER,57.00%,D,DO NOT BET,57.47,✅ HIT,22.0,OVER,58.40%,58.82,✅ HIT,OVER,57.70%,58.12,✅ HIT,OVER,56.40%,56.85,✅ HIT,OVER,55.60%,56.07,✅ HIT,-0.1,-0.28,0.3,-1.9,1.22,1.2,1.2,0.0107,100.00%
172,James Harden,TOV,2.5,OVER,62.90%,A,BET WITH CAUTION,57.45,✅ HIT,4.0,OVER,62.60%,57.15,✅ HIT,OVER,61.90%,56.45,✅ HIT,OVER,63.90%,58.5,✅ HIT,OVER,63.10%,57.69,✅ HIT,-0.57,-0.26,-4.5,-0.5,-0.58,1.0,1.2,0.0075,100.00%
173,Jalen Suggs,SB,2.5,UNDER,56.40%,A,DO NOT BET,57.4,❌ MISS,3.0,UNDER,58.60%,59.66,❌ MISS,UNDER,58.80%,59.81,❌ MISS,UNDER,53.90%,54.92,❌ MISS,UNDER,54.20%,55.21,❌ MISS,0.2,0.1,-0.07,0.1,0.1,0.6,0.8,0.0234,100.00%
174,Julius Randle,RA,11.5,UNDER,58.50%,C,DO NOT BET,57.38,✅ HIT,9.0,UNDER,58.80%,57.66,✅ HIT,UNDER,57.60%,56.52,✅ HIT,UNDER,59.30%,58.24,✅ HIT,UNDER,58.20%,57.1,✅ HIT,0.25,0.33,-3.54,0.9,-0.23,1.2,0.8,0.0064,100.00%
175,Scottie Barnes,PA,23.5,UNDER,54.90%,D,DO NOT BET,57.38,✅ HIT,13.0,UNDER,58.20%,60.74,✅ HIT,UNDER,57.90%,60.42,✅ HIT,UNDER,51.90%,54.42,✅ HIT,UNDER,51.40%,53.94,✅ HIT,0.23,-0.74,0.6,-2.7,3.52,1.6,1.6,0.0321,100.00%
176,Trey Murphy III,PTS,20.5,OVER,56.40%,D,DO NOT BET,57.38,✅ HIT,28.0,OVER,55.00%,55.9,✅ HIT,OVER,54.40%,55.32,✅ HIT,OVER,58.70%,59.59,✅ HIT,OVER,57.80%,58.73,✅ HIT,-0.56,-0.11,1.5,-0.3,-1.18,1.6,1.6,0.0182,100.00%
177,Evan Mobley,FTM,2.5,UNDER,55.40%,B,DO NOT BET,57.33,✅ HIT,2.0,UNDER,54.60%,56.54,✅ HIT,UNDER,55.40%,57.29,✅ HIT,UNDER,55.50%,57.39,✅ HIT,UNDER,56.10%,58.09,✅ HIT,0.16,0.24,0.0,0.5,-0.16,1.2,1.2,0.0055,100.00%
178,Karl-Anthony Towns,PR,33.5,UNDER,57.10%,D,DO NOT BET,57.31,✅ HIT,28.0,UNDER,58.40%,58.66,✅ HIT,UNDER,58.20%,58.41,✅ HIT,UNDER,55.90%,56.16,✅ HIT,UNDER,55.80%,56.03,✅ HIT,-0.25,0.57,0.24,3.5,-5.03,1.2,0.8,0.0122,100.00%
179,Brandon Miller,REB,5.5,UNDER,55.90%,B,DO NOT BET,57.25,✅ HIT,3.0,UNDER,54.80%,56.23,✅ HIT,UNDER,53.80%,55.17,✅ HIT,UNDER,57.90%,59.34,✅ HIT,UNDER,56.90%,58.27,✅ HIT,-0.13,0.9,0.0,2.7,-3.08,1.0,0.8,0.0164,100.00%
180,Kawhi Leonard,REB,6.5,UNDER,56.50%,B,DO NOT BET,57.14,✅ HIT,5.0,UNDER,56.80%,57.49,✅ HIT,UNDER,55.70%,56.36,✅ HIT,UNDER,57.20%,57.88,✅ HIT,UNDER,56.20%,56.83,✅ HIT,-0.07,0.66,-0.62,0.9,-1.0,0.8,0.4,0.0059,100.00%
181,Kevin Durant,TOV,2.5,UNDER,53.80%,A,DO NOT BET,57.01,❌ MISS,3.0,UNDER,58.90%,62.13,❌ MISS,UNDER,58.90%,62.13,❌ MISS,OVER,51.50%,50.3,✅ HIT,OVER,51.20%,49.93,✅ HIT,0.27,0.58,0.69,1.5,-0.8,1.0,0.8,0.0513,50.00%
182,Julius Randle,AST,4.5,UNDER,55.20%,C,DO NOT BET,57.01,✅ HIT,2.0,UNDER,56.00%,57.7,✅ HIT,UNDER,55.90%,57.67,✅ HIT,UNDER,54.50%,56.22,✅ HIT,UNDER,54.70%,56.44,✅ HIT,0.34,-0.44,-0.25,-0.9,1.6,1.4,1.6,0.0068,100.00%
183,Mikal Bridges,3PA,4.5,UNDER,55.20%,B,DO NOT BET,56.93,❌ MISS,5.0,UNDER,55.00%,56.8,❌ MISS,UNDER,55.30%,57.01,❌ MISS,UNDER,55.00%,56.8,❌ MISS,UNDER,55.40%,57.1,❌ MISS,0.65,-1.11,0.06,-1.3,2.06,1.4,1.6,0.0013,100.00%
184,Nikola Jokić,RA,21.5,OVER,56.40%,C,DO NOT BET,56.88,✅ HIT,25.0,OVER,53.20%,53.74,✅ HIT,OVER,53.10%,53.56,✅ HIT,OVER,60.20%,60.73,✅ HIT,OVER,59.00%,59.49,✅ HIT,-0.27,0.14,0.8,0.7,-2.08,1.2,1.2,0.0326,100.00%
185,Darius Garland,AST,6.5,UNDER,56.10%,C,DO NOT BET,56.81,✅ HIT,6.0,UNDER,58.60%,59.34,✅ HIT,UNDER,58.30%,59.06,✅ HIT,UNDER,53.50%,54.26,✅ HIT,UNDER,53.80%,54.56,✅ HIT,0.13,-0.24,-0.42,-0.5,0.77,1.0,0.8,0.024,100.00%
186,Aaron Gordon,PRA,23.5,OVER,57.70%,D,DO NOT BET,56.78,❌ MISS,5.0,OVER,55.60%,54.62,❌ MISS,OVER,55.60%,54.63,❌ MISS,OVER,59.80%,58.8,❌ MISS,OVER,60.00%,59.08,❌ MISS,-0.29,-0.06,0.33,-0.5,-2.04,1.6,1.2,0.0216,100.00%
187,Keyonte George,PTS,20.5,UNDER,53.10%,D,DO NOT BET,56.76,✅ HIT,14.0,UNDER,55.00%,58.61,✅ HIT,UNDER,55.20%,58.83,✅ HIT,UNDER,50.90%,54.55,✅ HIT,UNDER,51.40%,55.05,✅ HIT,0.42,0.44,-1.53,3.5,-0.21,1.0,0.8,0.0197,100.00%
188,Josh Hart,RA,12.5,UNDER,55.20%,C,DO NOT BET,56.69,NO GAME,,UNDER,55.60%,57.13,NO GAME,UNDER,54.80%,56.32,NO GAME,UNDER,55.50%,56.99,NO GAME,UNDER,54.80%,56.31,NO GAME,0.03,-0.13,0.47,-0.5,0.61,1.0,0.8,0.0038,100.00%
189,OG Anunoby,PRA,24.5,UNDER,55.70%,D,DO NOT BET,56.63,❌ MISS,25.0,UNDER,56.70%,57.63,❌ MISS,UNDER,56.40%,57.33,❌ MISS,UNDER,55.00%,55.95,❌ MISS,UNDER,54.60%,55.62,❌ MISS,-0.05,0.29,-0.14,2.9,-3.42,1.4,1.2,0.0086,100.00%
190,Miles Bridges,RA,8.5,UNDER,55.90%,C,DO NOT BET,56.62,✅ HIT,7.0,UNDER,56.70%,57.44,✅ HIT,UNDER,55.80%,56.52,✅ HIT,UNDER,55.90%,56.64,✅ HIT,UNDER,55.10%,55.91,✅ HIT,0.32,-0.68,-0.87,-1.7,2.5,1.2,1.6,0.0054,100.00%
191,Brandon Miller,TOV,2.5,UNDER,55.10%,A,DO NOT BET,56.59,❌ MISS,3.0,UNDER,55.10%,56.58,❌ MISS,UNDER,55.20%,56.7,❌ MISS,UNDER,55.00%,56.48,❌ MISS,UNDER,55.10%,56.6,❌ MISS,0.37,0.1,0.0,0.1,0.28,0.6,0.8,0.0007,100.00%
192,Donovan Mitchell,FTM,4.5,OVER,57.10%,B,DO NOT BET,56.57,❌ MISS,3.0,OVER,54.80%,54.27,❌ MISS,OVER,53.00%,52.48,❌ MISS,OVER,61.60%,61.1,❌ MISS,OVER,59.00%,58.44,❌ MISS,-0.24,-1.17,0.13,-4.1,3.25,1.6,1.6,0.0339,100.00%
193,LaMelo Ball,TOV,2.5,OVER,57.70%,A,DO NOT BET,56.54,✅ HIT,3.0,OVER,56.80%,55.63,✅ HIT,OVER,56.20%,55.09,✅ HIT,OVER,59.20%,58.04,✅ HIT,OVER,58.50%,57.39,✅ HIT,-0.22,0.07,-1.5,0.1,-0.4,0.8,1.2,0.0121,100.00%
194,Scottie Barnes,PTS,18.5,UNDER,54.40%,D,DO NOT BET,56.52,✅ HIT,9.0,UNDER,58.70%,60.84,✅ HIT,UNDER,58.80%,60.92,✅ HIT,OVER,50.20%,50.12,❌ MISS,UNDER,50.30%,52.43,✅ HIT,0.14,-0.21,0.12,-0.7,1.17,1.6,1.6,0.0436,75.00%
195,Russell Westbrook,PRA,26.5,OVER,55.60%,D,DO NOT BET,56.5,✅ HIT,32.0,OVER,56.20%,57.04,✅ HIT,OVER,56.20%,57.03,✅ HIT,OVER,55.00%,55.81,✅ HIT,OVER,55.30%,56.11,✅ HIT,-0.11,-0.61,1.5,-4.9,3.97,1.0,1.2,0.0055,100.00%
196,Keyonte George,PRA,28.5,OVER,57.60%,D,DO NOT BET,56.48,❌ MISS,21.0,OVER,55.90%,54.78,❌ MISS,OVER,55.90%,54.78,❌ MISS,OVER,59.20%,58.05,❌ MISS,OVER,59.50%,58.33,❌ MISS,-0.62,-0.04,3.71,-0.3,-4.88,1.0,0.8,0.0171,100.00%
197,Kawhi Leonard,RA,10.5,UNDER,56.90%,C,DO NOT BET,56.46,✅ HIT,10.0,UNDER,58.00%,57.61,✅ HIT,UNDER,57.00%,56.55,✅ HIT,UNDER,56.70%,56.25,✅ HIT,UNDER,55.90%,55.43,✅ HIT,-0.14,0.27,-1.19,0.7,-1.06,1.0,0.8,0.0078,100.00%
198,Brandon Ingram,REB,5.5,UNDER,55.60%,B,DO NOT BET,56.31,❌ MISS,6.0,UNDER,56.70%,57.41,❌ MISS,UNDER,55.60%,56.29,❌ MISS,UNDER,55.50%,56.25,❌ MISS,UNDER,54.50%,55.27,❌ MISS,0.14,-0.81,0.0,-1.1,1.29,1.2,1.6,0.0076,100.00%
199,Brandon Ingram,PR,26.5,UNDER,54.70%,D,DO NOT BET,56.16,❌ MISS,28.0,UNDER,55.70%,57.08,❌ MISS,UNDER,55.50%,56.92,❌ MISS,UNDER,54.00%,55.39,❌ MISS,UNDER,53.80%,55.25,❌ MISS,0.09,-0.57,0.0,-4.3,4.99,1.2,1.2,0.0084,100.00%
200,Jalen Brunson,3PM,2.5,OVER,55.70%,S,DO NOT BET,56.14,✅ HIT,4.0,OVER,54.70%,55.16,✅ HIT,OVER,54.40%,54.84,✅ HIT,OVER,57.10%,57.52,✅ HIT,OVER,56.60%,57.04,✅ HIT,-0.48,0.79,-0.37,0.5,-0.8,0.8,0.4,0.0115,100.00%
201,Nikola Jokić,PR,40.5,OVER,56.30%,D,DO NOT BET,56.12,❌ MISS,28.0,OVER,54.50%,54.34,❌ MISS,OVER,54.40%,54.15,❌ MISS,OVER,58.10%,57.93,❌ MISS,OVER,58.20%,58.06,❌ MISS,-0.18,-0.45,0.16,-2.3,1.37,1.2,1.2,0.0188,100.00%
202,Rudy Gobert,BLK,1.5,UNDER,55.10%,S,BET WITH CAUTION,56.1,✅ HIT,0.0,UNDER,53.10%,54.04,✅ HIT,UNDER,53.80%,54.75,✅ HIT,UNDER,56.50%,57.5,✅ HIT,UNDER,57.20%,58.12,✅ HIT,0.1,-0.46,0.0,-0.5,0.61,1.2,1.6,0.0174,100.00%
203,Aaron Gordon,PR,20.5,OVER,57.50%,D,DO NOT BET,56.1,❌ MISS,4.0,OVER,54.40%,52.93,❌ MISS,OVER,54.20%,52.75,❌ MISS,OVER,60.70%,59.3,❌ MISS,OVER,60.90%,59.43,❌ MISS,-0.35,0.03,0.45,0.3,-3.28,1.4,1.2,0.0326,100.00%
204,Kevin Durant,AST,4.5,UNDER,55.90%,C,DO NOT BET,56.06,❌ MISS,5.0,UNDER,55.80%,56.03,❌ MISS,UNDER,55.80%,56.0,❌ MISS,UNDER,55.90%,56.07,❌ MISS,UNDER,56.00%,56.16,❌ MISS,-0.03,-1.06,0.14,-1.5,1.46,1.2,1.6,0.0006,100.00%
205,Desmond Bane,RA,8.5,UNDER,54.50%,C,DO NOT BET,55.96,❌ MISS,12.0,UNDER,55.60%,57.0,❌ MISS,UNDER,54.80%,56.2,❌ MISS,UNDER,54.20%,55.59,❌ MISS,UNDER,53.70%,55.07,❌ MISS,-0.04,0.44,-0.08,1.3,-1.42,1.2,0.8,0.0072,100.00%
206,Kawhi Leonard,STL,1.5,UNDER,53.00%,A,DO NOT BET,55.94,❌ MISS,2.0,UNDER,53.60%,56.61,❌ MISS,UNDER,53.90%,56.91,❌ MISS,UNDER,52.00%,54.98,❌ MISS,UNDER,52.30%,55.28,❌ MISS,0.79,0.79,0.07,0.5,0.0,0.8,0.4,0.0083,100.00%
207,Jalen Suggs,REB,3.5,UNDER,54.10%,B,DO NOT BET,55.93,✅ HIT,2.0,UNDER,54.60%,56.42,✅ HIT,UNDER,53.50%,55.38,✅ HIT,UNDER,54.60%,56.43,✅ HIT,UNDER,53.70%,55.49,✅ HIT,0.43,-0.79,0.31,-0.5,0.77,1.6,1.6,0.005,100.00%
208,Donovan Mitchell,STL,1.5,UNDER,55.30%,A,DO NOT BET,55.9,✅ HIT,1.0,UNDER,56.80%,57.42,✅ HIT,UNDER,57.00%,57.66,✅ HIT,UNDER,53.50%,54.12,✅ HIT,UNDER,53.80%,54.39,✅ HIT,0.1,0.79,-0.71,0.5,-0.44,0.4,0.4,0.0165,100.00%
209,Nikola Jokić,AST,9.5,UNDER,54.70%,C,DO NOT BET,55.9,❌ MISS,13.0,UNDER,58.70%,59.94,❌ MISS,UNDER,58.40%,59.65,❌ MISS,UNDER,50.50%,51.71,❌ MISS,UNDER,51.10%,52.29,❌ MISS,0.24,-0.14,-0.91,-0.5,1.35,1.2,1.2,0.039,100.00%
210,Alperen Sengun,PR,26.5,OVER,58.70%,D,DO NOT BET,55.85,❌ MISS,12.0,OVER,61.30%,58.41,❌ MISS,OVER,60.90%,58.01,❌ MISS,OVER,56.30%,53.43,❌ MISS,OVER,56.40%,53.56,❌ MISS,-0.34,-0.44,0.24,-3.7,0.8,0.6,0.8,0.0236,100.00%
211,Jamal Murray,PRA,32.5,OVER,59.70%,D,DO NOT BET,55.84,✅ HIT,36.0,OVER,56.20%,52.33,✅ HIT,OVER,56.20%,52.33,✅ HIT,OVER,63.00%,59.22,✅ HIT,OVER,63.30%,59.48,✅ HIT,-0.36,-0.27,-0.14,-3.3,-1.17,1.4,1.6,0.0351,100.00%
212,Jalen Brunson,RA,10.5,UNDER,55.10%,C,DO NOT BET,55.84,❌ MISS,12.0,UNDER,55.10%,55.81,❌ MISS,UNDER,54.40%,55.06,❌ MISS,UNDER,55.90%,56.62,❌ MISS,UNDER,55.20%,55.88,❌ MISS,-0.2,1.46,-0.62,4.1,-4.65,0.6,0.0,0.0056,100.00%
213,Mikal Bridges,PRA,22.5,UNDER,55.90%,D,DO NOT BET,55.83,✅ HIT,12.0,UNDER,55.90%,55.8,✅ HIT,UNDER,55.60%,55.52,✅ HIT,UNDER,56.30%,56.17,✅ HIT,UNDER,55.90%,55.84,✅ HIT,0.26,-2.3,-0.39,-6.5,7.23,1.6,2.0,0.0023,100.00%
214,Anthony Edwards,TOV,2.5,UNDER,53.80%,A,DO NOT BET,55.8,✅ HIT,2.0,UNDER,57.10%,59.1,✅ HIT,UNDER,57.10%,59.16,✅ HIT,UNDER,50.30%,52.32,✅ HIT,UNDER,50.60%,52.62,✅ HIT,0.21,-0.4,0.96,-0.5,0.76,1.0,1.6,0.0333,100.00%
215,Jalen Suggs,AST,5.5,UNDER,53.90%,C,DO NOT BET,55.78,✅ HIT,4.0,UNDER,55.40%,57.26,✅ HIT,UNDER,55.40%,57.28,✅ HIT,UNDER,52.20%,54.08,✅ HIT,UNDER,52.60%,54.5,✅ HIT,-0.09,-0.12,1.33,-0.3,0.08,1.0,1.2,0.015,100.00%
216,RJ Barrett,REB,5.5,UNDER,54.70%,B,DO NOT BET,55.74,❌ MISS,7.0,UNDER,55.50%,56.54,❌ MISS,UNDER,54.50%,55.46,❌ MISS,UNDER,55.00%,55.96,❌ MISS,UNDER,54.00%,55.01,❌ MISS,-0.12,-0.12,0.75,-0.1,0.0,0.6,0.8,0.0057,100.00%
217,Amen Thompson,REB,6.5,OVER,56.20%,B,DO NOT BET,55.67,❌ MISS,5.0,OVER,56.50%,55.9,❌ MISS,OVER,57.00%,56.47,❌ MISS,OVER,55.50%,54.9,❌ MISS,OVER,56.00%,55.38,❌ MISS,-0.37,-0.42,-0.25,-1.3,0.17,1.6,1.6,0.0059,100.00%
218,Bennedict Mathurin,PRA,25.5,OVER,54.60%,D,DO NOT BET,55.62,✅ HIT,27.0,OVER,55.10%,56.14,✅ HIT,OVER,55.10%,56.16,✅ HIT,OVER,53.90%,54.94,✅ HIT,OVER,54.20%,55.24,✅ HIT,-0.07,-0.26,0.83,-2.3,1.65,1.2,1.2,0.0054,100.00%
219,Scottie Barnes,SB,2.5,UNDER,54.40%,A,DO NOT BET,55.56,❌ MISS,4.0,UNDER,52.30%,53.47,❌ MISS,UNDER,52.80%,53.88,❌ MISS,UNDER,56.20%,57.35,❌ MISS,UNDER,56.40%,57.55,❌ MISS,0.37,-0.46,0.0,-0.5,0.9,0.8,1.6,0.019,100.00%
220,Immanuel Quickley,PA,22.5,OVER,55.80%,D,DO NOT BET,55.55,✅ HIT,28.0,OVER,55.20%,54.94,✅ HIT,OVER,55.60%,55.33,✅ HIT,OVER,56.00%,55.72,✅ HIT,OVER,56.50%,56.22,✅ HIT,-0.11,-0.31,0.0,-2.3,1.47,1.0,1.2,0.0047,100.00%
221,Immanuel Quickley,3PA,7.5,UNDER,55.40%,B,DO NOT BET,55.53,✅ HIT,7.0,UNDER,52.90%,53.02,✅ HIT,UNDER,53.30%,53.41,✅ HIT,UNDER,57.60%,57.78,✅ HIT,UNDER,57.80%,57.9,✅ HIT,-0.24,-0.36,0.0,-0.7,0.23,1.2,1.6,0.0232,100.00%
222,Karl-Anthony Towns,FTM,4.5,UNDER,53.50%,B,DO NOT BET,55.51,✅ HIT,2.0,UNDER,56.30%,58.33,✅ HIT,UNDER,56.80%,58.89,✅ HIT,OVER,50.30%,50.29,❌ MISS,UNDER,51.10%,53.12,✅ HIT,0.14,-0.25,0.17,-0.7,1.09,1.6,1.2,0.0314,75.00%
223,Jalen Suggs,3PA,6.5,UNDER,55.70%,B,DO NOT BET,55.43,✅ HIT,5.0,UNDER,56.30%,56.07,✅ HIT,UNDER,56.40%,56.17,✅ HIT,UNDER,54.80%,54.59,✅ HIT,UNDER,55.10%,54.9,✅ HIT,-0.1,0.21,-0.7,0.9,-1.35,0.8,0.8,0.007,100.00%
224,Bennedict Mathurin,FTM,4.5,OVER,56.70%,B,DO NOT BET,55.42,✅ HIT,10.0,OVER,57.70%,56.39,✅ HIT,OVER,55.60%,54.3,✅ HIT,OVER,57.90%,56.64,✅ HIT,OVER,55.60%,54.37,✅ HIT,-0.26,-0.61,-1.38,-1.5,0.88,1.6,1.6,0.0109,100.00%
225,Kevin Durant,REB,5.5,UNDER,52.40%,B,DO NOT BET,55.28,✅ HIT,4.0,UNDER,52.90%,55.77,✅ HIT,UNDER,51.90%,54.79,✅ HIT,UNDER,52.80%,55.72,✅ HIT,UNDER,51.90%,54.86,✅ HIT,0.02,1.11,0.95,1.3,-1.28,0.8,0.4,0.0046,100.00%
226,Zion Williamson,PA,25.5,OVER,54.30%,D,DO NOT BET,55.26,❌ MISS,23.0,UNDER,52.50%,53.61,✅ HIT,UNDER,52.20%,53.25,✅ HIT,OVER,60.80%,61.7,❌ MISS,OVER,61.30%,62.21,❌ MISS,0.09,0.71,-1.5,5.3,-4.66,1.0,0.4,0.067,50.00%
