Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
153,Jalen Suggs,PRA,24.5,UNDER,63.8%,D,DO NOT BET,60.72,❌ MISS,40.0,UNDER,64.6%,61.48,❌ MISS,UNDER,64.1%,61.01,❌ MISS,UNDER,63.5%,60.36,❌ MISS,UNDER,63.1%,60.03,❌ MISS,-0.64,-0.68,-1.4,-1.9,0.11,1.4,1.2,0.0057,100.0%
154,Kevin Porter Jr.,PA,20.5,OVER,64.5%,D,DO NOT BET,60.71,❌ MISS,11.0,OVER,65.7%,61.9,❌ MISS,OVER,66.1%,62.31,❌ MISS,OVER,62.8%,59.07,❌ MISS,OVER,63.3%,59.57,❌ MISS,-0.43,-0.13,-0.24,-1.3,-3.06,1.4,1.2,0.0141,100.0%
155,Victor Wembanyama,3PA,7.5,UNDER,61.6%,B,BET WITH CAUTION,60.7,NO GAME,,UNDER,62.7%,61.8,NO GAME,UNDER,62.3%,61.39,NO GAME,UNDER,60.7%,59.85,NO GAME,UNDER,60.6%,59.76,NO GAME,-0.46,0.11,0.25,0.5,-2.67,1.4,0.8,0.0091,100.0%
156,Tyler Herro,PRA,32.5,UNDER,61.3%,D,DO NOT BET,60.69,NO GAME,,UNDER,61.2%,60.56,NO GAME,UNDER,60.8%,60.16,NO GAME,UNDER,61.8%,61.17,NO GAME,UNDER,61.5%,60.84,NO GAME,-0.23,0.14,0.46,1.3,-3.5,1.2,0.8,0.0037,100.0%
157,Luka Dončić,REB,7.5,OVER,62.3%,B,DO NOT BET,60.64,✅ HIT,10.0,OVER,61.7%,60.07,✅ HIT,OVER,62.1%,60.41,✅ HIT,OVER,62.6%,60.97,✅ HIT,OVER,62.8%,61.1,✅ HIT,-0.32,-1.97,-0.41,-2.3,1.93,1.4,2.0,0.0042,100.0%
158,Andrew Nembhard,PA,23.5,OVER,60.1%,D,DO NOT BET,60.55,✅ HIT,25.0,OVER,57.4%,57.77,✅ HIT,OVER,57.8%,58.16,✅ HIT,OVER,62.5%,62.89,✅ HIT,OVER,63.0%,63.4,✅ HIT,-0.15,0.21,0.12,1.3,-2.26,1.2,1.2,0.026,100.0%
159,Myles Turner,3PM,1.5,OVER,61.0%,S,BET WITH CAUTION,60.51,❌ MISS,1.0,OVER,61.9%,61.42,❌ MISS,OVER,61.5%,61.04,❌ MISS,OVER,60.5%,60.05,❌ MISS,OVER,60.0%,59.51,❌ MISS,-0.42,-0.32,-0.27,-0.5,-0.15,1.2,0.8,0.0076,100.0%
160,Josh Giddey,PTS,18.5,UNDER,60.4%,D,DO NOT BET,60.46,❌ MISS,27.0,UNDER,56.8%,56.87,❌ MISS,UNDER,57.0%,57.02,❌ MISS,UNDER,63.9%,63.98,❌ MISS,UNDER,63.9%,63.96,❌ MISS,-0.27,-0.52,0.21,-1.5,0.72,1.4,1.2,0.0351,100.0%
161,Bam Adebayo,RA,13.5,UNDER,60.7%,C,DO NOT BET,60.45,✅ HIT,10.0,UNDER,61.7%,61.42,✅ HIT,UNDER,60.3%,59.98,✅ HIT,UNDER,61.2%,60.88,✅ HIT,UNDER,59.8%,59.53,✅ HIT,-0.32,-0.2,-0.38,-0.5,-0.28,1.4,1.2,0.0074,100.0%
162,CJ McCollum,AST,4.5,UNDER,62.1%,C,DO NOT BET,60.43,✅ HIT,2.0,UNDER,61.7%,60.07,✅ HIT,UNDER,61.1%,59.51,✅ HIT,UNDER,63.0%,61.34,✅ HIT,UNDER,62.4%,60.78,✅ HIT,-0.44,0.49,-1.86,0.9,-1.72,1.0,0.8,0.0069,100.0%
163,Tyler Herro,3PA,7.5,UNDER,60.5%,B,BET WITH CAUTION,60.39,NO GAME,,UNDER,62.7%,62.6,NO GAME,UNDER,62.3%,62.19,NO GAME,UNDER,58.5%,58.36,NO GAME,UNDER,58.5%,58.42,NO GAME,-0.49,-0.39,0.72,-0.9,-0.25,1.2,1.2,0.0201,100.0%
164,Josh Giddey,PA,27.5,UNDER,59.5%,D,DO NOT BET,60.37,❌ MISS,42.0,UNDER,57.1%,57.97,❌ MISS,UNDER,56.8%,57.64,❌ MISS,UNDER,62.3%,63.15,❌ MISS,UNDER,61.9%,62.73,❌ MISS,-0.2,0.09,0.7,0.5,-1.6,1.4,1.2,0.0257,100.0%
165,Jalen Suggs,RA,9.5,UNDER,60.6%,C,DO NOT BET,60.26,❌ MISS,12.0,UNDER,58.3%,57.97,❌ MISS,UNDER,57.2%,56.88,❌ MISS,UNDER,64.3%,63.94,❌ MISS,UNDER,62.6%,62.25,❌ MISS,-0.21,-0.61,-0.38,-1.5,0.98,1.4,1.6,0.0292,100.0%
166,Devin Booker,PR,31.5,UNDER,62.8%,D,DO NOT BET,60.26,❌ MISS,50.0,UNDER,61.8%,59.31,❌ MISS,UNDER,61.5%,58.95,❌ MISS,UNDER,64.0%,61.46,❌ MISS,UNDER,63.9%,61.33,❌ MISS,-0.51,-0.1,-0.31,-0.5,-2.12,1.0,0.4,0.0114,100.0%
167,Kevin Porter Jr.,PRA,25.5,OVER,64.2%,D,DO NOT BET,60.2,❌ MISS,18.0,OVER,64.3%,60.35,❌ MISS,OVER,64.1%,60.16,❌ MISS,OVER,64.0%,60.01,❌ MISS,OVER,64.2%,60.26,❌ MISS,-0.41,-0.23,-0.22,-2.5,-2.03,1.4,1.2,0.0013,100.0%
168,Jayson Tatum,PTS,18.5,OVER,61.9%,D,DO NOT BET,60.16,NO GAME,,OVER,60.3%,58.53,NO GAME,OVER,59.5%,57.77,NO GAME,OVER,64.5%,62.69,NO GAME,OVER,63.4%,61.65,NO GAME,-0.32,-0.32,-1.57,-1.17,0.0,1.6,1.6,0.0206,100.0%
169,Aaron Gordon,PR,19.5,UNDER,56.1%,D,DO NOT BET,60.15,NO GAME,,UNDER,63.8%,67.87,NO GAME,UNDER,63.4%,67.45,NO GAME,OVER,51.3%,49.28,NO GAME,OVER,51.5%,49.42,NO GAME,0.3,-0.27,-0.0,-2.9,6.13,0.8,1.2,0.0751,50.0%
170,Nikola Jokić,PRA,50.5,OVER,60.3%,D,DO NOT BET,60.14,✅ HIT,63.0,OVER,60.3%,60.09,✅ HIT,OVER,60.2%,59.99,✅ HIT,OVER,60.3%,60.11,✅ HIT,OVER,60.6%,60.39,✅ HIT,-0.14,0.25,-0.43,1.9,-2.96,1.2,1.2,0.0015,100.0%
171,Devin Booker,TOV,2.5,OVER,56.0%,A,DO NOT BET,60.12,❌ MISS,2.0,OVER,53.3%,57.43,❌ MISS,OVER,52.9%,57.01,❌ MISS,OVER,59.2%,63.35,❌ MISS,OVER,58.6%,62.69,❌ MISS,-0.62,-0.26,4.5,-0.3,-0.42,1.2,1.2,0.0291,100.0%
172,Payton Pritchard,PRA,23.5,OVER,59.6%,D,DO NOT BET,60.09,❌ MISS,22.0,OVER,55.4%,55.88,❌ MISS,OVER,55.4%,55.9,❌ MISS,OVER,63.7%,64.17,❌ MISS,OVER,63.9%,64.43,❌ MISS,-0.2,0.15,2.19,2.1,-4.95,1.2,1.2,0.042,100.0%
173,Khris Middleton,PTS,10.5,OVER,60.0%,D,DO NOT BET,60.03,✅ HIT,35.0,OVER,62.9%,62.98,✅ HIT,OVER,62.1%,62.14,✅ HIT,OVER,57.9%,57.92,✅ HIT,OVER,57.0%,57.09,✅ HIT,-0.06,-0.17,-0.19,-0.9,0.57,0.8,0.8,0.0256,100.0%
174,Jalen Green,FGA,16.5,OVER,54.4%,D,DO NOT BET,60.01,✅ HIT,23.0,OVER,57.2%,62.76,✅ HIT,OVER,55.3%,60.86,✅ HIT,OVER,53.2%,58.75,✅ HIT,OVER,52.1%,57.66,✅ HIT,0.89,-1.17,3.0,-1.9,3.34,1.4,1.6,0.0197,100.0%
175,Khris Middleton,3PM,0.5,OVER,60.8%,S,BET WITH CAUTION,60.0,✅ HIT,8.0,OVER,59.5%,58.69,✅ HIT,OVER,59.1%,58.33,✅ HIT,OVER,62.5%,61.77,✅ HIT,OVER,62.0%,61.21,✅ HIT,-0.55,-0.12,-0.46,-0.1,-0.34,0.8,0.8,0.0151,100.0%
176,Dyson Daniels,PTS,11.5,OVER,60.0%,D,DO NOT BET,59.98,NO GAME,,OVER,61.4%,61.4,NO GAME,OVER,60.6%,60.6,NO GAME,OVER,59.4%,59.41,NO GAME,OVER,58.5%,58.52,NO GAME,-0.02,-2.06,0.7,-2.1,2.08,1.4,2.0,0.011,100.0%
177,Jalen Johnson,PA,31.5,UNDER,60.7%,D,DO NOT BET,59.97,✅ HIT,30.0,UNDER,64.2%,63.54,✅ HIT,UNDER,63.9%,63.27,✅ HIT,UNDER,57.4%,56.76,✅ HIT,UNDER,57.0%,56.31,✅ HIT,-0.04,-0.46,-0.81,-6.1,5.53,1.2,1.2,0.0344,100.0%
178,Tyler Herro,PTS,23.5,UNDER,60.2%,D,DO NOT BET,59.97,NO GAME,,UNDER,59.9%,59.6,NO GAME,UNDER,59.9%,59.63,NO GAME,UNDER,60.5%,60.27,NO GAME,UNDER,60.7%,60.39,NO GAME,-0.29,0.22,0.26,1.1,-2.55,1.0,0.8,0.0036,100.0%
179,Andrew Nembhard,PRA,26.5,OVER,59.1%,D,DO NOT BET,59.96,❌ MISS,25.0,OVER,58.7%,59.57,❌ MISS,OVER,58.6%,59.5,❌ MISS,OVER,59.3%,60.24,❌ MISS,OVER,59.6%,60.53,❌ MISS,-0.14,0.34,0.28,1.9,-2.68,1.2,1.2,0.0044,100.0%
180,Jalen Green,RA,7.5,UNDER,62.2%,C,DO NOT BET,59.95,✅ HIT,7.0,UNDER,61.1%,58.79,✅ HIT,UNDER,59.7%,57.42,✅ HIT,UNDER,65.0%,62.68,✅ HIT,UNDER,63.2%,60.91,✅ HIT,-1.3,-0.48,-0.0,-0.7,-1.21,1.4,1.2,0.0201,100.0%
181,Jalen Johnson,3PM,1.5,UNDER,61.0%,S,BET WITH CAUTION,59.91,❌ MISS,4.0,UNDER,64.8%,63.72,❌ MISS,UNDER,64.9%,63.81,❌ MISS,UNDER,57.1%,55.95,❌ MISS,UNDER,57.3%,56.15,❌ MISS,0.06,-0.56,-1.86,-0.5,0.55,1.2,1.2,0.0386,100.0%
182,Shai Gilgeous-Alexander,STL,1.5,UNDER,58.5%,A,DO NOT BET,59.91,❌ MISS,2.0,UNDER,53.8%,55.2,❌ MISS,UNDER,54.1%,55.5,❌ MISS,UNDER,63.0%,64.43,❌ MISS,UNDER,63.1%,64.5,❌ MISS,-0.13,0.26,0.25,0.3,-0.45,1.2,1.2,0.0456,100.0%
183,Stephon Castle,REB,4.5,UNDER,57.5%,B,DO NOT BET,59.83,❌ MISS,11.0,UNDER,57.5%,59.85,❌ MISS,UNDER,56.3%,58.69,❌ MISS,UNDER,58.6%,60.94,❌ MISS,UNDER,57.5%,59.85,❌ MISS,0.14,0.16,0.22,0.5,-0.07,1.4,1.2,0.008,100.0%
184,Cade Cunningham,TOV,3.5,OVER,62.4%,A,BET WITH CAUTION,59.8,✅ HIT,4.0,OVER,62.9%,60.41,✅ HIT,OVER,62.2%,59.7,✅ HIT,OVER,62.5%,59.94,✅ HIT,OVER,61.7%,59.17,✅ HIT,-0.23,-0.46,-3.0,-0.5,0.25,1.4,1.6,0.0044,100.0%
185,Giannis Antetokounmpo,TOV,3.5,UNDER,60.4%,A,BET WITH CAUTION,59.78,✅ HIT,3.0,UNDER,62.3%,61.69,✅ HIT,UNDER,62.2%,61.56,✅ HIT,UNDER,58.5%,57.94,✅ HIT,UNDER,58.5%,57.92,✅ HIT,-0.26,-0.56,-0.93,-0.5,0.26,1.4,1.2,0.0185,100.0%
186,Victor Wembanyama,REB,10.5,OVER,61.6%,B,DO NOT BET,59.75,NO GAME,,OVER,60.5%,58.65,NO GAME,OVER,60.9%,59.04,NO GAME,OVER,62.5%,60.59,NO GAME,OVER,62.6%,60.74,NO GAME,-0.22,-0.03,-2.0,-0.1,-0.54,1.0,0.8,0.0092,100.0%
187,Jaylen Brown,PRA,36.5,OVER,61.2%,D,DO NOT BET,59.63,✅ HIT,47.0,OVER,63.2%,61.63,✅ HIT,OVER,63.0%,61.46,✅ HIT,OVER,59.1%,57.59,✅ HIT,OVER,59.4%,57.87,✅ HIT,-0.44,0.14,1.27,1.3,-5.4,1.6,1.6,0.0191,100.0%
188,Stephon Castle,PA,22.5,OVER,58.6%,D,DO NOT BET,59.58,✅ HIT,40.0,OVER,61.5%,62.5,✅ HIT,OVER,61.9%,62.9,✅ HIT,OVER,55.2%,56.2,✅ HIT,OVER,55.7%,56.71,✅ HIT,-0.17,-0.06,0.85,-0.3,-0.49,1.2,1.6,0.0313,100.0%
189,LeBron James,FTM,3.5,UNDER,58.4%,B,DO NOT BET,59.48,❌ MISS,4.0,UNDER,59.9%,60.97,❌ MISS,UNDER,60.0%,61.13,❌ MISS,UNDER,56.5%,57.61,❌ MISS,UNDER,57.1%,58.18,❌ MISS,0.28,-0.2,-0.37,-0.3,0.71,1.0,0.8,0.0159,100.0%
190,CJ McCollum,PRA,25.5,OVER,59.1%,D,DO NOT BET,59.45,❌ MISS,20.0,OVER,59.5%,59.93,❌ MISS,OVER,59.5%,59.84,❌ MISS,OVER,58.5%,58.87,❌ MISS,OVER,58.8%,59.16,❌ MISS,-0.09,-0.9,0.05,-2.7,2.43,1.6,2.0,0.0045,100.0%
191,Derrick White,PRA,25.5,OVER,61.1%,D,DO NOT BET,59.45,NO GAME,,OVER,60.9%,59.22,NO GAME,OVER,60.7%,59.11,NO GAME,OVER,61.2%,59.59,NO GAME,OVER,61.5%,59.86,NO GAME,-0.23,-0.58,-0.09,-5.3,3.18,1.4,1.6,0.003,100.0%
192,Khris Middleton,PRA,17.5,OVER,59.1%,D,DO NOT BET,59.44,✅ HIT,38.0,OVER,62.6%,62.94,✅ HIT,OVER,62.5%,62.79,✅ HIT,OVER,55.5%,55.86,✅ HIT,OVER,55.8%,56.16,✅ HIT,-0.07,-0.11,-0.05,-0.7,0.26,1.0,1.2,0.0343,100.0%
193,Austin Reaves,PTS,21.5,UNDER,54.1%,D,DO NOT BET,59.41,❌ MISS,30.0,UNDER,53.1%,58.38,❌ MISS,UNDER,53.4%,58.67,❌ MISS,UNDER,54.8%,60.11,❌ MISS,UNDER,55.1%,60.46,❌ MISS,0.36,-0.05,1.2,-0.3,2.49,1.6,1.2,0.0089,100.0%
194,Paolo Banchero,PA,29.5,OVER,56.6%,D,DO NOT BET,59.4,❌ MISS,23.0,OVER,53.8%,56.6,❌ MISS,OVER,54.2%,56.98,❌ MISS,OVER,59.0%,61.75,❌ MISS,OVER,59.5%,62.26,❌ MISS,0.31,-0.38,-0.41,-2.7,4.92,1.0,1.2,0.0261,100.0%
195,Giannis Antetokounmpo,RA,14.5,OVER,60.3%,C,DO NOT BET,59.34,❌ MISS,9.0,OVER,61.7%,60.72,❌ MISS,OVER,60.6%,59.63,❌ MISS,OVER,60.1%,59.12,❌ MISS,OVER,58.9%,57.9,❌ MISS,-0.16,0.21,-1.33,0.9,-1.61,1.0,0.8,0.0101,100.0%
196,Luka Dončić,FTM,7.5,UNDER,58.7%,B,DO NOT BET,59.28,❌ MISS,8.0,UNDER,60.7%,61.3,❌ MISS,UNDER,60.7%,61.36,❌ MISS,UNDER,56.3%,56.95,❌ MISS,UNDER,56.9%,57.54,❌ MISS,0.15,-0.74,-0.58,-1.9,2.29,1.4,1.2,0.0205,100.0%
197,Jalen Suggs,PA,20.5,UNDER,61.4%,D,DO NOT BET,59.25,❌ MISS,36.0,UNDER,63.8%,61.71,❌ MISS,UNDER,63.6%,61.43,❌ MISS,UNDER,59.3%,57.16,❌ MISS,UNDER,58.9%,56.72,❌ MISS,-0.53,-0.25,-1.23,-0.7,-0.82,1.4,1.2,0.0232,100.0%
198,Shai Gilgeous-Alexander,RA,12.5,UNDER,59.2%,C,DO NOT BET,59.21,❌ MISS,15.0,UNDER,62.1%,62.18,❌ MISS,UNDER,60.7%,60.7,❌ MISS,UNDER,57.4%,57.43,❌ MISS,UNDER,56.5%,56.52,❌ MISS,-0.26,0.13,0.4,0.7,-2.13,1.2,1.6,0.0232,100.0%
199,Austin Reaves,TOV,2.5,UNDER,60.3%,A,BET WITH CAUTION,59.21,❌ MISS,3.0,UNDER,62.0%,60.86,❌ MISS,UNDER,61.9%,60.75,❌ MISS,UNDER,58.7%,57.64,❌ MISS,UNDER,58.7%,57.6,❌ MISS,0.28,-0.28,-3.0,-0.5,1.0,1.4,1.2,0.0159,100.0%
200,Kevin Porter Jr.,SB,2.5,UNDER,58.7%,A,DO NOT BET,59.15,❌ MISS,3.0,UNDER,57.9%,58.42,❌ MISS,UNDER,58.1%,58.6,❌ MISS,UNDER,59.3%,59.76,❌ MISS,UNDER,59.3%,59.83,❌ MISS,0.11,0.3,-0.89,0.5,-0.31,0.8,0.8,0.0064,100.0%
201,Tyler Herro,AST,3.5,OVER,61.2%,C,DO NOT BET,59.13,NO GAME,,OVER,62.9%,60.75,NO GAME,OVER,61.2%,59.11,NO GAME,OVER,61.3%,59.14,NO GAME,OVER,59.6%,57.53,NO GAME,-0.08,-0.36,-2.47,-0.9,0.7,1.0,0.8,0.0114,100.0%
202,De'Aaron Fox,FTM,2.5,UNDER,59.3%,B,DO NOT BET,59.12,❌ MISS,3.0,UNDER,56.3%,56.07,❌ MISS,UNDER,56.8%,56.63,❌ MISS,UNDER,62.2%,61.96,❌ MISS,UNDER,62.1%,61.84,❌ MISS,0.25,-2.37,-0.06,-1.5,1.66,1.8,2.0,0.0279,100.0%
203,VJ Edgecombe,PRA,28.5,UNDER,63.1%,D,DO NOT BET,59.11,✅ HIT,15.0,UNDER,64.6%,60.63,✅ HIT,UNDER,64.1%,60.16,✅ HIT,UNDER,61.9%,57.98,✅ HIT,UNDER,61.6%,57.65,✅ HIT,-0.44,-0.11,-0.56,-0.9,-2.76,0.8,0.4,0.013,100.0%
204,Victor Wembanyama,FTM,5.5,UNDER,59.5%,B,DO NOT BET,59.06,NO GAME,,UNDER,62.3%,61.84,NO GAME,UNDER,62.2%,61.73,NO GAME,UNDER,56.5%,56.06,NO GAME,UNDER,57.1%,56.63,NO GAME,0.1,0.25,-2.0,0.9,-0.52,0.8,0.8,0.0273,100.0%
205,Trae Young,TOV,2.5,OVER,59.6%,A,DO NOT BET,59.04,❌ MISS,2.0,OVER,63.2%,62.6,❌ MISS,OVER,62.4%,61.88,❌ MISS,OVER,56.7%,56.12,❌ MISS,OVER,56.1%,55.55,❌ MISS,-0.15,-0.68,-0.68,-1.1,0.85,1.2,1.6,0.0322,100.0%
206,Luka Dončić,PTS,31.5,UNDER,56.0%,D,DO NOT BET,58.96,❌ MISS,51.0,UNDER,60.8%,63.74,❌ MISS,UNDER,60.8%,63.74,❌ MISS,UNDER,51.0%,53.94,❌ MISS,UNDER,51.5%,54.44,❌ MISS,0.16,0.21,0.18,1.3,-0.29,1.4,1.2,0.0478,100.0%
207,Jaylen Brown,AST,5.5,UNDER,58.8%,C,DO NOT BET,58.95,❌ MISS,7.0,UNDER,58.4%,58.57,❌ MISS,UNDER,58.1%,58.31,❌ MISS,UNDER,59.4%,59.59,❌ MISS,UNDER,59.2%,59.35,❌ MISS,-0.74,3.88,-3.0,1.9,-2.26,0.4,0.0,0.0053,100.0%
208,VJ Edgecombe,STL,1.5,UNDER,60.1%,A,BET WITH CAUTION,58.89,✅ HIT,0.0,UNDER,58.8%,57.54,✅ HIT,UNDER,59.0%,57.74,✅ HIT,UNDER,61.3%,60.08,✅ HIT,UNDER,61.4%,60.19,✅ HIT,-0.0,0.79,-3.0,0.5,-0.5,1.0,0.4,0.0125,100.0%
209,Chet Holmgren,REB,8.5,OVER,60.2%,B,DO NOT BET,58.83,✅ HIT,9.0,OVER,60.2%,58.81,✅ HIT,OVER,60.6%,59.21,✅ HIT,OVER,59.9%,58.52,✅ HIT,OVER,60.2%,58.79,✅ HIT,-0.11,-0.65,-1.5,-3.1,2.56,1.4,1.6,0.0025,100.0%
210,Payton Pritchard,PTS,15.5,OVER,57.4%,D,DO NOT BET,58.82,❌ MISS,14.0,OVER,53.6%,55.09,❌ MISS,OVER,53.1%,54.56,❌ MISS,OVER,61.9%,63.31,❌ MISS,OVER,60.9%,62.34,❌ MISS,-0.13,0.32,1.44,3.3,-4.67,1.2,1.2,0.0402,100.0%
211,Jayson Tatum,3PM,2.5,OVER,59.1%,S,DO NOT BET,58.75,NO GAME,,OVER,59.5%,59.15,NO GAME,OVER,59.2%,58.79,NO GAME,OVER,59.2%,58.79,NO GAME,OVER,58.7%,58.28,NO GAME,-0.61,-0.61,-0.25,-0.5,0.0,1.6,1.6,0.0031,100.0%
212,Jayson Tatum,FTM,2.5,UNDER,57.8%,B,DO NOT BET,58.73,NO GAME,,UNDER,59.1%,60.04,NO GAME,UNDER,59.3%,60.28,NO GAME,UNDER,56.0%,56.98,NO GAME,UNDER,56.7%,57.61,NO GAME,-0.18,-0.18,1.0,-0.5,-0.0,0.8,1.2,0.0146,100.0%
213,Jaylen Brown,PTS,24.5,UNDER,54.3%,D,DO NOT BET,58.71,❌ MISS,34.0,UNDER,51.5%,55.92,❌ MISS,UNDER,51.9%,56.26,❌ MISS,UNDER,56.8%,61.19,❌ MISS,UNDER,57.1%,61.46,❌ MISS,0.58,-0.62,-0.82,-4.1,7.93,1.4,1.6,0.0262,100.0%
214,Paolo Banchero,FTM,5.5,OVER,58.2%,B,DO NOT BET,58.66,✅ HIT,10.0,OVER,55.3%,55.81,✅ HIT,OVER,53.5%,53.96,✅ HIT,OVER,63.4%,63.86,✅ HIT,OVER,60.6%,61.03,✅ HIT,-0.25,0.33,-0.27,0.7,-1.24,1.2,1.2,0.0397,100.0%
215,Payton Pritchard,PA,19.5,OVER,58.4%,D,DO NOT BET,58.63,❌ MISS,18.0,OVER,54.7%,54.88,❌ MISS,OVER,55.1%,55.27,❌ MISS,OVER,61.7%,61.92,❌ MISS,OVER,62.2%,62.43,❌ MISS,-0.21,0.15,1.81,1.9,-4.64,1.2,1.2,0.0355,100.0%
216,CJ McCollum,REB,3.5,UNDER,56.5%,B,DO NOT BET,58.61,❌ MISS,4.0,UNDER,56.9%,58.95,❌ MISS,UNDER,55.8%,57.82,❌ MISS,UNDER,57.3%,59.35,❌ MISS,UNDER,56.2%,58.31,❌ MISS,-0.01,0.33,0.55,0.9,-0.92,1.2,1.2,0.0059,100.0%
217,CJ McCollum,3PA,6.5,UNDER,57.8%,B,DO NOT BET,58.58,❌ MISS,7.0,UNDER,55.8%,56.63,❌ MISS,UNDER,56.0%,56.77,❌ MISS,UNDER,59.7%,60.47,❌ MISS,UNDER,59.6%,60.46,❌ MISS,0.15,-0.2,-0.13,-0.3,0.52,0.8,0.8,0.0188,100.0%
218,Austin Reaves,AST,5.5,UNDER,57.7%,C,DO NOT BET,58.56,❌ MISS,7.0,UNDER,58.3%,59.14,❌ MISS,UNDER,58.0%,58.88,❌ MISS,UNDER,57.3%,58.12,❌ MISS,UNDER,57.2%,58.08,❌ MISS,-0.02,0.06,-0.75,0.1,-0.14,1.6,1.2,0.0046,100.0%
219,Cooper Flagg,PR,29.5,UNDER,65.2%,D,STRONG BET,58.52,✅ HIT,19.0,UNDER,62.7%,56.02,✅ HIT,UNDER,62.4%,55.64,✅ HIT,UNDER,68.0%,61.28,✅ HIT,UNDER,67.9%,61.16,✅ HIT,-0.87,-1.11,-3.0,-3.5,0.75,1.0,1.6,0.027,100.0%
220,Andrew Nembhard,3PM,1.5,OVER,58.6%,S,DO NOT BET,58.49,✅ HIT,2.0,OVER,56.5%,56.38,✅ HIT,OVER,56.1%,56.05,✅ HIT,OVER,61.1%,61.03,✅ HIT,OVER,60.6%,60.49,✅ HIT,-0.36,-0.26,-0.27,-0.3,-0.12,1.2,1.2,0.0228,100.0%
221,Jaylen Brown,3PM,1.5,OVER,57.2%,S,DO NOT BET,58.44,❌ MISS,1.0,OVER,56.9%,58.12,❌ MISS,OVER,56.5%,57.79,❌ MISS,OVER,57.9%,59.17,❌ MISS,OVER,57.4%,58.68,❌ MISS,-0.67,0.4,1.0,0.3,-0.8,1.0,0.8,0.0053,100.0%
222,Paolo Banchero,PR,32.5,OVER,56.1%,D,DO NOT BET,58.41,❌ MISS,28.0,OVER,53.2%,55.41,❌ MISS,OVER,53.0%,55.28,❌ MISS,OVER,59.2%,61.41,❌ MISS,OVER,59.3%,61.53,❌ MISS,0.33,-0.73,-0.41,-3.7,5.37,1.4,1.6,0.0306,100.0%
223,Josh Giddey,PRA,35.5,UNDER,57.0%,D,DO NOT BET,58.38,❌ MISS,50.0,UNDER,58.8%,60.21,❌ MISS,UNDER,58.5%,59.86,❌ MISS,UNDER,55.5%,56.89,❌ MISS,UNDER,55.2%,56.56,❌ MISS,-0.09,0.42,0.59,3.3,-4.03,1.2,0.8,0.0167,100.0%
224,Andrew Nembhard,RA,9.5,OVER,57.5%,C,DO NOT BET,58.35,❌ MISS,2.0,OVER,55.7%,56.57,❌ MISS,OVER,55.2%,56.13,❌ MISS,OVER,60.1%,60.97,❌ MISS,OVER,58.9%,59.75,❌ MISS,-0.27,0.28,0.37,0.7,-1.38,1.2,1.2,0.0206,100.0%
225,Jaime Jaquez Jr.,3PM,0.5,OVER,58.1%,S,DO NOT BET,58.32,❌ MISS,0.0,OVER,57.1%,57.34,❌ MISS,OVER,56.8%,57.0,❌ MISS,OVER,59.5%,59.72,❌ MISS,OVER,59.0%,59.2,❌ MISS,-0.08,-0.81,0.0,-1.1,0.99,1.2,1.6,0.0117,100.0%
226,Kevin Porter Jr.,RA,11.5,UNDER,56.0%,C,DO NOT BET,58.28,❌ MISS,12.0,UNDER,55.4%,57.75,❌ MISS,UNDER,54.6%,56.97,❌ MISS,UNDER,57.3%,59.65,❌ MISS,UNDER,56.4%,58.74,❌ MISS,0.3,0.09,-0.11,0.3,0.74,1.0,0.8,0.0101,100.0%
227,Tim Hardaway Jr.,PRA,14.5,OVER,61.5%,D,DO NOT BET,58.25,❌ MISS,4.0,OVER,58.4%,55.22,❌ MISS,OVER,58.4%,55.16,❌ MISS,OVER,64.4%,61.18,❌ MISS,OVER,64.6%,61.43,❌ MISS,-0.43,-0.39,-0.4,-3.1,-0.29,1.4,1.2,0.0306,100.0%
228,LeBron James,PR,24.5,OVER,60.5%,D,DO NOT BET,58.23,✅ HIT,25.0,OVER,59.6%,57.33,✅ HIT,OVER,59.2%,56.98,✅ HIT,OVER,61.5%,59.24,✅ HIT,OVER,61.6%,59.36,✅ HIT,-0.76,-0.09,-0.04,-0.3,-2.27,1.2,1.2,0.0108,100.0%
229,Payton Pritchard,3PA,7.5,UNDER,58.2%,B,DO NOT BET,58.12,❌ MISS,9.0,UNDER,56.7%,56.62,❌ MISS,UNDER,56.7%,56.7,❌ MISS,UNDER,59.6%,59.58,❌ MISS,UNDER,59.6%,59.57,❌ MISS,-0.18,-0.42,-0.25,-0.9,0.51,1.2,1.2,0.0146,100.0%
230,Nikola Jokić,PA,38.5,OVER,57.8%,D,DO NOT BET,58.11,✅ HIT,43.0,OVER,56.0%,56.23,✅ HIT,OVER,56.3%,56.62,✅ HIT,OVER,59.2%,59.53,✅ HIT,OVER,59.8%,60.04,✅ HIT,-0.07,0.2,-0.5,1.5,-2.04,1.2,1.2,0.0169,100.0%
