Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
12,Kevin Durant,3PA,6.5,UNDER,73.3%,B,STRONG BET,71.74,❌ MISS,7.0,UNDER,73.8%,72.25,❌ MISS,UNDER,72.7%,71.07,❌ MISS,UNDER,73.8%,72.26,❌ MISS,UNDER,73.0%,71.39,❌ MISS,-0.5,-2.06,0.19,-3.3,2.49,1.6,2.0,0.0052,100.0%
13,Immanuel Quickley,STL,1.5,UNDER,70.5%,A,STRONG BET,71.49,✅ HIT,0.0,UNDER,73.2%,74.19,✅ HIT,UNDER,73.1%,74.1,✅ HIT,UNDER,67.9%,68.86,✅ HIT,UNDER,67.8%,68.83,✅ HIT,-0.34,0.4,-0.0,0.3,-0.56,1.2,0.8,0.0265,100.0%
14,Zion Williamson,TOV,2.5,UNDER,70.5%,A,STRONG BET,71.4,✅ HIT,2.0,UNDER,72.0%,72.87,✅ HIT,UNDER,71.6%,72.46,✅ HIT,UNDER,69.5%,70.35,✅ HIT,UNDER,69.0%,69.93,✅ HIT,-0.37,-0.46,0.5,-0.5,0.1,1.6,1.2,0.0128,100.0%
15,Tobias Harris,3PM,1.5,UNDER,70.6%,S,STRONG BET,70.87,NO GAME,,UNDER,69.4%,69.72,NO GAME,UNDER,69.4%,69.76,NO GAME,UNDER,71.7%,72.06,NO GAME,UNDER,71.6%,71.96,NO GAME,-0.31,-0.94,-0.0,-0.7,0.47,1.8,1.6,0.0114,100.0%
16,James Harden,REB,5.5,UNDER,69.1%,B,STRONG BET,70.71,❌ MISS,7.0,UNDER,69.8%,71.44,❌ MISS,UNDER,68.3%,69.95,❌ MISS,UNDER,69.8%,71.45,❌ MISS,UNDER,68.4%,70.01,❌ MISS,-0.37,0.06,0.76,0.1,-0.74,1.8,1.6,0.0073,100.0%
17,Kawhi Leonard,FGA,21.5,UNDER,75.2%,D,STRONG BET,70.69,❌ MISS,22.0,UNDER,77.3%,72.87,❌ MISS,UNDER,73.8%,69.37,❌ MISS,UNDER,76.1%,71.59,❌ MISS,UNDER,73.4%,68.94,❌ MISS,-1.08,-1.67,-1.5,-3.1,1.09,1.8,2.0,0.0161,100.0%
18,Brandin Podziemski,FTM,2.5,UNDER,72.4%,B,STRONG BET,70.61,❌ MISS,4.0,UNDER,71.8%,69.97,❌ MISS,UNDER,70.7%,68.89,❌ MISS,UNDER,74.3%,72.5,❌ MISS,UNDER,72.9%,71.1,❌ MISS,-0.89,-1.37,-0.6,-1.1,0.38,1.8,2.0,0.0134,100.0%
19,Julius Randle,3PM,1.5,UNDER,71.4%,S,STRONG BET,70.52,✅ HIT,0.0,UNDER,70.3%,69.42,✅ HIT,UNDER,70.3%,69.44,✅ HIT,UNDER,72.5%,71.66,✅ HIT,UNDER,72.4%,71.55,✅ HIT,-0.22,-2.25,-0.3,-1.1,0.99,2.0,2.0,0.0109,100.0%
20,Scottie Barnes,3PM,1.5,UNDER,70.6%,S,STRONG BET,70.43,✅ HIT,0.0,UNDER,72.9%,72.77,✅ HIT,UNDER,72.9%,72.76,✅ HIT,UNDER,68.3%,68.11,✅ HIT,UNDER,68.2%,68.08,✅ HIT,-1.18,0.2,-0.0,0.1,-0.68,1.4,0.8,0.0234,100.0%
21,Josh Giddey,FGA,15.5,UNDER,73.0%,D,STRONG BET,69.99,❌ MISS,20.0,UNDER,74.6%,71.53,❌ MISS,UNDER,71.4%,68.31,❌ MISS,UNDER,74.4%,71.32,❌ MISS,UNDER,71.9%,68.82,❌ MISS,-1.07,-0.59,-0.8,-1.1,-0.88,1.4,1.2,0.0144,100.0%
22,Jrue Holiday,3PA,7.5,UNDER,70.9%,B,STRONG BET,69.68,❌ MISS,9.0,UNDER,71.3%,70.04,❌ MISS,UNDER,70.2%,69.01,❌ MISS,UNDER,71.5%,70.21,❌ MISS,UNDER,70.7%,69.46,❌ MISS,-0.38,-0.24,-0.7,-0.7,-0.42,1.2,1.2,0.0048,100.0%
23,Reed Sheppard,SB,2.5,UNDER,73.4%,A,STRONG BET,69.45,✅ HIT,2.0,UNDER,72.1%,68.17,✅ HIT,UNDER,71.7%,67.8,✅ HIT,UNDER,75.1%,71.17,✅ HIT,UNDER,74.6%,70.63,✅ HIT,-0.3,-0.35,-4.04,-0.5,0.08,1.2,1.2,0.0148,100.0%
24,Ace Bailey,3PM,2.5,UNDER,70.8%,S,STRONG BET,69.41,✅ HIT,2.0,UNDER,72.6%,71.24,✅ HIT,UNDER,72.6%,71.24,✅ HIT,UNDER,69.0%,67.61,✅ HIT,UNDER,69.0%,67.57,✅ HIT,-0.37,0.4,-2.0,0.9,-1.73,1.4,1.2,0.0182,100.0%
25,Kawhi Leonard,TOV,2.5,UNDER,69.6%,A,BET,69.4,✅ HIT,2.0,UNDER,70.8%,70.59,✅ HIT,UNDER,70.4%,70.2,✅ HIT,UNDER,68.8%,68.59,✅ HIT,UNDER,68.4%,68.19,✅ HIT,-0.59,-2.27,1.5,-1.7,1.26,1.6,2.0,0.0102,100.0%
26,Dejounte Murray,TOV,3.5,UNDER,68.6%,A,BET,69.22,✅ HIT,2.0,UNDER,68.2%,68.83,✅ HIT,UNDER,67.9%,68.52,✅ HIT,UNDER,69.3%,69.96,✅ HIT,UNDER,68.9%,69.55,✅ HIT,0.1,-0.94,-0.0,-0.7,0.77,1.4,1.6,0.0057,100.0%
27,Alperen Sengun,BLK,1.5,UNDER,69.2%,S,BET,69.21,NO GAME,,UNDER,69.2%,69.17,NO GAME,UNDER,69.4%,69.39,NO GAME,UNDER,69.0%,69.01,NO GAME,UNDER,69.3%,69.27,NO GAME,-0.37,-0.6,-0.0,-0.7,0.27,1.4,1.6,0.0014,100.0%
28,Reed Sheppard,REB,2.5,OVER,70.5%,B,STRONG BET,69.2,✅ HIT,5.0,OVER,71.0%,69.72,✅ HIT,OVER,71.0%,69.66,✅ HIT,OVER,70.1%,68.82,✅ HIT,OVER,69.9%,68.62,✅ HIT,-0.17,-0.63,-2.0,-1.1,0.8,1.8,1.6,0.0049,100.0%
29,Brandin Podziemski,3PA,6.5,UNDER,72.0%,B,STRONG BET,68.8,❌ MISS,10.0,UNDER,72.7%,69.49,❌ MISS,UNDER,71.6%,68.37,❌ MISS,UNDER,72.3%,69.07,❌ MISS,UNDER,71.5%,68.28,❌ MISS,-0.85,0.15,-2.02,0.3,-2.03,1.2,1.2,0.005,100.0%
30,RJ Barrett,RA,9.5,UNDER,68.8%,C,BET,68.35,❌ MISS,11.0,UNDER,70.5%,69.97,❌ MISS,UNDER,68.2%,67.76,❌ MISS,UNDER,69.4%,68.94,❌ MISS,UNDER,67.2%,66.73,❌ MISS,-0.75,-2.06,1.5,-2.1,1.33,1.6,2.0,0.0122,100.0%
31,Kevin Durant,FGA,18.5,UNDER,69.3%,D,DO NOT BET,68.26,❌ MISS,24.0,UNDER,70.4%,69.29,❌ MISS,UNDER,67.7%,66.6,❌ MISS,UNDER,70.7%,69.64,❌ MISS,UNDER,68.6%,67.5,❌ MISS,-0.22,-1.26,-0.42,-4.5,3.73,1.6,2.0,0.0125,100.0%
32,Jaylen Wells,3PM,2.5,UNDER,68.5%,S,BET,68.11,NO GAME,,UNDER,67.2%,66.73,NO GAME,UNDER,67.2%,66.79,NO GAME,UNDER,69.9%,69.49,NO GAME,UNDER,69.9%,69.43,NO GAME,-0.94,0.79,-0.7,0.5,-1.09,1.0,0.4,0.0135,100.0%
33,Devin Booker,3PM,2.5,UNDER,64.8%,S,BET WITH CAUTION,68.03,✅ HIT,2.0,UNDER,64.5%,67.69,✅ HIT,UNDER,64.5%,67.78,✅ HIT,UNDER,65.1%,68.31,✅ HIT,UNDER,65.1%,68.34,✅ HIT,-0.42,0.48,3.0,0.7,-1.32,0.8,0.8,0.003,100.0%
34,Devin Booker,TOV,2.5,OVER,65.2%,A,BET,67.87,✅ HIT,5.0,OVER,65.4%,68.02,✅ HIT,OVER,64.6%,67.24,✅ HIT,OVER,65.9%,68.54,✅ HIT,OVER,65.0%,67.68,✅ HIT,-0.58,-0.08,3.0,-0.1,-0.6,1.0,0.8,0.0048,100.0%
35,Evan Mobley,3PM,1.5,UNDER,66.9%,S,BET,67.84,❌ MISS,2.0,UNDER,67.2%,68.13,❌ MISS,UNDER,67.2%,68.19,❌ MISS,UNDER,66.6%,67.54,❌ MISS,UNDER,66.6%,67.54,❌ MISS,-0.37,-0.71,1.0,-0.7,0.34,1.4,1.2,0.0031,100.0%
36,OG Anunoby,AST,2.5,UNDER,68.3%,C,STRONG BET,67.82,❌ MISS,5.0,UNDER,66.9%,66.38,❌ MISS,UNDER,65.9%,65.39,❌ MISS,UNDER,70.8%,70.35,❌ MISS,UNDER,69.6%,69.16,❌ MISS,-0.19,-0.41,-1.15,-0.7,0.37,1.6,1.6,0.0201,100.0%
37,Mikal Bridges,STL,1.5,UNDER,69.7%,A,BET,67.64,✅ HIT,0.0,UNDER,70.6%,68.56,✅ HIT,UNDER,70.6%,68.52,✅ HIT,UNDER,68.8%,66.77,✅ HIT,UNDER,68.8%,66.73,✅ HIT,-0.1,-1.12,-1.73,-0.9,0.82,1.0,1.6,0.009,100.0%
38,Naz Reid,3PA,5.5,UNDER,66.8%,B,STRONG BET,67.6,✅ HIT,1.0,UNDER,66.0%,66.88,✅ HIT,UNDER,65.4%,66.22,✅ HIT,UNDER,68.1%,68.93,✅ HIT,UNDER,67.5%,68.37,✅ HIT,0.67,-1.74,-0.4,-1.3,1.8,1.8,2.0,0.0109,100.0%
39,Brandin Podziemski,STL,1.5,UNDER,67.4%,A,BET,67.49,✅ HIT,0.0,UNDER,66.4%,66.55,✅ HIT,UNDER,66.5%,66.59,✅ HIT,UNDER,68.3%,68.43,✅ HIT,UNDER,68.3%,68.4,✅ HIT,-0.38,-0.31,-0.0,-0.3,-0.08,1.2,0.8,0.0092,100.0%
40,Jalen Green,STL,1.5,UNDER,69.8%,A,BET,67.47,✅ HIT,1.0,UNDER,70.1%,67.72,✅ HIT,UNDER,70.1%,67.69,✅ HIT,UNDER,69.7%,67.27,✅ HIT,UNDER,69.6%,67.21,✅ HIT,-0.15,-0.2,-3.0,-0.3,0.08,1.2,1.6,0.0023,100.0%
41,Anthony Edwards,3PA,9.5,UNDER,67.1%,B,STRONG BET,67.33,✅ HIT,9.0,UNDER,67.2%,67.36,✅ HIT,UNDER,66.4%,66.61,✅ HIT,UNDER,67.8%,67.95,✅ HIT,UNDER,67.2%,67.41,✅ HIT,-0.47,0.05,0.29,0.1,-0.97,1.2,1.2,0.0048,100.0%
42,Reed Sheppard,TOV,2.5,UNDER,68.6%,A,BET,67.26,✅ HIT,2.0,UNDER,74.3%,72.97,✅ HIT,UNDER,73.8%,72.5,✅ HIT,UNDER,63.2%,61.9,✅ HIT,UNDER,63.0%,61.7,✅ HIT,-1.96,2.25,-1.22,1.1,-2.06,0.6,0.0,0.0547,100.0%
43,Kevin Durant,PA,31.5,UNDER,69.1%,D,STRONG BET,67.19,❌ MISS,37.0,UNDER,66.8%,64.88,❌ MISS,UNDER,66.5%,64.63,❌ MISS,UNDER,71.7%,69.79,❌ MISS,UNDER,71.4%,69.47,❌ MISS,-0.24,-1.32,-0.78,-6.5,5.32,1.6,2.0,0.0244,100.0%
44,OG Anunoby,3PA,6.5,UNDER,60.3%,B,BET WITH CAUTION,67.16,✅ HIT,4.0,UNDER,58.8%,65.69,✅ HIT,UNDER,58.7%,65.59,✅ HIT,UNDER,61.9%,68.77,✅ HIT,UNDER,61.8%,68.6,✅ HIT,-0.19,0.5,6.0,1.7,-2.35,1.2,0.8,0.0153,100.0%
45,Scottie Barnes,FGA,14.5,UNDER,67.0%,D,DO NOT BET,67.12,✅ HIT,12.0,UNDER,70.3%,70.42,✅ HIT,UNDER,67.7%,67.73,✅ HIT,UNDER,65.9%,65.96,✅ HIT,UNDER,64.3%,64.39,✅ HIT,0.09,-0.81,-1.0,-1.9,2.1,1.6,1.6,0.0224,100.0%
46,Amen Thompson,3PM,0.5,UNDER,72.4%,S,STRONG BET,67.08,❌ MISS,2.0,UNDER,72.0%,66.71,❌ MISS,UNDER,72.0%,66.71,❌ MISS,UNDER,72.8%,67.51,❌ MISS,UNDER,72.7%,67.39,❌ MISS,-0.34,-0.2,-6.0,-0.1,-0.07,1.4,1.2,0.0037,100.0%
47,Reed Sheppard,PRA,22.5,OVER,60.5%,D,DO NOT BET,66.82,✅ HIT,26.0,OVER,61.7%,67.97,✅ HIT,OVER,61.5%,67.84,✅ HIT,OVER,59.3%,65.6,✅ HIT,OVER,59.6%,65.88,✅ HIT,0.34,-0.1,1.57,-0.9,4.0,1.4,1.2,0.0109,100.0%
48,Mikal Bridges,RA,8.5,UNDER,65.9%,C,BET WITH CAUTION,66.74,✅ HIT,4.0,UNDER,63.0%,63.8,✅ HIT,UNDER,61.4%,62.24,✅ HIT,UNDER,70.8%,71.62,✅ HIT,UNDER,68.5%,69.29,✅ HIT,-0.16,-0.25,0.09,-0.7,0.24,1.6,1.2,0.0385,100.0%
49,Scottie Barnes,STL,1.5,UNDER,66.7%,A,BET,66.33,✅ HIT,1.0,UNDER,69.3%,68.98,✅ HIT,UNDER,69.3%,68.96,✅ HIT,UNDER,64.0%,63.66,✅ HIT,UNDER,64.0%,63.72,✅ HIT,-0.1,0.08,-1.0,0.1,-0.22,0.8,1.2,0.0264,100.0%
50,Anthony Edwards,3PM,3.5,UNDER,62.9%,S,BET WITH CAUTION,66.29,❌ MISS,4.0,UNDER,60.4%,63.84,❌ MISS,UNDER,60.6%,63.98,❌ MISS,UNDER,65.2%,68.66,❌ MISS,UNDER,65.3%,68.69,❌ MISS,-0.02,0.34,2.12,0.7,-0.74,1.0,0.8,0.0238,100.0%
51,Alperen Sengun,3PM,0.5,UNDER,71.4%,S,STRONG BET,66.29,NO GAME,,UNDER,72.7%,67.56,NO GAME,UNDER,72.7%,67.56,NO GAME,UNDER,70.2%,65.05,NO GAME,UNDER,70.1%,64.98,NO GAME,-0.0,-0.75,-6.0,-0.3,0.3,1.6,1.6,0.0127,100.0%
52,Cooper Flagg,3PM,0.5,OVER,66.4%,S,BET,66.03,✅ HIT,1.0,OVER,65.9%,65.48,✅ HIT,OVER,65.5%,65.08,✅ HIT,OVER,67.5%,67.1,✅ HIT,OVER,66.9%,66.48,✅ HIT,-1.06,-0.2,0.0,-0.1,-0.42,1.4,1.2,0.008,100.0%
53,Amen Thompson,SB,2.5,UNDER,67.8%,A,BET,65.96,✅ HIT,1.0,UNDER,67.2%,65.36,✅ HIT,UNDER,67.1%,65.17,✅ HIT,UNDER,68.7%,66.82,✅ HIT,UNDER,68.4%,66.49,✅ HIT,-0.31,-0.4,-2.0,-0.5,0.11,1.2,1.2,0.0071,100.0%
54,Jalen Brunson,FTM,5.5,UNDER,66.7%,B,STRONG BET,65.94,❌ MISS,7.0,UNDER,64.2%,63.4,❌ MISS,UNDER,63.8%,63.08,❌ MISS,UNDER,69.9%,69.12,❌ MISS,UNDER,68.9%,68.14,❌ MISS,-0.22,-0.31,-1.17,-0.9,0.24,1.6,1.6,0.0271,100.0%
55,Donte DiVincenzo,STL,1.5,UNDER,65.8%,A,BET,65.9,✅ HIT,1.0,UNDER,63.4%,63.49,✅ HIT,UNDER,63.5%,63.59,✅ HIT,UNDER,68.2%,68.27,✅ HIT,UNDER,68.2%,68.24,✅ HIT,-0.27,-0.75,-0.0,-0.3,0.19,1.2,1.6,0.0236,100.0%
56,Kawhi Leonard,SB,2.5,UNDER,63.6%,A,BET WITH CAUTION,65.8,✅ HIT,1.0,UNDER,65.8%,67.97,✅ HIT,UNDER,65.6%,67.83,✅ HIT,UNDER,61.5%,63.72,✅ HIT,UNDER,61.5%,63.68,✅ HIT,-0.08,-0.79,1.5,-0.5,0.45,1.6,1.6,0.021,100.0%
57,Dejounte Murray,REB,5.5,UNDER,65.2%,B,STRONG BET,65.66,❌ MISS,7.0,UNDER,65.7%,66.21,❌ MISS,UNDER,64.3%,64.8,❌ MISS,UNDER,66.0%,66.49,❌ MISS,UNDER,64.6%,65.14,❌ MISS,-0.16,0.66,-1.0,0.9,-1.11,1.2,0.8,0.0071,100.0%
58,Cooper Flagg,TOV,2.5,UNDER,65.1%,A,BET,65.64,❌ MISS,3.0,UNDER,61.5%,62.05,❌ MISS,UNDER,61.4%,61.95,❌ MISS,UNDER,68.9%,69.48,❌ MISS,UNDER,68.5%,69.08,❌ MISS,-0.27,-0.1,-0.0,-0.1,-0.18,1.2,1.2,0.0364,100.0%
59,Jerami Grant,3PA,6.5,UNDER,64.9%,B,BET,65.43,✅ HIT,4.0,UNDER,63.7%,64.18,✅ HIT,UNDER,63.2%,63.7,✅ HIT,UNDER,66.6%,67.16,✅ HIT,UNDER,66.2%,66.69,✅ HIT,-0.49,-0.31,0.2,-0.3,-0.18,1.6,1.6,0.0151,100.0%
60,Scottie Barnes,PA,22.5,UNDER,62.5%,D,DO NOT BET,65.35,✅ HIT,18.0,UNDER,64.6%,67.44,✅ HIT,UNDER,64.3%,67.17,✅ HIT,UNDER,60.8%,63.61,✅ HIT,UNDER,60.3%,63.19,✅ HIT,0.35,-0.75,-0.2,-3.5,5.14,1.8,1.6,0.0196,100.0%
61,Brandin Podziemski,3PM,2.5,UNDER,66.3%,S,BET,65.3,❌ MISS,5.0,UNDER,68.2%,67.18,❌ MISS,UNDER,68.3%,67.23,❌ MISS,UNDER,64.4%,63.37,❌ MISS,UNDER,64.5%,63.42,❌ MISS,-0.68,0.46,-0.87,0.5,-1.25,0.8,0.4,0.0191,100.0%
62,Anthony Edwards,SB,2.5,UNDER,64.7%,A,BET WITH CAUTION,65.28,✅ HIT,2.0,UNDER,66.7%,67.28,✅ HIT,UNDER,66.6%,67.1,✅ HIT,UNDER,62.9%,63.41,✅ HIT,UNDER,62.8%,63.32,✅ HIT,-0.14,0.15,-0.41,0.3,-0.57,1.2,1.2,0.0191,100.0%
63,Alperen Sengun,SB,2.5,UNDER,63.2%,A,BET WITH CAUTION,65.16,NO GAME,,UNDER,64.1%,66.07,NO GAME,UNDER,64.0%,66.0,NO GAME,UNDER,62.3%,64.32,NO GAME,UNDER,62.3%,64.25,NO GAME,-0.17,-1.37,2.31,-1.5,1.31,1.4,1.6,0.0088,100.0%
64,Devin Booker,FTM,7.5,UNDER,64.5%,B,BET,64.93,❌ MISS,9.0,UNDER,62.5%,62.94,❌ MISS,UNDER,62.3%,62.81,❌ MISS,UNDER,66.8%,67.3,❌ MISS,UNDER,66.2%,66.65,❌ MISS,-0.16,0.27,-0.37,1.1,-1.76,1.4,1.2,0.0207,100.0%
65,Dejounte Murray,FGA,14.5,UNDER,66.6%,D,DO NOT BET,64.83,❌ MISS,18.0,UNDER,66.6%,64.81,❌ MISS,UNDER,64.4%,62.67,❌ MISS,UNDER,68.6%,66.86,❌ MISS,UNDER,66.7%,64.97,❌ MISS,-0.5,-0.39,-0.33,-1.5,-0.43,1.4,1.6,0.0149,100.0%
66,Josh Giddey,3PM,2.5,UNDER,63.4%,S,BET WITH CAUTION,64.81,❌ MISS,4.0,UNDER,64.2%,65.54,❌ MISS,UNDER,64.3%,65.64,❌ MISS,UNDER,62.6%,63.98,❌ MISS,UNDER,62.7%,64.07,❌ MISS,-0.39,1.06,0.25,1.5,-2.05,1.0,0.4,0.0078,100.0%
67,Evan Mobley,PTS,18.5,UNDER,63.6%,D,DO NOT BET,64.77,❌ MISS,29.0,UNDER,63.5%,64.61,❌ MISS,UNDER,63.4%,64.51,❌ MISS,UNDER,63.9%,64.98,❌ MISS,UNDER,63.8%,64.97,❌ MISS,-0.26,-0.03,0.79,-0.1,-0.67,1.4,1.6,0.0021,100.0%
68,Anthony Edwards,STL,1.5,UNDER,64.2%,A,BET WITH CAUTION,64.63,✅ HIT,1.0,UNDER,64.9%,65.37,✅ HIT,UNDER,65.0%,65.45,✅ HIT,UNDER,63.3%,63.82,✅ HIT,UNDER,63.4%,63.89,✅ HIT,-0.06,0.32,-0.9,0.5,-0.59,1.2,1.2,0.0078,100.0%
69,RJ Barrett,AST,3.5,UNDER,63.2%,C,DO NOT BET,64.53,❌ MISS,5.0,UNDER,64.4%,65.78,❌ MISS,UNDER,63.6%,64.98,❌ MISS,UNDER,62.6%,63.95,❌ MISS,UNDER,62.1%,63.42,❌ MISS,-0.17,-1.58,1.5,-1.9,1.69,1.8,2.0,0.0091,100.0%
70,RJ Barrett,PA,24.5,UNDER,64.7%,D,DO NOT BET,64.49,❌ MISS,27.0,UNDER,67.4%,67.17,❌ MISS,UNDER,67.1%,66.93,❌ MISS,UNDER,62.3%,62.13,❌ MISS,UNDER,61.9%,61.72,❌ MISS,-0.46,0.09,1.5,0.5,-3.02,1.2,0.8,0.0257,100.0%
71,Deni Avdija,TOV,2.5,OVER,65.0%,A,BET,64.27,✅ HIT,5.0,OVER,67.9%,67.15,✅ HIT,OVER,67.1%,66.32,✅ HIT,OVER,63.0%,62.2,✅ HIT,OVER,62.2%,61.42,✅ HIT,-0.55,-0.22,-0.13,-0.5,-0.76,1.4,1.2,0.025,100.0%
72,Jaylen Wells,REB,2.5,OVER,65.1%,B,STRONG BET,64.18,NO GAME,,OVER,65.3%,64.43,NO GAME,OVER,65.5%,64.6,NO GAME,OVER,64.7%,63.83,NO GAME,OVER,64.8%,63.87,NO GAME,-0.59,-0.23,-0.51,-0.3,-0.48,1.2,1.2,0.0034,100.0%
73,Trey Murphy III,3PM,3.5,UNDER,64.3%,S,BET WITH CAUTION,63.77,✅ HIT,3.0,UNDER,63.4%,62.88,✅ HIT,UNDER,63.5%,62.99,✅ HIT,UNDER,65.1%,64.6,✅ HIT,UNDER,65.1%,64.63,✅ HIT,-0.3,0.79,-1.22,0.5,-0.69,0.4,0.4,0.0084,100.0%
74,Scottie Barnes,PTS,17.5,UNDER,60.7%,D,DO NOT BET,63.65,✅ HIT,14.0,UNDER,62.5%,65.47,✅ HIT,UNDER,62.4%,65.4,✅ HIT,UNDER,58.8%,61.78,✅ HIT,UNDER,59.0%,61.96,✅ HIT,0.27,-0.31,0.12,-1.5,2.81,1.6,1.6,0.0178,100.0%
75,Amen Thompson,PA,25.5,UNDER,65.2%,D,STRONG BET,63.65,❌ MISS,31.0,UNDER,62.8%,61.24,❌ MISS,UNDER,62.5%,60.96,❌ MISS,UNDER,68.0%,66.39,❌ MISS,UNDER,67.6%,66.03,❌ MISS,-0.54,0.28,-0.0,1.3,-3.83,1.2,0.8,0.0256,100.0%
76,Kevin Durant,FTM,5.5,UNDER,64.1%,B,BET,63.37,✅ HIT,3.0,UNDER,65.2%,64.46,✅ HIT,UNDER,64.7%,64.04,✅ HIT,UNDER,63.3%,62.61,✅ HIT,UNDER,63.1%,62.37,✅ HIT,-0.07,-0.74,-0.91,-1.9,1.72,1.2,1.6,0.009,100.0%
