Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
55,Shai Gilgeous-Alexander,PTS,32.5,UNDER,63.2%,D,DO NOT BET,63.56,✅ HIT,20.0,UNDER,60.3%,60.72,✅ HIT,UNDER,60.3%,60.73,✅ HIT,UNDER,66.0%,66.45,✅ HIT,UNDER,66.0%,66.35,✅ HIT,-0.19,-0.5,0.63,-1.9,1.16,1.2,1.2,0.0284,100.0%
56,Jrue Holiday,TOV,2.5,OVER,62.5%,A,BET WITH CAUTION,63.31,❌ MISS,2.0,OVER,63.2%,64.03,❌ MISS,OVER,62.5%,63.31,❌ MISS,OVER,62.5%,63.34,❌ MISS,OVER,61.7%,62.57,❌ MISS,-0.49,-0.4,0.7,-0.3,-0.07,1.4,1.2,0.0052,100.0%
57,Quentin Grimes,PA,24.5,OVER,51.8%,D,DO NOT BET,63.28,✅ HIT,33.0,UNDER,52.2%,42.74,❌ MISS,UNDER,51.8%,42.38,❌ MISS,OVER,55.4%,66.86,✅ HIT,OVER,55.9%,67.36,✅ HIT,1.56,-0.1,1.54,-0.5,8.33,0.6,1.2,0.0384,50.0%
58,Anthony Edwards,TOV,3.5,UNDER,69.6%,A,BET,63.15,❌ MISS,6.0,UNDER,71.0%,64.55,❌ MISS,UNDER,70.6%,64.16,❌ MISS,UNDER,68.6%,62.13,❌ MISS,UNDER,68.2%,61.74,❌ MISS,-0.41,-0.52,-6.0,-0.9,0.19,1.2,1.2,0.0123,100.0%
59,RJ Barrett,FTM,3.5,UNDER,61.8%,B,BET WITH CAUTION,63.11,❌ MISS,4.0,UNDER,64.9%,66.3,❌ MISS,UNDER,64.5%,65.9,❌ MISS,UNDER,58.6%,59.96,❌ MISS,UNDER,58.9%,60.27,❌ MISS,-0.19,-0.31,0.45,-0.3,0.11,1.6,1.6,0.03,100.0%
60,Deni Avdija,PA,29.5,UNDER,61.2%,D,DO NOT BET,63.07,❌ MISS,34.0,UNDER,59.2%,61.03,❌ MISS,UNDER,58.9%,60.71,❌ MISS,UNDER,63.6%,65.48,❌ MISS,UNDER,63.2%,65.08,❌ MISS,0.12,-0.73,-0.64,-7.9,9.2,1.8,2.0,0.0221,100.0%
61,Chet Holmgren,SB,2.5,UNDER,62.0%,A,BET WITH CAUTION,63.05,❌ MISS,4.0,UNDER,59.9%,60.99,❌ MISS,UNDER,60.0%,61.08,❌ MISS,UNDER,64.0%,65.14,❌ MISS,UNDER,63.9%,65.0,❌ MISS,-0.04,-0.28,0.3,-0.5,0.42,1.2,1.2,0.0202,100.0%
62,RJ Barrett,AST,3.5,UNDER,62.2%,C,DO NOT BET,62.95,✅ HIT,2.0,UNDER,64.2%,65.01,✅ HIT,UNDER,63.5%,64.23,✅ HIT,UNDER,60.7%,61.47,✅ HIT,UNDER,60.3%,61.11,✅ HIT,-0.09,-0.84,0.27,-1.5,1.33,1.6,1.6,0.0169,100.0%
63,Kyle Kuzma,3PA,4.5,UNDER,66.0%,B,STRONG BET,62.86,❌ MISS,6.0,UNDER,65.6%,62.44,❌ MISS,UNDER,65.0%,61.8,❌ MISS,UNDER,67.0%,63.83,❌ MISS,UNDER,66.5%,63.34,❌ MISS,-0.37,0.03,-2.71,0.1,-1.21,1.0,1.2,0.0079,100.0%
64,Cade Cunningham,TOV,3.5,OVER,62.3%,A,BET WITH CAUTION,62.79,✅ HIT,4.0,OVER,63.2%,63.68,✅ HIT,OVER,62.5%,62.95,✅ HIT,OVER,62.2%,62.64,✅ HIT,OVER,61.4%,61.88,✅ HIT,-0.31,0.12,-0.52,0.1,-0.35,1.4,1.2,0.0064,100.0%
65,Cade Cunningham,STL,1.5,UNDER,62.2%,A,BET WITH CAUTION,62.79,❌ MISS,2.0,UNDER,65.0%,65.62,❌ MISS,UNDER,65.1%,65.7,❌ MISS,UNDER,59.2%,59.85,❌ MISS,UNDER,59.4%,60.0,❌ MISS,-0.02,-0.26,0.13,-0.3,0.27,0.8,1.2,0.0287,100.0%
66,Donovan Mitchell,3PA,8.5,UNDER,62.5%,B,BET,62.61,❌ MISS,11.0,UNDER,61.2%,61.32,❌ MISS,UNDER,60.9%,61.02,❌ MISS,UNDER,64.1%,64.21,❌ MISS,UNDER,63.8%,63.9,❌ MISS,0.19,-0.34,-1.9,-1.3,2.04,1.4,1.2,0.0145,100.0%
67,Cade Cunningham,AST,10.5,UNDER,61.4%,C,DO NOT BET,62.5,✅ HIT,9.0,UNDER,63.2%,64.35,✅ HIT,UNDER,62.5%,63.66,✅ HIT,UNDER,60.0%,61.14,✅ HIT,UNDER,59.7%,60.84,✅ HIT,-0.16,0.61,0.32,1.7,-2.13,0.8,0.8,0.0153,100.0%
68,Shai Gilgeous-Alexander,STL,1.5,UNDER,60.7%,A,BET WITH CAUTION,62.39,❌ MISS,2.0,UNDER,59.8%,61.51,❌ MISS,UNDER,60.0%,61.68,❌ MISS,UNDER,61.4%,63.12,❌ MISS,UNDER,61.5%,63.23,❌ MISS,-0.12,0.26,0.71,0.3,-0.44,1.0,1.2,0.0079,100.0%
69,Ausar Thompson,REB,5.5,UNDER,61.3%,B,DO NOT BET,62.37,✅ HIT,1.0,UNDER,61.1%,62.21,✅ HIT,UNDER,59.9%,60.93,✅ HIT,UNDER,62.7%,63.79,✅ HIT,UNDER,61.5%,62.54,✅ HIT,0.1,0.08,-0.67,0.3,0.06,1.2,0.8,0.0102,100.0%
70,Scoot Henderson,AST,4.5,UNDER,59.0%,C,DO NOT BET,62.37,✅ HIT,2.0,UNDER,60.0%,63.32,✅ HIT,UNDER,59.6%,62.92,✅ HIT,UNDER,58.3%,61.7,✅ HIT,UNDER,58.2%,61.56,✅ HIT,-0.22,-0.9,3.45,-1.5,1.13,1.4,1.6,0.0076,100.0%
71,Giannis Antetokounmpo,PTS,31.5,UNDER,66.7%,D,STRONG BET,62.16,✅ HIT,31.0,UNDER,69.5%,64.96,✅ HIT,UNDER,69.2%,64.65,✅ HIT,UNDER,64.0%,59.53,✅ HIT,UNDER,64.0%,59.51,✅ HIT,-0.97,-1.67,0.15,-6.9,2.89,2.0,2.0,0.0264,100.0%
72,James Harden,PA,28.5,OVER,66.8%,D,STRONG BET,62.11,❌ MISS,20.0,OVER,67.0%,62.29,❌ MISS,OVER,67.4%,62.7,❌ MISS,OVER,66.2%,61.48,❌ MISS,OVER,66.7%,61.98,❌ MISS,-0.73,0.02,-1.11,0.1,-3.81,0.8,0.8,0.0044,100.0%
73,Myles Turner,3PA,4.5,OVER,63.5%,B,BET,62.08,✅ HIT,6.0,OVER,66.3%,64.88,✅ HIT,OVER,64.5%,63.05,✅ HIT,OVER,62.4%,60.9,✅ HIT,OVER,60.9%,59.47,✅ HIT,-0.58,-0.17,-1.1,-0.3,-0.7,1.4,0.8,0.0206,100.0%
74,Evan Mobley,PTS,19.5,UNDER,60.9%,D,DO NOT BET,62.03,✅ HIT,18.0,UNDER,60.4%,61.56,✅ HIT,UNDER,60.4%,61.57,✅ HIT,UNDER,61.3%,62.44,✅ HIT,UNDER,61.4%,62.53,✅ HIT,-0.31,0.26,1.35,1.3,-2.86,1.4,1.2,0.0046,100.0%
75,James Harden,RA,12.5,OVER,63.4%,C,DO NOT BET,61.98,❌ MISS,12.0,OVER,64.9%,63.5,❌ MISS,OVER,63.5%,62.09,❌ MISS,OVER,63.4%,61.96,❌ MISS,OVER,61.8%,60.37,❌ MISS,-0.3,-0.07,-1.83,-0.1,-0.35,1.2,1.2,0.0111,100.0%
