Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
34,Derrick White,PA,20.5,OVER,70.9%,D,STRONG BET,68.35,,,OVER,67.4%,64.82,,OVER,67.8%,65.23,,OVER,74.0%,71.46,,OVER,74.5%,71.91,,-0.26,-0.5,-0.58,-5.1,2.48,1.4,1.2,0.0333,100.0%
35,Paolo Banchero,3PM,1.5,UNDER,67.8%,S,BET,68.31,,,UNDER,67.7%,68.17,,UNDER,67.8%,68.23,,UNDER,68.0%,68.42,,UNDER,67.9%,68.4,,-0.32,-0.1,-0.19,-0.1,-0.22,1.4,1.2,0.0011,100.0%
36,Austin Reaves,STL,1.5,UNDER,68.9%,A,BET,68.29,,,UNDER,68.0%,67.48,,UNDER,68.1%,67.49,,UNDER,69.7%,69.12,,UNDER,69.6%,69.06,,-0.39,-0.46,-0.5,-0.5,0.07,1.2,1.6,0.008,100.0%
37,Jerami Grant,AST,1.5,OVER,68.0%,C,STRONG BET,68.14,,,OVER,68.5%,68.63,,OVER,66.5%,66.59,,OVER,69.7%,69.77,,OVER,67.5%,67.58,,-0.7,0.1,0.0,0.1,-0.81,1.4,0.8,0.0118,100.0%
38,Scoot Henderson,3PA,4.5,OVER,70.3%,B,STRONG BET,67.91,,,OVER,73.2%,70.81,,OVER,71.1%,68.65,,OVER,69.4%,66.97,,OVER,67.6%,65.2,,-0.81,-1.16,-0.87,-1.7,0.51,1.6,1.6,0.0207,100.0%
39,Jalen Johnson,REB,10.5,UNDER,69.4%,B,STRONG BET,67.9,,,UNDER,69.5%,68.0,,UNDER,68.1%,66.52,,UNDER,70.8%,69.26,,UNDER,69.3%,67.8,,-0.07,-1.19,-1.75,-2.3,2.17,1.6,2.0,0.0097,100.0%
40,Kevin Durant,FGA,18.5,UNDER,68.5%,D,DO NOT BET,67.85,,,UNDER,69.0%,68.38,,UNDER,66.5%,65.87,,UNDER,70.3%,69.63,,UNDER,68.2%,67.54,,-0.12,-0.53,-0.71,-2.9,2.23,1.4,1.6,0.0137,100.0%
41,Alperen Sengun,3PM,0.5,UNDER,71.3%,S,STRONG BET,67.65,,,UNDER,72.9%,69.22,,UNDER,72.9%,69.22,,UNDER,69.8%,66.1,,UNDER,69.7%,66.04,,-0.0,-0.75,-4.5,-0.3,0.3,1.6,1.6,0.0158,100.0%
42,Dejounte Murray,RA,12.5,UNDER,68.7%,C,BET,67.62,,,UNDER,69.3%,68.24,,UNDER,67.2%,66.11,,UNDER,70.3%,69.21,,UNDER,68.0%,66.93,,-0.66,-0.27,-0.0,-0.7,-1.05,1.6,1.2,0.0119,100.0%
43,Jalen Suggs,3PM,2.5,UNDER,68.0%,S,BET,67.57,,,UNDER,67.2%,66.82,,UNDER,67.3%,66.88,,UNDER,68.7%,68.32,,UNDER,68.7%,68.28,,-0.6,-0.12,-0.0,-0.1,-0.38,0.8,0.8,0.0073,100.0%
44,Jalen Suggs,3PA,7.5,UNDER,71.8%,B,STRONG BET,67.46,,,UNDER,73.0%,68.63,,UNDER,71.9%,67.49,,UNDER,71.6%,67.23,,UNDER,70.8%,66.47,,-0.61,-0.4,-3.0,-0.9,-0.46,1.0,0.8,0.0077,100.0%
45,Brandin Podziemski,STL,1.5,UNDER,68.6%,A,BET,67.39,,,UNDER,68.7%,67.46,,UNDER,68.7%,67.46,,UNDER,68.6%,67.34,,UNDER,68.5%,67.3,,-0.48,0.12,-1.5,0.1,-0.48,1.0,0.4,0.0007,100.0%
46,Deni Avdija,PR,28.5,UNDER,63.8%,D,DO NOT BET,67.19,,,UNDER,60.6%,64.05,,UNDER,60.3%,63.73,,UNDER,67.1%,70.56,,UNDER,67.0%,70.44,,0.24,-0.74,-0.0,-7.9,10.44,1.4,1.6,0.0331,100.0%
47,Trae Young,RA,8.5,OVER,72.7%,C,STRONG BET,67.13,,,OVER,75.7%,70.1,,OVER,73.4%,67.84,,OVER,72.1%,66.5,,OVER,69.7%,64.07,,-1.29,-0.98,-3.0,-1.3,-0.41,1.4,1.6,0.0218,100.0%
48,Victor Wembanyama,SB,4.5,UNDER,66.1%,A,BET,66.95,,,UNDER,67.0%,67.75,,UNDER,66.8%,67.57,,UNDER,65.5%,66.34,,UNDER,65.3%,66.14,,-0.42,0.46,0.62,0.5,-0.96,0.6,0.4,0.0072,100.0%
49,Derrick White,PRA,25.5,OVER,68.6%,D,STRONG BET,66.56,,,OVER,66.9%,64.83,,OVER,66.6%,64.58,,OVER,70.4%,68.3,,OVER,70.6%,68.52,,-0.22,-0.53,-0.83,-4.9,2.81,1.6,1.6,0.0186,100.0%
50,Jalen Suggs,FTM,2.5,UNDER,66.6%,B,STRONG BET,66.49,,,UNDER,65.0%,64.89,,UNDER,64.6%,64.49,,UNDER,68.8%,68.72,,UNDER,68.0%,67.85,,-0.26,-0.06,-0.75,-0.1,-0.35,1.4,0.8,0.0183,100.0%
51,Amen Thompson,3PM,0.5,UNDER,65.6%,S,BET,66.36,,,UNDER,65.4%,66.18,,UNDER,65.5%,66.26,,UNDER,65.7%,66.48,,UNDER,65.8%,66.5,,-0.18,0.12,-0.27,0.1,-0.24,1.2,1.2,0.0014,100.0%
52,Onyeka Okongwu,SB,2.5,UNDER,65.2%,A,BET,66.35,,,UNDER,64.8%,65.93,,UNDER,64.7%,65.83,,UNDER,65.8%,66.92,,UNDER,65.6%,66.71,,-0.12,0.67,-0.0,1.3,-1.54,0.8,0.8,0.0047,100.0%
53,Jaylen Wells,REB,2.5,OVER,68.0%,B,STRONG BET,66.31,,,OVER,68.0%,66.38,,OVER,68.1%,66.44,,OVER,67.9%,66.26,,OVER,67.8%,66.16,,-0.59,-0.23,-1.25,-0.3,-0.48,1.2,1.2,0.0011,100.0%
54,Victor Wembanyama,AST,3.5,UNDER,66.0%,C,STRONG BET,66.14,,,UNDER,70.4%,70.61,,UNDER,69.2%,69.34,,UNDER,62.4%,62.57,,UNDER,61.9%,62.06,,-0.21,-0.12,-0.17,-0.3,-0.24,1.2,1.6,0.0386,100.0%
55,Stephon Castle,FTM,4.5,UNDER,65.1%,B,STRONG BET,66.14,,,UNDER,65.4%,66.45,,UNDER,65.0%,66.0,,UNDER,65.3%,66.29,,UNDER,64.8%,65.82,,-0.08,0.19,-0.18,0.7,-0.99,1.4,1.2,0.0025,100.0%
56,Victor Wembanyama,3PM,2.5,UNDER,64.7%,S,BET WITH CAUTION,66.14,,,UNDER,64.0%,65.54,,UNDER,64.1%,65.64,,UNDER,65.2%,66.69,,UNDER,65.2%,66.71,,-0.26,1.07,-0.0,2.1,-2.62,1.2,0.4,0.0056,100.0%
57,Derrick White,PR,19.5,OVER,68.7%,D,STRONG BET,66.08,,,OVER,67.9%,65.25,,OVER,67.3%,64.66,,OVER,69.8%,67.16,,OVER,69.9%,67.27,,-0.27,-0.69,-0.69,-6.1,3.71,1.4,1.6,0.0115,100.0%
58,Dejounte Murray,AST,6.5,UNDER,67.0%,C,STRONG BET,66.01,,,UNDER,68.2%,67.23,,UNDER,67.2%,66.12,,UNDER,66.8%,65.77,,UNDER,65.9%,64.89,,-0.62,-0.75,-0.0,-1.5,0.25,1.6,1.6,0.0083,100.0%
59,Scoot Henderson,TOV,2.5,UNDER,61.0%,A,BET WITH CAUTION,65.79,,,UNDER,62.7%,67.56,,UNDER,62.6%,67.42,,UNDER,59.3%,64.12,,UNDER,59.2%,64.07,,0.17,-0.05,3.0,-0.1,0.41,1.4,1.2,0.017,100.0%
60,De'Aaron Fox,TOV,2.5,UNDER,64.4%,A,BET WITH CAUTION,65.71,,,UNDER,60.6%,61.83,,UNDER,60.5%,61.77,,UNDER,68.5%,69.81,,UNDER,68.2%,69.42,,-0.19,-0.46,0.52,-0.5,0.29,1.6,1.6,0.0391,100.0%
61,Jalen Suggs,RA,10.5,UNDER,70.0%,C,BET,65.65,,,UNDER,72.7%,68.36,,UNDER,70.3%,65.99,,UNDER,69.5%,65.24,,UNDER,67.3%,63.03,,-0.52,-0.77,-3.0,-2.1,0.69,1.4,1.2,0.019,100.0%
62,P.J. Washington,3PA,4.5,UNDER,65.6%,B,STRONG BET,65.59,,,UNDER,66.9%,66.8,,UNDER,66.1%,66.08,,UNDER,65.0%,64.92,,UNDER,64.6%,64.56,,-0.64,-0.94,0.4,-0.7,0.22,1.6,1.6,0.009,100.0%
63,Victor Wembanyama,REB,11.5,UNDER,65.0%,B,STRONG BET,65.37,,,UNDER,66.7%,67.08,,UNDER,65.3%,65.66,,UNDER,64.7%,65.03,,UNDER,63.3%,63.72,,-0.13,-0.04,-0.32,-0.1,-0.25,1.2,1.2,0.0121,100.0%
64,Cooper Flagg,3PM,0.5,OVER,66.7%,S,BET,65.29,,,OVER,66.0%,64.57,,OVER,65.6%,64.16,,OVER,68.0%,66.53,,OVER,67.3%,65.9,,-1.29,-0.75,-0.27,-0.3,-0.22,1.4,1.6,0.0096,100.0%
65,Devin Booker,3PM,2.5,UNDER,65.8%,S,BET,65.28,,,UNDER,66.9%,66.3,,UNDER,66.9%,66.36,,UNDER,64.8%,64.21,,UNDER,64.8%,64.24,,-0.42,0.48,-1.0,0.7,-1.32,1.0,0.8,0.0105,100.0%
66,Reed Sheppard,AST,4.5,UNDER,67.4%,C,STRONG BET,65.15,,,UNDER,68.9%,66.69,,UNDER,67.8%,65.54,,UNDER,66.8%,64.62,,UNDER,66.0%,63.73,,-0.88,-0.88,-0.37,-1.3,0.01,1.2,1.6,0.011,100.0%
67,Reed Sheppard,3PM,3.5,UNDER,66.4%,S,BET,64.84,,,UNDER,66.5%,64.93,,UNDER,66.5%,65.0,,UNDER,66.3%,64.72,,UNDER,66.3%,64.73,,-0.57,-0.6,-0.33,-0.9,0.05,0.8,1.6,0.0012,100.0%
68,Trey Murphy III,AST,4.5,UNDER,65.1%,C,STRONG BET,64.79,,,UNDER,65.4%,65.06,,UNDER,64.5%,64.19,,UNDER,65.6%,65.33,,UNDER,64.9%,64.55,,-0.47,-0.07,-0.33,-0.1,-0.54,1.2,1.6,0.0044,100.0%
69,De'Aaron Fox,RA,10.5,UNDER,63.8%,C,DO NOT BET,64.74,,,UNDER,64.4%,65.3,,UNDER,62.7%,63.6,,UNDER,65.0%,65.92,,UNDER,63.2%,64.15,,-0.56,1.12,-0.19,0.9,-1.35,1.0,0.4,0.0092,100.0%
70,Stephon Castle,REB,5.5,UNDER,63.8%,B,DO NOT BET,64.65,,,UNDER,63.5%,64.33,,UNDER,62.2%,62.98,,UNDER,65.5%,66.3,,UNDER,64.2%,64.97,,-0.16,0.79,-0.59,2.1,-2.53,1.2,0.4,0.012,100.0%
71,Jerami Grant,3PM,2.5,UNDER,63.3%,S,BET WITH CAUTION,64.55,,,UNDER,63.3%,64.48,,UNDER,63.4%,64.59,,UNDER,63.3%,64.54,,UNDER,63.4%,64.61,,-0.08,0.6,-0.0,0.9,-1.02,0.8,0.8,0.0005,100.0%
72,Draymond Green,3PA,4.5,OVER,62.9%,B,BET,64.5,,,OVER,61.9%,63.56,,OVER,60.4%,62.01,,OVER,65.4%,67.01,,OVER,63.8%,65.43,,-0.15,-0.31,0.62,-0.3,0.15,1.6,1.6,0.0189,100.0%
73,Dyson Daniels,SB,2.5,UNDER,63.1%,A,BET WITH CAUTION,64.2,,,UNDER,64.9%,65.97,,UNDER,64.8%,65.87,,UNDER,61.4%,62.5,,UNDER,61.4%,62.47,,-0.34,0.2,0.58,0.1,-0.27,0.8,0.8,0.0172,100.0%
74,Kevin Durant,3PM,2.5,UNDER,63.4%,S,BET WITH CAUTION,64.06,,,UNDER,62.1%,62.8,,UNDER,62.3%,62.92,,UNDER,64.6%,65.24,,UNDER,64.6%,65.28,,-0.11,-0.55,0.3,-0.9,0.72,1.2,1.2,0.012,100.0%
75,Trae Young,REB,2.5,UNDER,62.6%,B,DO NOT BET,64.0,,,UNDER,63.1%,64.47,,UNDER,61.8%,63.13,,UNDER,63.4%,64.82,,UNDER,62.2%,63.55,,-0.33,0.07,0.75,0.1,-0.6,1.4,0.8,0.0068,100.0%
76,Kevin Durant,FTM,5.5,UNDER,64.2%,B,BET,63.99,,,UNDER,63.8%,63.65,,UNDER,63.5%,63.37,,UNDER,64.9%,64.69,,UNDER,64.4%,64.26,,-0.08,-0.81,-0.27,-2.1,1.89,1.2,1.6,0.0052,100.0%
77,Paolo Banchero,FTM,6.5,UNDER,62.8%,B,BET,63.95,,,UNDER,62.0%,63.14,,UNDER,61.9%,63.05,,UNDER,63.8%,64.95,,UNDER,63.5%,64.64,,-0.14,0.39,0.4,0.9,-1.22,0.8,0.8,0.0086,100.0%
78,Austin Reaves,3PM,2.5,UNDER,62.4%,S,BET WITH CAUTION,63.6,,,UNDER,62.1%,63.25,,UNDER,62.2%,63.38,,UNDER,62.7%,63.85,,UNDER,62.7%,63.93,,-0.03,0.46,-0.41,0.5,-0.54,1.2,0.4,0.0029,100.0%
79,Jaylen Wells,AST,1.5,OVER,63.0%,C,DO NOT BET,63.36,,,OVER,62.3%,62.62,,OVER,60.7%,61.02,,OVER,65.5%,65.86,,OVER,63.6%,63.93,,-0.21,0.12,-0.62,0.1,-0.27,1.2,1.2,0.0177,100.0%
80,De'Aaron Fox,STL,1.5,UNDER,67.9%,A,BET,63.29,,,UNDER,65.1%,60.5,,UNDER,65.2%,60.57,,UNDER,70.7%,66.07,,UNDER,70.6%,65.99,,-0.44,-0.79,-4.5,-0.5,0.22,1.4,1.6,0.0275,100.0%
81,Luka Dončić,AST,8.5,UNDER,62.8%,C,DO NOT BET,63.21,,,UNDER,64.0%,64.33,,UNDER,63.2%,63.58,,UNDER,62.4%,62.71,,UNDER,61.9%,62.21,,0.01,-0.03,-0.87,-0.1,0.15,1.2,0.8,0.0082,100.0%
82,Jalen Johnson,STL,1.5,UNDER,65.6%,A,BET,63.11,,,UNDER,61.7%,59.15,,UNDER,61.8%,59.28,,UNDER,69.6%,67.04,,UNDER,69.5%,66.98,,-0.23,-0.12,-3.0,-0.1,-0.08,1.0,0.8,0.039,100.0%
83,LeBron James,REB,4.5,OVER,64.0%,B,DO NOT BET,62.83,,,OVER,64.4%,63.29,,OVER,64.6%,63.5,,OVER,63.4%,62.22,,OVER,63.5%,62.33,,-0.53,-0.31,-0.53,-0.7,-0.47,1.4,1.6,0.0057,100.0%
84,Derrick White,PTS,15.5,OVER,64.2%,D,DO NOT BET,62.78,,,OVER,62.2%,60.69,,OVER,61.3%,59.88,,OVER,67.3%,65.84,,OVER,66.2%,64.72,,-0.19,-0.53,-0.21,-5.3,3.38,1.4,1.2,0.0254,100.0%
85,De'Aaron Fox,FTM,2.5,UNDER,60.9%,B,BET WITH CAUTION,62.77,,,UNDER,60.2%,62.01,,UNDER,60.3%,62.14,,UNDER,61.6%,63.49,,UNDER,61.6%,63.44,,0.13,-0.48,0.42,-0.7,0.89,1.6,1.2,0.007,100.0%
86,Derrick White,AST,4.5,OVER,68.2%,C,STRONG BET,62.73,,,OVER,67.9%,62.46,,OVER,65.9%,60.46,,OVER,70.6%,65.12,,OVER,68.3%,62.88,,-0.91,-0.23,-4.5,-0.3,-0.9,1.4,1.2,0.0166,100.0%
87,Austin Reaves,AST,4.5,OVER,64.7%,C,DO NOT BET,62.61,,,OVER,65.1%,63.07,,OVER,63.3%,61.25,,OVER,66.1%,64.04,,OVER,64.2%,62.07,,-0.87,-1.46,-0.15,-1.7,0.69,1.4,2.0,0.0105,100.0%
88,Jalen Johnson,TOV,2.5,OVER,65.9%,A,BET,62.58,,,OVER,68.3%,64.97,,OVER,67.4%,64.13,,OVER,64.3%,61.03,,OVER,63.5%,60.21,,-0.63,-0.23,-3.0,-0.3,-0.53,1.4,1.2,0.0201,100.0%
89,Dejounte Murray,3PA,5.5,UNDER,62.2%,B,BET WITH CAUTION,62.54,,,UNDER,62.6%,62.93,,UNDER,62.2%,62.53,,UNDER,62.1%,62.45,,UNDER,61.9%,62.27,,-0.47,-0.49,1.0,-0.9,0.03,1.2,1.2,0.0024,100.0%
90,Deandre Ayton,PRA,16.5,OVER,65.7%,D,STRONG BET,62.36,,,OVER,63.2%,59.82,,OVER,63.0%,59.65,,OVER,68.2%,64.87,,OVER,68.5%,65.1,,-0.48,-0.28,1.5,-3.1,-2.19,1.2,1.2,0.0263,100.0%
91,Kevin Durant,RA,10.5,UNDER,61.8%,C,DO NOT BET,62.21,,,UNDER,62.5%,62.9,,UNDER,61.0%,61.38,,UNDER,62.6%,63.03,,UNDER,61.1%,61.52,,-0.34,-0.07,0.15,-0.1,-0.42,1.2,1.2,0.0076,100.0%
92,Darius Garland,PRA,30.5,UNDER,65.9%,D,STRONG BET,62.19,,,UNDER,68.2%,64.48,,UNDER,67.7%,63.95,,UNDER,64.1%,60.33,,UNDER,63.7%,59.99,,-0.86,-0.19,-0.72,-0.7,-2.46,1.2,0.8,0.0204,100.0%
93,Trey Murphy III,STL,1.5,UNDER,59.5%,A,DO NOT BET,62.17,,,UNDER,60.6%,63.25,,UNDER,60.8%,63.42,,UNDER,58.3%,60.91,,UNDER,58.4%,61.09,,0.02,0.1,1.51,0.1,-0.07,1.0,0.8,0.0117,100.0%
94,Amen Thompson,REB,7.5,UNDER,60.7%,B,DO NOT BET,62.16,,,UNDER,60.7%,62.14,,UNDER,59.4%,60.87,,UNDER,62.0%,63.43,,UNDER,60.7%,62.21,,0.05,-0.23,0.29,-0.7,0.86,1.2,1.6,0.0091,100.0%
95,Josh Giddey,AST,10.5,UNDER,65.2%,C,STRONG BET,62.12,,,UNDER,69.8%,66.74,,UNDER,68.6%,65.53,,UNDER,61.4%,58.31,,UNDER,60.9%,57.9,,-0.52,0.53,-3.0,1.7,-3.36,1.6,1.2,0.0404,100.0%
96,Darius Garland,PR,23.5,UNDER,65.9%,D,STRONG BET,62.05,,,UNDER,68.5%,64.65,,UNDER,67.9%,64.1,,UNDER,63.6%,59.79,,UNDER,63.5%,59.66,,-0.73,-0.12,-1.25,-0.5,-2.41,1.2,0.8,0.0233,100.0%
97,Jerami Grant,3PA,6.5,UNDER,61.3%,B,BET WITH CAUTION,62.04,,,UNDER,60.9%,61.63,,UNDER,60.6%,61.36,,UNDER,61.9%,62.66,,UNDER,61.7%,62.49,,-0.18,-0.04,-0.0,-0.1,-0.32,1.4,1.6,0.0055,100.0%
98,Cooper Flagg,REB,6.5,UNDER,59.7%,B,DO NOT BET,62.0,,,UNDER,59.6%,61.87,,UNDER,58.3%,60.64,,UNDER,61.0%,63.33,,UNDER,59.8%,62.15,,0.04,0.26,0.5,0.7,-0.59,1.4,1.2,0.0096,100.0%
99,LeBron James,3PM,1.5,UNDER,60.8%,S,BET WITH CAUTION,61.98,,,UNDER,61.0%,62.18,,UNDER,61.2%,62.32,,UNDER,60.5%,61.65,,UNDER,60.6%,61.77,,-0.1,-0.46,0.41,-0.5,0.39,1.4,1.6,0.0028,100.0%
100,LeBron James,FTM,3.5,UNDER,61.1%,B,BET WITH CAUTION,61.97,,,UNDER,61.6%,62.4,,UNDER,61.5%,62.37,,UNDER,60.7%,61.54,,UNDER,60.8%,61.6,,0.31,-0.08,-0.96,-0.1,0.47,1.2,0.8,0.0041,100.0%
101,Brandin Podziemski,PTS,16.5,OVER,55.4%,D,DO NOT BET,61.87,,,OVER,53.8%,60.26,,OVER,53.2%,59.72,,OVER,57.7%,64.16,,OVER,56.8%,63.33,,0.56,-0.24,1.5,-1.5,4.99,1.2,1.2,0.0191,100.0%
102,Trey Murphy III,3PM,3.5,UNDER,62.3%,S,BET WITH CAUTION,61.86,,,UNDER,60.3%,59.82,,UNDER,60.4%,59.97,,UNDER,64.3%,63.8,,UNDER,64.3%,63.84,,-0.31,0.79,-1.35,0.5,-0.69,0.6,0.4,0.0196,100.0%
103,Reed Sheppard,STL,1.5,UNDER,61.5%,A,BET WITH CAUTION,61.86,,,UNDER,56.7%,57.06,,UNDER,56.9%,57.3,,UNDER,66.2%,66.53,,UNDER,66.2%,66.54,,-0.14,-0.79,-0.0,-0.5,0.41,1.4,1.6,0.0468,100.0%
104,Stephon Castle,AST,7.5,UNDER,62.1%,C,DO NOT BET,61.79,,,UNDER,62.1%,61.72,,UNDER,61.5%,61.13,,UNDER,62.7%,62.42,,UNDER,62.2%,61.88,,-0.24,0.15,-0.75,0.3,-0.78,1.0,0.8,0.0046,100.0%
105,Josh Giddey,PA,31.5,UNDER,68.5%,D,STRONG BET,61.78,,,UNDER,68.6%,61.91,,UNDER,68.4%,61.68,,UNDER,68.6%,61.93,,UNDER,68.3%,61.58,,-0.64,0.01,-3.0,0.1,-4.78,1.6,1.2,0.0015,100.0%
106,Jaylen Brown,PR,29.5,OVER,66.4%,D,STRONG BET,61.7,,,OVER,70.4%,65.76,,OVER,69.8%,65.11,,OVER,62.6%,57.9,,OVER,62.7%,58.03,,-0.55,0.28,-0.22,2.9,-8.68,1.6,1.2,0.0374,100.0%
107,P.J. Washington,PRA,20.5,OVER,64.1%,D,DO NOT BET,61.55,,,OVER,66.3%,63.72,,OVER,66.1%,63.49,,OVER,61.9%,59.37,,OVER,62.2%,59.64,,-0.31,0.04,-0.98,0.3,-2.62,1.0,0.8,0.0205,100.0%
108,Deni Avdija,PA,29.5,UNDER,59.0%,D,DO NOT BET,61.54,,,UNDER,61.6%,64.06,,UNDER,61.3%,63.77,,UNDER,56.9%,59.38,,UNDER,56.4%,58.93,,0.12,-0.57,-0.0,-6.7,8.07,1.6,1.6,0.0239,100.0%
109,Jalen Green,FTM,2.5,UNDER,60.4%,B,BET WITH CAUTION,61.5,,,UNDER,60.8%,61.87,,UNDER,60.9%,61.92,,UNDER,60.0%,61.03,,UNDER,60.1%,61.18,,-0.26,0.42,0.27,0.9,-1.45,1.2,0.8,0.004,100.0%
110,Trey Murphy III,PTS,22.5,UNDER,61.8%,D,DO NOT BET,61.45,,,UNDER,61.3%,60.9,,UNDER,61.3%,60.88,,UNDER,62.4%,61.98,,UNDER,62.4%,62.02,,-0.12,-0.15,-0.96,-0.7,0.15,1.4,1.2,0.0056,100.0%
111,Kevin Durant,PTS,26.5,UNDER,62.1%,D,DO NOT BET,61.43,,,UNDER,61.4%,60.8,,UNDER,61.4%,60.77,,UNDER,62.7%,62.05,,UNDER,62.7%,62.08,,-0.07,-0.48,-0.52,-3.5,2.95,1.0,1.2,0.0064,100.0%
112,Derrick White,SB,2.5,UNDER,61.4%,A,BET WITH CAUTION,61.43,,,UNDER,62.2%,62.25,,UNDER,62.2%,62.25,,UNDER,60.6%,60.61,,UNDER,60.6%,60.61,,0.07,-0.66,-0.46,-0.9,0.99,1.0,1.6,0.0082,100.0%
113,De'Aaron Fox,AST,6.5,UNDER,60.1%,C,DO NOT BET,61.36,,,UNDER,60.3%,61.56,,UNDER,59.8%,61.13,,UNDER,60.2%,61.53,,UNDER,59.9%,61.21,,-0.09,0.8,-0.23,1.7,-1.89,1.0,0.4,0.0019,100.0%
114,De'Aaron Fox,REB,3.5,UNDER,59.5%,B,DO NOT BET,61.25,,,UNDER,60.7%,62.42,,UNDER,59.4%,61.16,,UNDER,59.5%,61.28,,UNDER,58.4%,60.15,,0.16,-0.2,0.17,-0.3,0.54,1.4,1.6,0.0081,100.0%
115,Deni Avdija,PRA,35.5,UNDER,57.9%,D,DO NOT BET,61.11,,,UNDER,60.1%,63.32,,UNDER,59.7%,62.94,,UNDER,56.0%,59.27,,UNDER,55.7%,58.94,,0.16,-0.61,-0.0,-8.5,10.77,1.4,1.6,0.0203,100.0%
116,Victor Wembanyama,RA,14.5,UNDER,60.4%,C,DO NOT BET,61.01,,,UNDER,63.4%,64.0,,UNDER,61.8%,62.4,,UNDER,58.7%,59.35,,UNDER,57.6%,58.28,,-0.09,0.02,-0.12,0.1,-0.48,1.2,1.2,0.023,100.0%
117,Trey Murphy III,REB,4.5,OVER,62.6%,B,DO NOT BET,60.97,,,OVER,62.5%,60.86,,OVER,62.8%,61.16,,OVER,62.5%,60.86,,OVER,62.6%,61.0,,-0.63,-0.49,-0.58,-0.9,-0.26,1.2,1.6,0.0012,100.0%
118,Jaylen Wells,3PA,6.5,UNDER,60.9%,B,BET WITH CAUTION,60.82,,,UNDER,59.5%,59.42,,UNDER,59.4%,59.26,,UNDER,62.5%,62.41,,UNDER,62.3%,62.2,,-1.12,1.08,0.08,1.1,-2.24,1.0,0.4,0.0149,100.0%
119,Brandin Podziemski,PA,21.5,OVER,52.8%,D,DO NOT BET,60.82,,,OVER,50.6%,58.64,,OVER,51.0%,59.01,,OVER,54.6%,62.57,,OVER,55.1%,63.07,,0.85,-0.27,1.5,-1.5,6.21,1.2,1.2,0.0201,100.0%
120,Darius Garland,PA,27.5,UNDER,63.7%,D,DO NOT BET,60.77,,,UNDER,68.3%,65.33,,UNDER,68.1%,65.1,,UNDER,59.5%,56.54,,UNDER,59.1%,56.11,,-0.64,-0.07,-0.87,-0.3,-2.29,1.2,1.2,0.0445,100.0%
121,Victor Wembanyama,3PA,6.5,UNDER,59.5%,B,DO NOT BET,60.75,,,UNDER,63.1%,64.42,,UNDER,62.7%,63.97,,UNDER,55.9%,57.18,,UNDER,56.1%,57.43,,-0.34,1.04,0.67,3.3,-4.38,1.0,0.4,0.0345,100.0%
122,Reed Sheppard,PRA,21.5,OVER,56.2%,D,DO NOT BET,60.7,,,OVER,58.3%,62.83,,OVER,58.2%,62.77,,OVER,53.9%,58.46,,OVER,54.2%,58.77,,0.37,0.13,0.42,0.7,1.3,1.6,1.2,0.021,100.0%
123,Bennedict Mathurin,AST,2.5,UNDER,61.9%,C,DO NOT BET,60.69,,,UNDER,62.8%,61.55,,UNDER,62.1%,60.9,,UNDER,61.6%,60.37,,UNDER,61.2%,59.94,,-0.31,-1.12,-1.15,-0.9,0.66,1.6,1.6,0.006,100.0%
124,Trae Young,AST,6.5,OVER,65.9%,C,STRONG BET,60.66,,,OVER,68.6%,63.35,,OVER,66.5%,61.31,,OVER,65.2%,59.94,,OVER,63.3%,58.04,,-1.07,-0.44,-3.0,-0.7,-1.01,1.0,0.8,0.0194,100.0%
125,Zion Williamson,PTS,22.5,UNDER,61.3%,D,DO NOT BET,60.62,,,UNDER,62.6%,62.0,,UNDER,62.6%,61.93,,UNDER,59.9%,59.2,,UNDER,60.0%,59.35,,-0.71,-1.4,1.14,-2.1,1.03,1.4,1.6,0.0135,100.0%
126,Trae Young,PRA,23.5,OVER,65.7%,D,STRONG BET,60.59,,,OVER,66.9%,61.85,,OVER,66.7%,61.6,,OVER,64.4%,59.34,,OVER,64.7%,59.59,,-1.23,0.25,-0.68,0.9,-5.33,1.0,0.8,0.0113,100.0%
127,Desmond Bane,REB,4.5,UNDER,59.6%,B,DO NOT BET,60.54,,,UNDER,60.5%,61.4,,UNDER,59.2%,60.14,,UNDER,60.0%,60.9,,UNDER,58.8%,59.75,,-0.19,-0.41,0.68,-0.7,0.37,1.2,1.2,0.0064,100.0%
128,Scoot Henderson,PTS,12.5,OVER,62.2%,D,DO NOT BET,60.53,,,OVER,63.4%,61.72,,OVER,62.5%,60.87,,OVER,61.9%,60.25,,OVER,60.9%,59.28,,-0.15,-0.51,-0.48,-4.5,3.19,0.8,1.2,0.0089,100.0%
