stat,feature_mode,calibration_set,status,train_rows,cal_rows,bt_rows,cal_tight_rows,bt_tight_rows,n_features,best_iteration,scale_pos_weight,hp_max_depth,hp_min_child_weight,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_gamma,bt_full_logloss,bt_full_brier,bt_full_auc,bt_full_base_acc,bt_full_ece10,bt_full_p99_conf,bt_full_max_conf,bt_full_cov@0.55,bt_full_acc@0.55,bt_full_cov@0.60,bt_full_acc@0.60,bt_full_cov@0.65,bt_full_acc@0.65,bt_full_cov@0.70,bt_full_acc@0.70,bt_tight_logloss,bt_tight_brier,bt_tight_auc,bt_tight_base_acc,bt_tight_ece10,bt_tight_p99_conf,bt_tight_max_conf,bt_tight_cov@0.55,bt_tight_acc@0.55,bt_tight_cov@0.60,bt_tight_acc@0.60,bt_tight_cov@0.65,bt_tight_acc@0.65,bt_tight_cov@0.70,bt_tight_acc@0.70
AST,reduced,ALL,OK,402547,29111,13225,16183,7096,82,701,1.238112976759702,4,3,0.7,0.6,0.1,0.1,0.6079754508532376,0.210013045735543,0.7204049740451787,0.6695652173913044,0.0237025481187777,0.8522356727331578,0.8939090239625769,0.8621550094517958,0.6950534993860726,0.7241587901701323,0.71765688629007,0.578601134215501,0.7417668583376895,0.4318336483931947,0.7728944142882157,0.6564684076689128,0.2321479907371855,0.6258020491853312,0.6104847801578354,0.0323646239015631,0.8072208076615331,0.8583881400591276,0.7594419391206313,0.6429764334755984,0.5331172491544532,0.6698387523129791,0.3361048478015783,0.689727463312369,0.1865839909808342,0.7235649546827795
AST,reduced,TIGHT,OK,402547,29111,13225,16183,7096,82,701,1.238112976759702,4,3,0.7,0.6,0.1,0.1,0.6080304290490256,0.2099221252448734,0.7204049740451787,0.6708506616257088,0.0250127573793944,0.834223813012075,0.8765323004179824,0.8493005671077505,0.6983618233618234,0.6959546313799622,0.7243589743589743,0.5382230623818526,0.7509131778589492,0.3770132325141777,0.7853991175290814,0.6555747610768498,0.2317391286768035,0.6258020491853312,0.612739571589628,0.027474352880165,0.7900417515469379,0.8403726051572706,0.7388669673055243,0.6482929620446309,0.4968996617812852,0.6792399319342031,0.2989007891770011,0.6982555398396982,0.153607666290868,0.7293577981651376
STL,full,ALL,OK,186873,13739,6113,12600,5524,292,1199,1.9684055024303464,4,3,0.7,0.6,0.1,0.1,0.5724680740449021,0.1943730476965964,0.7294498230205662,0.7061999018485196,0.0241388685668591,0.9195721968147452,0.9335809124162368,0.9121544249959104,0.727403156384505,0.799934565679699,0.7507157464212679,0.6855880909537052,0.7718921498449057,0.5494847047276297,0.7898183983328372,0.5897992117322346,0.2015958342546634,0.709156558282962,0.6926140477914554,0.0254260732440233,0.9058197741865216,0.9238803260407764,0.9089427950760318,0.713802031467835,0.7871107892831282,0.7375804967801288,0.6622013034033309,0.7588846364133406,0.5238957277335264,0.7750518313752591
STL,full,TIGHT,OK,186873,13739,6113,12600,5524,292,1199,1.9684055024303464,4,3,0.7,0.6,0.1,0.1,0.5724797994482989,0.1943920711633691,0.7294498230205662,0.7044004580402421,0.0244887269549752,0.91719353711026,0.9313328958513092,0.9072468509733356,0.7289938694554634,0.7946998200556191,0.7511321531494443,0.678226729919843,0.7742402315484804,0.5431048584982824,0.7912650602409639,0.5897619047733972,0.2015992507716411,0.709156558282962,0.690984793627806,0.025234808536639,0.90336714903796,0.9215354293399052,0.9033309196234612,0.7154308617234469,0.781317885590152,0.7379518072289156,0.6547791455467052,0.7611280066353332,0.5191889934829833,0.7764993026499303
STL,reduced,ALL,OK,186873,13739,6113,12600,5524,81,131,1.9684055024303464,4,3,0.7,0.6,0.1,0.1,0.573767418927388,0.1949137513284365,0.7270980645327592,0.7061999018485196,0.0174648096048786,0.9101108614292004,0.92079276982523,0.9278586618681498,0.7221438645980254,0.8184197611647309,0.7441535078952628,0.6880418779649926,0.7696148359486448,0.5606085391787993,0.7869857017799825,0.591295914499284,0.2022229873203015,0.7061368349957019,0.692795076031861,0.0183012233208671,0.8945701355417649,0.908921104680572,0.9279507603186096,0.7083495903238393,0.80756698044895,0.7303295225285811,0.6638305575669804,0.7562039814562312,0.530231716147719,0.7729600546261522
STL,reduced,TIGHT,OK,186873,13739,6113,12600,5524,81,131,1.9684055024303464,4,3,0.7,0.6,0.1,0.1,0.5737495567863893,0.1949100467802208,0.7270980645327592,0.7073450024537871,0.0185546081931367,0.9074575882016434,0.9182222243975064,0.9263863896613774,0.7220554476425922,0.8100768853263537,0.7467689822294022,0.6811712743333879,0.771133525456292,0.552920006543432,0.7872781065088758,0.5912254196845141,0.2022042515914282,0.7061368349957019,0.6940622737146995,0.0186748673362908,0.8918492589003869,0.9062605435009824,0.9266835626357712,0.707950771635085,0.7983345401882693,0.7331065759637189,0.6562273714699494,0.7577931034482759,0.5260680666183924,0.7718513420509291
BLK,full,ALL,OK,140051,9521,4198,8947,3895,292,1168,2.632499027363507,4,3,0.7,0.6,0.1,0.1,0.5109267402137458,0.1685662123975121,0.7386592579645082,0.7563125297760839,0.0158688573348678,0.936471575384646,0.9464013715617032,0.8968556455454979,0.7819389110225764,0.7977608384945212,0.8011346670647954,0.7317770366841353,0.8170572916666666,0.6529299666507861,0.8343670193360088,0.5130723381108365,0.1697687323806841,0.7297662241140502,0.75198973042362,0.0175943785445834,0.9359544994629924,0.9464013715617032,0.8911424903722721,0.7790262172284644,0.7881899871630296,0.7996742671009772,0.7224646983311939,0.8152096659559346,0.6456996148908858,0.8333996023856859
BLK,full,TIGHT,OK,140051,9521,4198,8947,3895,292,1168,2.632499027363507,4,3,0.7,0.6,0.1,0.1,0.5109881998472411,0.1685898266216504,0.7386592579645082,0.7558361124344927,0.0150324471892823,0.934168375527854,0.9441914636557832,0.8925678894711767,0.781692020282893,0.7960933777989518,0.8025134649910234,0.7305859933301572,0.8157808933811542,0.6538828013339686,0.8342440801457195,0.5130843982461677,0.169753875384452,0.7297662241140502,0.75198973042362,0.0157918094693191,0.933647747665842,0.9441914636557832,0.8870346598202824,0.7791606367583213,0.7876765083440308,0.8011734028683182,0.7227214377406932,0.8134991119005328,0.6500641848523748,0.8333333333333334
BLK,reduced,ALL,OK,140051,9521,4198,8947,3895,81,730,2.632499027363507,4,3,0.7,0.6,0.1,0.1,0.5105238830819425,0.1683028815543711,0.7386882940359334,0.7579799904716532,0.0135472017169025,0.935760009160696,0.9427976129544864,0.8873272987136732,0.7838926174496644,0.8027632205812292,0.8050445103857566,0.7308242020009529,0.8204041720990873,0.6524535493091949,0.8331507849580139,0.512806341242052,0.1695723996269025,0.7294875173136044,0.7537869062901156,0.012438427701434,0.9354741034396316,0.9427976129544864,0.8806161745827985,0.7810495626822157,0.7933247753530167,0.8035598705501618,0.721181001283697,0.8191527233891065,0.6472400513478819,0.832606108687029
BLK,reduced,TIGHT,OK,140051,9521,4198,8947,3895,81,730,2.632499027363507,4,3,0.7,0.6,0.1,0.1,0.5106398789182536,0.168356367595711,0.7386882940359334,0.7558361124344927,0.0121170230141247,0.9336625802542508,0.9407457478642544,0.8868508813720819,0.7845823260811173,0.801572177227251,0.8038632986627043,0.733206288708909,0.8193632228719948,0.653644592663173,0.8330903790087464,0.5128691538885903,0.1695873232216182,0.7294875173136044,0.75198973042362,0.0119499581080845,0.9333752889868612,0.9407457478642544,0.8803594351732991,0.7818606007582386,0.79204107830552,0.8025931928687197,0.7255455712451861,0.8170559094125973,0.6500641848523748,0.8317535545023697
PRA,full,ALL,OK,1586972,110915,51099,31619,13842,292,608,0.968664559443058,4,3,0.7,0.6,0.1,0.1,0.607064253876641,0.2093356450867731,0.7322731735273382,0.6744750386504629,0.0271726322223722,0.8331665917724638,0.8656871363805196,0.8610736022231354,0.6988181818181818,0.725063112781072,0.7223211875843455,0.5841992993992055,0.7461141632051453,0.4312217460224271,0.7736782391649648,0.6662560599481144,0.2368269903396065,0.6280343485249784,0.5934113567403554,0.0278132646421258,0.7403742822376443,0.8243259627535136,0.6501228146221645,0.6326258473163685,0.3592688917786447,0.6716267846370401,0.1567692529981216,0.6990783410138249,0.0463083369455281,0.7238689547581904
