stat,feature_mode,calibration_set,status,train_rows,cal_rows,bt_rows,cal_tight_rows,bt_tight_rows,n_features,best_iteration,scale_pos_weight,hp_max_depth,hp_min_child_weight,hp_subsample,hp_colsample_bytree,hp_reg_alpha,hp_gamma,bt_full_logloss,bt_full_brier,bt_full_auc,bt_full_base_acc,bt_full_ece10,bt_full_p99_conf,bt_full_max_conf,bt_full_cov@0.55,bt_full_acc@0.55,bt_full_cov@0.60,bt_full_acc@0.60,bt_full_cov@0.65,bt_full_acc@0.65,bt_full_cov@0.70,bt_full_acc@0.70,bt_tight_logloss,bt_tight_brier,bt_tight_auc,bt_tight_base_acc,bt_tight_ece10,bt_tight_p99_conf,bt_tight_max_conf,bt_tight_cov@0.55,bt_tight_acc@0.55,bt_tight_cov@0.60,bt_tight_acc@0.60,bt_tight_cov@0.65,bt_tight_acc@0.65,bt_tight_cov@0.70,bt_tight_acc@0.70
PR,reduced,TIGHT,OK,1511457,105577,48626,30428,13225,78,914,0.9989353696647804,4,3,0.7,0.6,0.1,0.1,0.6088055312256258,0.2102157826822852,0.7290885607678046,0.672808785423436,0.0235380361885855,0.8428773281587078,0.8721512137591051,0.866779089376054,0.6946948846920376,0.7357380825073007,0.7168772361359571,0.5994324024184593,0.740050775353369,0.4505408629128449,0.7667062260361511,0.6715344456034209,0.2393239740578294,0.6143037069490097,0.5919092627599244,0.0221176455639643,0.746033852869399,0.8367745077524013,0.6507372400756144,0.6209621194515454,0.3648393194706994,0.6478756476683938,0.1547826086956521,0.6521739130434783,0.0447637051039697,0.6807432432432432
RA,full,ALL,OK,729458,50772,22940,24594,10865,292,459,1.0952044485805217,4,3,0.7,0.6,0.1,0.1,0.605538003657266,0.2088977513333678,0.7294759956612729,0.6721883173496077,0.0166185193732472,0.8414630572627354,0.8714165462521565,0.8629904097646033,0.696974289033692,0.7250653879686138,0.7213371009439067,0.5874455100261552,0.746957554170377,0.4410200523103749,0.7778985865375111,0.6633581278392877,0.2354618532064307,0.6235348505545676,0.5987114588127014,0.0115025162686613,0.7572588144581937,0.7976463191740235,0.7278416935112747,0.6296155791603439,0.473170731707317,0.6634895934643066,0.260377358490566,0.6967126193001061,0.1050161067648412,0.7318141980718668
RA,full,TIGHT,OK,729458,50772,22940,24594,10865,292,459,1.0952044485805217,4,3,0.7,0.6,0.1,0.1,0.6070409602181223,0.2093705678238524,0.7294759956612729,0.6713164777680907,0.0253817728996218,0.8140488337053231,0.8446345985596866,0.8462074978204011,0.6993612198640017,0.690976460331299,0.7274619897798246,0.5380557977332171,0.7558940290042939,0.3667829119442022,0.7928452579034941,0.6636983573297578,0.2356096693166376,0.6235348505545676,0.5971468016566958,0.0181156912342191,0.7317742975090025,0.770572076063089,0.6949838932351587,0.6317044100119189,0.4140819144040497,0.6717048232940653,0.195398067188219,0.7037211493170042,0.0543948458352508,0.7428087986463621
RA,reduced,ALL,OK,729458,50772,22940,24594,10865,78,663,1.0952044485805217,4,3,0.7,0.6,0.1,0.1,0.6060695521323924,0.2091818908509961,0.7284967080304928,0.6721447253705318,0.0153666996096416,0.8452027241396951,0.8754487835764638,0.8617262423714037,0.6948603804127883,0.7249346120313862,0.7197233914612147,0.584612031386225,0.7457311162478563,0.4351351351351351,0.7767982368262873,0.6650461215538014,0.2362437286983759,0.6201082330300609,0.5990796134376438,0.011560672996103,0.7616983756461893,0.808800450806067,0.7267372296364473,0.6248733535967579,0.476576161988035,0.6573966782541522,0.2638748274275195,0.6885245901639344,0.1075931891394385,0.718562874251497
RA,reduced,TIGHT,OK,729458,50772,22940,24594,10865,78,663,1.0952044485805217,4,3,0.7,0.6,0.1,0.1,0.6076447710275762,0.2096609757928004,0.7284967080304928,0.6721011333914559,0.0246694948129067,0.8155693757965624,0.8465546642440109,0.8421970357454228,0.6976708074534161,0.6877506538796861,0.7268809025797046,0.5265039232781168,0.7571617817519457,0.3557541412380122,0.7951231466732018,0.6650648749695875,0.2362537930175972,0.6201082330300609,0.5989875747814082,0.016065137897823,0.734507672384269,0.7795525283975174,0.6888173032673723,0.6281400320684126,0.4150023009664059,0.6664448880017743,0.1930050621260929,0.6971864568431092,0.0564196962724344,0.7259380097879282
SB,full,ALL,OK,257884,18139,8238,14522,6426,292,595,1.6091320227845287,4,3,0.7,0.6,0.1,0.1,0.5901489629047716,0.201921790886123,0.7263419310863435,0.6908230152949745,0.0115079077598922,0.8974400469938216,0.918293597297252,0.8877154649186696,0.7139340899767537,0.7660840009711095,0.7341150372365711,0.6327992231124059,0.7584883943986188,0.4930808448652585,0.7836041358936484,0.6145507207775666,0.2127007140520107,0.6864831474911303,0.6674447556800498,0.0106621589672441,0.8658237190957112,0.8927021505253073,0.8658574540927482,0.6914090582314881,0.7240896358543417,0.712013754566946,0.574540927482104,0.7361863488624052,0.4237472766884531,0.762027175908924
SB,full,TIGHT,OK,257884,18139,8238,14522,6426,292,595,1.6091320227845287,4,3,0.7,0.6,0.1,0.1,0.5901163897409959,0.2019161122368565,0.7263419310863435,0.6922796795338675,0.0125152214933003,0.8910834782547915,0.912300500313838,0.8834668608885652,0.713520197856554,0.7581937363437727,0.7350304194684598,0.6182325807234765,0.7598664834086001,0.4753580966253945,0.7893258426966292,0.614400115631925,0.2126470728278022,0.6864831474911303,0.6693121693121693,0.0118238814095967,0.8593089079781322,0.8862943241288055,0.8615001556178027,0.6907514450867052,0.7175536881419234,0.7128605508566471,0.5617802676626206,0.7373961218836566,0.406318082788671,0.7675220222137112
SB,reduced,ALL,OK,257884,18139,8238,14522,6426,78,898,1.6091320227845287,4,3,0.7,0.6,0.1,0.1,0.5918543006732273,0.2026186975612548,0.723761179336504,0.6927652342801651,0.0203681793074329,0.8959626099683619,0.922026012252096,0.8907501820830298,0.7125919869174162,0.7706967710609371,0.729721215939518,0.6431172614712308,0.7538693846734617,0.5020636076717649,0.781431334622824,0.6160044521349455,0.213283767479385,0.6835753948465575,0.6700902583255525,0.0204521032150709,0.8649718376981619,0.8883360793087064,0.870525988173047,0.6903825527350733,0.7303143479614068,0.7067973577668869,0.5865234982882042,0.7314937649243831,0.4354186118892001,0.7601858470335954
SB,reduced,TIGHT,OK,257884,18139,8238,14522,6426,78,898,1.6091320227845287,4,3,0.7,0.6,0.1,0.1,0.591753701077167,0.2025932257710422,0.723761179336504,0.6931294003398883,0.0194168284359128,0.8888916197270936,0.9155167513624742,0.8883224083515416,0.7139928942333971,0.7635348385530468,0.7311605723370429,0.6279436756494294,0.7575874734196791,0.4845836368050498,0.782565130260521,0.6157900646165634,0.2132132173667646,0.6835753948465575,0.6708683473389355,0.0200560618056851,0.8576873857996061,0.8811718681077595,0.8681917211328976,0.6918802652805163,0.7240896358543417,0.7075005372877713,0.574540927482104,0.735373781148429,0.4169000933706816,0.7611048898842852
TOV,full,ALL,OK,281484,19902,8909,15087,6647,292,987,1.4793798995860126,4,3,0.7,0.6,0.1,0.1,0.5751708481831835,0.1959108184015819,0.7425523297059257,0.6937927938040184,0.021360276465898,0.9103732898478,0.928345186387123,0.8678864070041531,0.7245214692188309,0.7395891794814233,0.7512520868113522,0.6304860253676058,0.778173402171978,0.5204849029071725,0.8018115160664222,0.6099824022472876,0.2109092703438269,0.6896022795711877,0.6613509854069505,0.0249761752012408,0.8823268373259665,0.928345186387123,0.8351135850759741,0.6946496126823996,0.676094478712201,0.724076546506453,0.5449074770573191,0.7531750414135836,0.4219948849104859,0.776114081996435
TOV,full,TIGHT,OK,281484,19902,8909,15087,6647,292,987,1.4793798995860126,4,3,0.7,0.6,0.1,0.1,0.5750342479636973,0.1958046592130133,0.7425523297059257,0.6948030081939611,0.0216041100682799,0.9046603196028956,0.9230860306598,0.8648557638343248,0.7256327060350422,0.7335278931417668,0.7525631216526396,0.6193736670782355,0.7814425516491482,0.5056684251880121,0.8035516093229744,0.6096076278582303,0.2107353397393489,0.6896022795711877,0.6624040920716112,0.0233302364643995,0.8762152415275327,0.9230860306598,0.8319542650819919,0.6956600361663653,0.668873175868813,0.725820962663068,0.5336241913645253,0.7558500140964195,0.4081540544606589,0.7781054183560634
TOV,reduced,ALL,OK,281484,19902,8909,15087,6647,81,968,1.4793798995860126,4,3,0.7,0.6,0.1,0.1,0.5753367964945311,0.1959572419195974,0.7416631731116734,0.6965989448871928,0.0211017185169499,0.90644048347709,0.925416569261117,0.8690088674374228,0.7230689744252131,0.7512627679874284,0.7479456148214553,0.6245369850712762,0.7751617541337168,0.5049949489280503,0.8059568793065126,0.6099323249238893,0.2108784861105438,0.6885513086899048,0.6648111930194073,0.020634373275835,0.8764615429498174,0.9177045637345228,0.8366180231683467,0.6937601150872146,0.6920415224913494,0.7210869565217392,0.5418986008725741,0.7481954469739034,0.4068000601775237,0.7814349112426036
TOV,reduced,TIGHT,OK,281484,19902,8909,15087,6647,81,968,1.4793798995860126,4,3,0.7,0.6,0.1,0.1,0.57534262932184,0.1958979817238074,0.7416631731116734,0.6958132225839039,0.0242122502438103,0.8997374192203452,0.9192349157223134,0.8646312717476708,0.7237439958457744,0.7401504096980581,0.751440703670003,0.613087888651925,0.777920175759795,0.4878213042990235,0.810630464795214,0.6096674245922348,0.2107457658511793,0.6885513086899048,0.664058973973221,0.0226793564424179,0.8693193903008802,0.9112846388115572,0.8309011584173311,0.6943690023537932,0.679705130133895,0.7246569278441788,0.5300135399428314,0.7513482827135963,0.3905521287799007,0.7865947611710323
FTA,full,ALL,OK,536121,39586,17400,16672,7266,292,522,1.324019125481713,4,3,0.7,0.6,0.1,0.1,0.6049128660708132,0.2085962186394778,0.7225503687358147,0.6737356321839081,0.0167387411059792,0.8733802785782663,0.903560719529124,0.8675862068965517,0.6970720720720721,0.7289080459770115,0.7217535283450288,0.5845402298850575,0.748500639071871,0.430919540229885,0.779941317684716,0.6631167369570639,0.2353303547868103,0.6008461670479477,0.6023947151114781,0.0200253363831596,0.8024529946809017,0.8446651620708543,0.7602532342416736,0.6288921071687184,0.5371593724194881,0.65231872918268,0.3377374071015689,0.6792991035044825,0.1791907514450867,0.7112135176651305
FTA,full,TIGHT,OK,536121,39586,17400,16672,7266,292,522,1.324019125481713,4,3,0.7,0.6,0.1,0.1,0.6060929537093442,0.2090103679473715,0.7225503687358147,0.6740229885057472,0.0166686581320394,0.8519342091369352,0.8827386115472423,0.85,0.6991210277214334,0.6944252873563218,0.727468343954316,0.5259770114942529,0.7578671328671329,0.3714367816091954,0.7912734024446851,0.6623027663478741,0.2349649823790903,0.6008461670479477,0.6052848885218828,0.0093736337725622,0.7833269503533082,0.8236289574450502,0.7517203413157171,0.6288905162943976,0.5196807046518029,0.6554555084745762,0.3117258464079273,0.6821192052980133,0.1489127442884668,0.7292051756007394
FTA,reduced,ALL,OK,536121,39586,17400,16672,7266,81,1161,1.324019125481713,4,3,0.7,0.6,0.1,0.1,0.6038190824265764,0.2081387197891456,0.7239209549425305,0.6746551724137931,0.0163691788604737,0.8739079085529091,0.9116513096917004,0.8660344827586207,0.6983874178777623,0.7223563218390805,0.7216166759487628,0.5717816091954023,0.7511307669112474,0.4260919540229885,0.783247909360669,0.661466529332234,0.2345875715962318,0.6063988769770288,0.6032204789430223,0.0198820475494673,0.8069487186533177,0.8509027237551313,0.7634186622625929,0.6311519740400217,0.5311037709881641,0.6522415133454262,0.3304431599229287,0.6855476884631404,0.1794660060556014,0.7200920245398773
FTA,reduced,TIGHT,OK,536121,39586,17400,16672,7266,81,1161,1.324019125481713,4,3,0.7,0.6,0.1,0.1,0.6056953829796314,0.2088184200082133,0.7239209549425305,0.6730459770114943,0.0202472870186812,0.8478159719097121,0.8867147412103957,0.8454022988505747,0.701631543167913,0.6763793103448276,0.7309032203245815,0.5053448275862069,0.7629932901171387,0.3537931034482758,0.7943469785575049,0.6606401803437323,0.2342094748183899,0.6063988769770288,0.6007431874483897,0.0105847567508475,0.7833939614818234,0.8251448036302267,0.7491054225158271,0.6320044093330883,0.5075695017891549,0.6591648590021691,0.2992017616295073,0.6927322907083716,0.1417561244150839,0.7359223300970874
FTM,full,ALL,OK,451724,33674,14583,16159,7055,292,639,1.3976730484445414,4,3,0.7,0.6,0.1,0.1,0.5988893042869334,0.2058933606164437,0.7231222286122877,0.6799698278817802,0.013613780713079,0.8707104992318551,0.9014586236063182,0.8627168620997051,0.7043160321119148,0.7187821435918536,0.7304903644342683,0.5713502022903381,0.7587614018242919,0.4250154289240896,0.7902549209422395,0.6481093337172837,0.2282203340809911,0.623157447166793,0.6231041814316088,0.0090081570906435,0.81235141838559,0.8478778293652731,0.770942593905032,0.652693509836367,0.5566265060240964,0.6842373312961548,0.3676824946846208,0.7112567463377024,0.21218993621545,0.7428189712758851
FTM,full,TIGHT,OK,451724,33674,14583,16159,7055,292,639,1.3976730484445414,4,3,0.7,0.6,0.1,0.1,0.60013222028467,0.206326278060077,0.7231222286122877,0.6785983679626962,0.0166954014212202,0.8515343581039216,0.882780932601475,0.8446821641637523,0.7077447637603507,0.6846327916066653,0.739082532051282,0.5262291709524789,0.7683085744070889,0.3704998971405061,0.8002961317786415,0.6479156786040904,0.2281273606889584,0.623157447166793,0.6215450035435861,0.0079681942196155,0.7947427661491687,0.8289844648279847,0.7574769666902905,0.656437125748503,0.539900779588944,0.6888947230244159,0.3476966690290574,0.7162657969832857,0.1844082211197732,0.7532667179093006
FTM,reduced,ALL,OK,451724,33674,14583,16159,7055,81,908,1.3976730484445414,4,3,0.7,0.6,0.1,0.1,0.597902121713007,0.2054073907106334,0.7246327829063953,0.6818898717684976,0.0081874449377248,0.8732398303651766,0.9049330246190336,0.8605910992251251,0.7052589641434263,0.7153534937941438,0.7332246932515337,0.5690872934238497,0.75985058440776,0.4226153740656929,0.7892260262858998,0.6466302701843845,0.2274953789106514,0.6279733518565295,0.6260807937632884,0.0076354899360444,0.8190781247640009,0.8607476156242861,0.7708008504606662,0.6531813166605369,0.5556343019135365,0.6877551020408164,0.3710843373493976,0.712375859434683,0.2163004961020553,0.7483617300131061
FTM,reduced,TIGHT,OK,451724,33674,14583,16159,7055,81,908,1.3976730484445414,4,3,0.7,0.6,0.1,0.1,0.5994705500604898,0.2059897453099299,0.7246327829063953,0.6809298498251388,0.0198711672808994,0.8524079826452137,0.8847600424611871,0.8409792223822259,0.7094748858447488,0.6814784337927724,0.7418997786274905,0.5204004662963725,0.7703254710765581,0.3665226633751628,0.8001870907390084,0.6465877599073256,0.2274849556029558,0.6279733518565295,0.6245216158752658,0.0106497362247634,0.7996372222379697,0.8399934946014144,0.7535081502480511,0.6566967644845748,0.5418851878100638,0.6934344755427675,0.3485471296952516,0.7193981293208621,0.1878100637845499,0.7532075471698113
FGA,full,ALL,OK,792240,56027,26008,17906,7892,292,592,1.0291993238051331,4,3,0.7,0.6,0.1,0.1,0.598242675917653,0.2056568927108163,0.7406259121618338,0.6805213780375269,0.0319412269875616,0.8457937330428682,0.8716307533471486,0.8725007689941556,0.7027586814736471,0.7403875730544448,0.7276692978811798,0.6108120578283605,0.7524235175626338,0.46797139341741,0.7816941911100156,0.6670366774253839,0.2372031183082883,0.6128138586244828,0.5938925494171313,0.0362901134640615,0.7452598344782837,0.81345168211023,0.676634566649772,0.6258426966292134,0.3802584896097313,0.6664445184938353,0.1635833755701976,0.7110766847405112,0.0453623922959959,0.7458100558659218
FGA,full,TIGHT,OK,792240,56027,26008,17906,7892,292,592,1.0291993238051331,4,3,0.7,0.6,0.1,0.1,0.6007844030552412,0.2064037198854397,0.7406259121618338,0.6819055675176868,0.0384937974228765,0.8045677167590939,0.8326411773826257,0.845932020916641,0.7079223671651289,0.6891341125807444,0.73698599564805,0.5270685942786835,0.770936679311351,0.3578129806213472,0.8048570814528261,0.6672840136762491,0.2372981830195662,0.6128138586244828,0.5965534718702483,0.0353630616795007,0.7119274189708348,0.7754943422902331,0.6192346680182463,0.6312666257417638,0.2935884439939178,0.6758739749676306,0.0885707045108971,0.7310443490701002,0.0171059300557526,0.7407407407407407
FGA,reduced,ALL,OK,792240,56027,26008,17906,7892,81,372,1.0291993238051331,4,3,0.7,0.6,0.1,0.1,0.6004044876568672,0.206575942709746,0.7378385055834285,0.6780605967394647,0.0291016088386936,0.844482680972593,0.8722051972029673,0.8668871116579514,0.7012773884502794,0.7331974776991694,0.7253657769154125,0.6036219624730852,0.7499203770940824,0.4668563518917256,0.7788667435348378,0.6695424353501079,0.2384138357570874,0.6057560172332513,0.5878104409528636,0.0365939756115299,0.7372271835840325,0.7970667883057153,0.6454637607704004,0.6209265802905379,0.3352762290927522,0.6613756613756614,0.1336796756208819,0.7014218009478673,0.0364926507856056,0.7569444444444444
FGA,reduced,TIGHT,OK,792240,56027,26008,17906,7892,81,372,1.0291993238051331,4,3,0.7,0.6,0.1,0.1,0.6017981525225565,0.2069303688897922,0.7378385055834285,0.6792525376807136,0.0339234212898813,0.8125495220457436,0.8416455818396646,0.8444709320209166,0.7071438328097255,0.6933251307290065,0.7341947648624667,0.5418332820670563,0.7639086006244677,0.3811904029529375,0.7964494654024612,0.6694804564111706,0.2383689589236421,0.6057560172332513,0.5908514951849975,0.0348484883160371,0.711854600234812,0.7680311375267593,0.5943993917891536,0.6352590066083991,0.273568170299037,0.6748494673459935,0.0847693867207298,0.7159940209267563,0.0157121135326913,0.7258064516129032
FGM,full,ALL,OK,529432,37360,16797,16627,7271,292,583,1.1210878030800788,4,3,0.7,0.6,0.1,0.1,0.5949308143476802,0.2042585288094504,0.74035707882913,0.6822051556825623,0.0317689343879281,0.8639739028241652,0.904352791892035,0.876049294516878,0.7048589874277947,0.7443591117461451,0.7315844197392626,0.610406620229803,0.7562664585974836,0.4683574447818063,0.7853057073852803,0.65553351290696,0.2317253924490865,0.6317316611564945,0.6122954201622886,0.0356091979723189,0.7798935774073075,0.8551523609093997,0.7461147022417824,0.6418433179723503,0.5025443542841425,0.6789819376026273,0.293357172328428,0.7107360525082044,0.1375326640077018,0.74
FGM,full,TIGHT,OK,529432,37360,16797,16627,7271,292,583,1.1210878030800788,4,3,0.7,0.6,0.1,0.1,0.594566842341904,0.2040457055493807,0.74035707882913,0.6829195689706495,0.0282836426596734,0.8599007915010437,0.9003214243900726,0.8729535036018337,0.7059946804883039,0.7361433589331429,0.7334411645774364,0.5982615943323213,0.7602746541944472,0.4531761624099542,0.7882291119285338,0.6548922848016481,0.2314134017019117,0.6317316611564945,0.6132581488103425,0.0319761804513377,0.7770354015858856,0.8511749198570587,0.7425388529775822,0.6430820522318947,0.4925044698115802,0.6794191566601508,0.2848301471599505,0.7151134717527764,0.1309310961353321,0.7447478991596639
FGM,reduced,ALL,OK,529432,37360,16797,16627,7271,81,941,1.1210878030800788,4,3,0.7,0.6,0.1,0.1,0.593997966940662,0.2038239929112759,0.741402214595912,0.6852414121569328,0.0304203694900706,0.868766132291174,0.9014005404773184,0.8772995177710305,0.7056867535287731,0.7460856105256891,0.7322055537823172,0.6130856700601298,0.7573315206836279,0.4714532356968506,0.7855789872458644,0.6537982967012103,0.2309140734923579,0.6353552456901358,0.6186219227066428,0.0353057073192192,0.7895980159529888,0.8303843895333903,0.752303672122129,0.6431444241316271,0.5081831935084583,0.6784844384303113,0.3028469261449594,0.7138964577656676,0.148947875120341,0.7469990766389658
FGM,reduced,TIGHT,OK,529432,37360,16797,16627,7271,81,941,1.1210878030800788,4,3,0.7,0.6,0.1,0.1,0.5935761187518088,0.2035844630117713,0.741402214595912,0.6845865333095196,0.0273532889926573,0.8646912755979155,0.8973234026981377,0.8730725724831815,0.7071258097511081,0.7379293921533607,0.7334409035901573,0.5992141453831041,0.7604570293094883,0.4551407989521938,0.7892740353172008,0.6530955374065279,0.2305706055826661,0.6353552456901358,0.6179342593866043,0.0309378745404,0.7867142655868316,0.826753000301796,0.7454270389217439,0.6455719557195572,0.4996561683399807,0.6787778695293146,0.2929445743364049,0.7169014084507043,0.1438591665520561,0.751434034416826
3PM,full,ALL,OK,248819,18841,8582,14086,6232,292,575,1.5697274520536626,4,3,0.7,0.6,0.1,0.1,0.5782926110415921,0.1974107475133635,0.7366365100334988,0.694826380797017,0.0239028386255123,0.9264096727008694,0.9372522809633784,0.872873456070846,0.7193966092644507,0.7423677464460499,0.7490189923088997,0.607900256350501,0.7766915852022235,0.4737823351200186,0.8044761436301033,0.6000975777621795,0.2073153728529572,0.6933151388572973,0.6710526315789473,0.0270937706134616,0.9323709256362116,0.9372522809633784,0.8303915275994865,0.701256038647343,0.667201540436457,0.7354497354497355,0.5121951219512195,0.7644110275689223,0.3679396662387676,0.7959005669428696
3PM,full,TIGHT,OK,248819,18841,8582,14086,6232,292,575,1.5697274520536626,4,3,0.7,0.6,0.1,0.1,0.5781807353195539,0.1973396834328954,0.7366365100334988,0.6938941971568399,0.0222013238058644,0.9252297713741784,0.9361219174885242,0.8717082265206245,0.7195562090629595,0.7405033791656956,0.7507474429583005,0.6047541365649033,0.7766859344894027,0.4686553250990445,0.8050721034311288,0.5999455833092955,0.2072270026240134,0.6933151388572973,0.6697689345314506,0.0251631215645022,0.9312155374722632,0.9361219174885242,0.8291078305519898,0.7015676407973679,0.6663992297817715,0.7368167589694197,0.5105905006418485,0.764299182903834,0.3650513478818998,0.7951648351648352
3PM,reduced,ALL,OK,248819,18841,8582,14086,6232,81,496,1.5697274520536626,4,3,0.7,0.6,0.1,0.1,0.5805034876715698,0.1982997434243883,0.7334859222336885,0.6893498019109765,0.0258959983423191,0.920629361560102,0.9329041611189924,0.8661151246795619,0.7196286829005785,0.7353763691447215,0.7494850261448265,0.6026567233745048,0.775908739365816,0.4698205546492659,0.7991071428571429,0.6025379493657208,0.2083322147283264,0.689201619666868,0.6646341463414634,0.029807617917066,0.9286475626419702,0.9329041611189924,0.8238125802310655,0.7008180755746007,0.6609435173299102,0.7346443311483369,0.5093068035943518,0.7621298046628859,0.3661745827984595,0.7857142857142857
3PM,reduced,TIGHT,OK,248819,18841,8582,14086,6232,81,496,1.5697274520536626,4,3,0.7,0.6,0.1,0.1,0.5804229240104496,0.1982281393360384,0.7334859222336885,0.6894663248659986,0.024834140516058,0.9180146106085858,0.9304286737215156,0.8618037753437428,0.7205246078961601,0.7315311116289909,0.7508760751831793,0.5960149149382429,0.7777126099706745,0.4620135166627825,0.8,0.6024067705503862,0.2082359974928431,0.689201619666868,0.6647946084724005,0.0281670234942328,0.9261180780410349,0.9304286737215156,0.8185173299101413,0.7018231719270731,0.6570924261874198,0.7365079365079366,0.5044929396662388,0.7646310432569975,0.3612002567394095,0.7858729453576189
3PA,full,ALL,OK,402339,30063,13768,15685,6853,292,676,1.2091972325938942,4,3,0.7,0.6,0.1,0.1,0.6014511164893531,0.2070508522632009,0.728023819496793,0.6797646717024985,0.0167845379467889,0.8745284338336681,0.909116743425768,0.8717315514235909,0.7000499916680554,0.7372167344567112,0.7257142857142858,0.6003050552004648,0.7491833030852995,0.4559848925043579,0.7800254858235107,0.6452615957649415,0.2273325137225808,0.641879905308348,0.6239603093535678,0.0177033509738117,0.8927531963433473,0.909116743425768,0.7592295345104334,0.6492408226023448,0.5266306726980884,0.6888334718758659,0.3287611265139355,0.7230359520639148,0.1796293594046403,0.776604386677498
3PA,full,TIGHT,OK,402339,30063,13768,15685,6853,292,676,1.2091972325938942,4,3,0.7,0.6,0.1,0.1,0.6015646304615521,0.2070171399373,0.728023819496793,0.6799099360836722,0.0177637789962755,0.8590024971629628,0.8946000483826401,0.860691458454387,0.7030379746835443,0.7148460197559559,0.7297297297297297,0.5647152818128994,0.7560128617363344,0.4068855316676351,0.7884684041413781,0.6451822255127524,0.2272454371069405,0.641879905308348,0.62425215234204,0.0171236351072987,0.8776111789876457,0.8946000483826401,0.7408434262366846,0.6547173527673823,0.4993433532759375,0.6940385739333723,0.2987012987012987,0.7298485588666341,0.1565737633153363,0.7837837837837838
3PA,reduced,ALL,OK,402339,30063,13768,15685,6853,81,710,1.2091972325938942,4,3,0.7,0.6,0.1,0.1,0.6013320667532638,0.2069981695695316,0.7278367041461962,0.6770772806507844,0.0134893878114522,0.8810375061282998,0.9133252728240286,0.8734020918070889,0.7002910602910603,0.7391778036025567,0.723887196619829,0.6027019174898315,0.750180766449747,0.4572196397443347,0.7795075456711676,0.6454606619420441,0.2274319529673284,0.6406579680917123,0.6195826645264848,0.0147705430729066,0.8932549580941734,0.9133252728240286,0.7641908653144608,0.6503723505823945,0.5356778053407267,0.6840098065922092,0.3416022180067123,0.7249038872276805,0.1869254341164453,0.7689305230288837
3PA,reduced,TIGHT,OK,402339,30063,13768,15685,6853,81,710,1.2091972325938942,4,3,0.7,0.6,0.1,0.1,0.6012891666188405,0.2069248394372594,0.7278367041461962,0.6783120278907612,0.0136260838010987,0.8689703594956374,0.9020750321612716,0.8633062173155143,0.7021706208985361,0.7199302730970366,0.7285108958837773,0.5735037768739105,0.756079027355623,0.4177077280650784,0.7885585115632064,0.6452913942960212,0.2273163517115313,0.6406579680917123,0.6210418794688458,0.0130295550967462,0.8813943271555674,0.9020750321612716,0.7484313439369619,0.6529537921622148,0.5117466802860061,0.6891930424864556,0.3201517583540055,0.7297174111212398,0.1708740697504742,0.7822374039282665
