Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
23,VJ Edgecombe,FTM,3.5,UNDER,80.50%,B,STRONG BET,72.02,❌ MISS,6,UNDER,82.20%,73.7,❌ MISS,UNDER,80.40%,71.9,❌ MISS,UNDER,80.70%,72.18,❌ MISS,UNDER,78.80%,70.3,❌ MISS,-3.97,-3.25,-1.5,-1.3,-0.29,1.8,2,0.0121,100.00%
24,VJ Edgecombe,AST,4.5,UNDER,73.60%,C,STRONG BET,71.66,❌ MISS,5,UNDER,76.80%,74.87,❌ MISS,UNDER,75.20%,73.22,❌ MISS,UNDER,71.90%,69.91,❌ MISS,UNDER,70.60%,68.65,❌ MISS,-0.45,-1.4,-1.5,-1.9,1.29,2,2,0.0249,100.00%
25,Brandon Miller,3PM,3.5,UNDER,70.10%,S,STRONG BET,71.64,✅ HIT,3,UNDER,69.00%,70.5,✅ HIT,UNDER,69.00%,70.54,✅ HIT,UNDER,71.30%,72.8,✅ HIT,UNDER,71.20%,72.71,✅ HIT,-0.26,-0.32,1.5,-0.5,0.1,1,1.6,0.0112,100.00%
26,Jaden McDaniels,STL,1.5,UNDER,72.90%,A,STRONG BET,71.58,✅ HIT,1,UNDER,72.40%,71.11,✅ HIT,UNDER,72.30%,71.04,✅ HIT,UNDER,73.40%,72.14,✅ HIT,UNDER,73.30%,72.02,✅ HIT,-0.43,0.31,-1.73,0.3,-0.72,1,1.2,0.005,100.00%
27,Tyler Herro,TOV,2.5,UNDER,71.70%,A,STRONG BET,71.39,NO GAME,,UNDER,70.40%,70.13,NO GAME,UNDER,70.10%,69.76,NO GAME,UNDER,73.40%,73.1,NO GAME,UNDER,72.90%,72.56,NO GAME,-0.37,-0.06,-0.27,-0.1,-0.5,1,0.8,0.0146,100.00%
28,LaMelo Ball,STL,1.5,UNDER,70.50%,A,STRONG BET,71.29,✅ HIT,1,UNDER,67.50%,68.31,✅ HIT,UNDER,67.50%,68.33,✅ HIT,UNDER,73.50%,74.31,✅ HIT,UNDER,73.40%,74.19,✅ HIT,-0.2,0.05,-0.25,0.1,-0.47,1.6,1.2,0.0297,100.00%
29,Tyler Herro,3PA,7.5,UNDER,74.20%,B,STRONG BET,71.08,NO GAME,,UNDER,75.40%,72.3,NO GAME,UNDER,74.20%,71.04,NO GAME,UNDER,74.10%,70.93,NO GAME,UNDER,73.20%,70.04,NO GAME,-0.49,-0.39,-2.3,-0.9,-0.25,1.2,1.2,0.0081,100.00%
30,Alex Sarr,REB,5.5,OVER,73.20%,B,STRONG BET,70.84,✅ HIT,6,OVER,72.90%,70.47,✅ HIT,OVER,72.70%,70.33,✅ HIT,OVER,73.90%,71.45,✅ HIT,OVER,73.50%,71.1,✅ HIT,-0.78,-0.68,-0.35,-1.9,-0.29,1.6,1.6,0.0045,100.00%
31,VJ Edgecombe,FGA,16.5,UNDER,72.10%,D,STRONG BET,70.8,✅ HIT,15,UNDER,75.20%,73.93,✅ HIT,UNDER,72.00%,70.64,✅ HIT,UNDER,71.70%,70.43,✅ HIT,UNDER,69.50%,68.19,✅ HIT,-0.77,-0.4,1.5,-1.7,-1.54,1.6,1.2,0.0205,100.00%
32,Alperen Sengun,TOV,3.5,UNDER,69.00%,A,BET,70.56,✅ HIT,3,UNDER,66.90%,68.5,✅ HIT,UNDER,66.70%,68.23,✅ HIT,UNDER,71.40%,72.99,✅ HIT,UNDER,70.90%,72.51,✅ HIT,-0.09,1.17,-0.37,1.9,-2.04,1,0.4,0.022,100.00%
33,Brandon Miller,TOV,3.5,UNDER,70.00%,A,BET,70.5,❌ MISS,4,UNDER,75.70%,76.27,❌ MISS,UNDER,75.20%,75.77,❌ MISS,UNDER,64.60%,65.1,❌ MISS,UNDER,64.30%,64.85,❌ MISS,-0.63,-0.88,1.5,-0.9,0.25,1.2,1.6,0.0552,100.00%
34,Collin Sexton,3PM,2.5,UNDER,70.50%,S,STRONG BET,70.3,NO GAME,,UNDER,71.90%,71.74,NO GAME,UNDER,71.90%,71.74,NO GAME,UNDER,69.10%,68.88,NO GAME,UNDER,69.00%,68.83,NO GAME,-0.52,0.49,-0.6,0.9,-1.86,1.4,0.8,0.0144,100.00%
35,Josh Giddey,FGA,14.5,UNDER,72.60%,D,STRONG BET,70.26,❌ MISS,16,UNDER,74.00%,71.6,❌ MISS,UNDER,70.80%,68.45,❌ MISS,UNDER,74.10%,71.74,❌ MISS,UNDER,71.60%,69.27,❌ MISS,-0.65,-1.57,-0.81,-2.7,1.58,1.8,2,0.0144,100.00%
36,Derrick White,BLK,1.5,UNDER,70.70%,S,STRONG BET,70.21,✅ HIT,1,UNDER,70.00%,69.53,✅ HIT,UNDER,70.20%,69.73,✅ HIT,UNDER,71.20%,70.7,✅ HIT,UNDER,71.40%,70.89,✅ HIT,-0.05,-0.71,-0.46,-0.7,0.65,0.8,1.2,0.0059,100.00%
37,Russell Westbrook,3PA,6.5,UNDER,75.00%,B,STRONG BET,70.08,✅ HIT,4,UNDER,75.90%,70.95,✅ HIT,UNDER,74.60%,69.66,✅ HIT,UNDER,75.30%,70.31,✅ HIT,UNDER,74.30%,69.37,✅ HIT,-0.71,-0.4,-4.5,-0.3,-0.23,1.2,1.2,0.0061,100.00%
38,Quentin Grimes,3PA,7.5,UNDER,74.40%,B,STRONG BET,70.04,✅ HIT,4,UNDER,74.50%,70.19,✅ HIT,UNDER,73.30%,68.97,✅ HIT,UNDER,75.30%,70.97,✅ HIT,UNDER,74.40%,70.03,✅ HIT,-0.85,-0.99,-1.72,-2.5,0.34,1.4,1.2,0.0071,100.00%
39,Luka Dončić,TOV,4.5,UNDER,70.10%,A,STRONG BET,69.95,✅ HIT,4,UNDER,66.90%,66.74,✅ HIT,UNDER,66.70%,66.47,✅ HIT,UNDER,73.80%,73.56,✅ HIT,UNDER,73.20%,73.01,✅ HIT,-0.21,-0.23,-0.89,-0.5,0.04,1.6,1.2,0.0334,100.00%
40,Tyler Herro,PTS,25.5,UNDER,73.30%,D,STRONG BET,69.89,NO GAME,,UNDER,74.70%,71.36,NO GAME,UNDER,74.30%,70.9,NO GAME,UNDER,72.20%,68.82,NO GAME,UNDER,71.90%,68.5,NO GAME,-0.7,-0.18,-0.85,-0.9,-2.55,1.8,1.6,0.0125,100.00%
41,Kristaps Porziņģis,BLK,1.5,UNDER,71.20%,S,STRONG BET,69.87,❌ MISS,4,UNDER,74.20%,72.81,❌ MISS,UNDER,74.20%,72.89,❌ MISS,UNDER,68.10%,66.75,❌ MISS,UNDER,68.40%,67.03,❌ MISS,-0.48,-1.84,-0.19,-0.9,0.66,1.4,2,0.0298,100.00%
42,Alex Sarr,AST,1.5,OVER,73.70%,C,STRONG BET,69.54,❌ MISS,1,OVER,75.00%,70.93,❌ MISS,OVER,72.70%,68.56,❌ MISS,OVER,74.70%,70.55,❌ MISS,OVER,72.20%,68.12,❌ MISS,-0.71,-0.84,-2.71,-1.5,0.24,1.4,1.2,0.0122,100.00%
43,Tobias Harris,3PM,1.5,UNDER,76.20%,S,STRONG BET,69.5,✅ HIT,0,UNDER,76.60%,69.92,✅ HIT,UNDER,76.60%,69.88,✅ HIT,UNDER,75.90%,69.19,✅ HIT,UNDER,75.80%,69.02,✅ HIT,-0.56,-1.75,-6,-0.7,0.48,1.8,2,0.004,100.00%
44,Luka Dončić,FGA,23.5,UNDER,71.20%,D,STRONG BET,69.46,❌ MISS,24,UNDER,72.60%,70.81,❌ MISS,UNDER,69.60%,67.83,❌ MISS,UNDER,72.50%,70.76,❌ MISS,UNDER,70.20%,68.43,❌ MISS,-0.44,-0.33,-0.48,-1.1,-0.4,1,0.8,0.0134,100.00%
45,Onyeka Okongwu,FTM,2.5,UNDER,69.10%,B,STRONG BET,69.41,✅ HIT,1,UNDER,70.80%,71.06,✅ HIT,UNDER,69.80%,70.08,✅ HIT,UNDER,68.30%,68.65,✅ HIT,UNDER,67.50%,67.84,✅ HIT,-0.18,-0.47,0,-1.1,0.67,1.4,1.6,0.0125,100.00%
46,Giannis Antetokounmpo,TOV,2.5,OVER,67.10%,A,BET,69.39,✅ HIT,4,OVER,66.40%,68.63,✅ HIT,OVER,65.60%,67.83,✅ HIT,OVER,68.80%,71.03,✅ HIT,OVER,67.80%,70.08,✅ HIT,-0.99,-0.4,3,-0.3,-0.44,1.4,1.2,0.0124,100.00%
47,Luka Dončić,3PA,11.5,UNDER,70.20%,B,STRONG BET,69.37,❌ MISS,12,UNDER,71.00%,70.21,❌ MISS,UNDER,70.00%,69.2,❌ MISS,UNDER,70.20%,69.38,❌ MISS,UNDER,69.50%,68.7,❌ MISS,-0.37,0.03,-0.75,0.1,-1.2,1.4,1.2,0.0054,100.00%
48,Alex Sarr,PRA,17.5,OVER,80.30%,D,STRONG BET,69.34,✅ HIT,35,OVER,81.50%,70.62,✅ HIT,OVER,81.10%,70.16,✅ HIT,OVER,79.10%,68.22,✅ HIT,OVER,79.30%,68.37,✅ HIT,-1.63,-0.74,-0.47,-4.5,-5.38,1.8,1.6,0.0106,100.00%
49,Tyler Herro,PR,31.5,UNDER,73.90%,D,STRONG BET,68.88,NO GAME,,UNDER,76.10%,71.05,NO GAME,UNDER,75.40%,70.35,NO GAME,UNDER,72.20%,67.13,NO GAME,UNDER,72.10%,67.02,NO GAME,-0.67,-0.29,-0.98,-2.1,-2.8,1.8,1.6,0.0182,100.00%
50,Victor Wembanyama,SB,4.5,UNDER,70.10%,A,STRONG BET,68.51,✅ HIT,3,UNDER,72.00%,70.35,✅ HIT,UNDER,71.60%,69.99,✅ HIT,UNDER,68.60%,67.02,✅ HIT,UNDER,68.30%,66.7,✅ HIT,-0.28,0.76,-2,1.3,-1.78,0.4,0.4,0.0166,100.00%
51,Anthony Edwards,PTS,29.5,UNDER,67.20%,D,STRONG BET,68.18,✅ HIT,14,UNDER,68.30%,69.24,✅ HIT,UNDER,68.00%,68.97,✅ HIT,UNDER,66.30%,67.32,✅ HIT,UNDER,66.20%,67.21,✅ HIT,0.01,0.04,0,0.3,-0.19,0.8,0.8,0.0093,100.00%
52,Onyeka Okongwu,SB,2.5,UNDER,67.40%,A,BET,68.01,❌ MISS,5,UNDER,65.70%,66.38,❌ MISS,UNDER,65.60%,66.25,❌ MISS,UNDER,69.20%,69.88,❌ MISS,UNDER,68.90%,69.54,❌ MISS,-0.19,0.17,0,0.3,-0.63,1,0.8,0.017,100.00%
53,Jaylen Wells,3PA,6.5,UNDER,72.20%,B,STRONG BET,68,❌ MISS,9,UNDER,71.70%,67.56,❌ MISS,UNDER,70.70%,66.5,❌ MISS,UNDER,73.60%,69.42,❌ MISS,UNDER,72.70%,68.56,❌ MISS,-0.66,-0.05,-3.45,-0.1,-1.13,1.2,0.8,0.0109,100.00%
54,Amen Thompson,SB,2.5,UNDER,68.10%,A,BET,67.99,✅ HIT,1,UNDER,67.80%,67.65,✅ HIT,UNDER,67.60%,67.44,✅ HIT,UNDER,68.70%,68.6,✅ HIT,UNDER,68.40%,68.27,✅ HIT,-0.3,-0.26,-0.23,-0.3,-0.05,1,1.2,0.0047,100.00%
55,Devin Booker,3PA,7.5,UNDER,68.80%,B,STRONG BET,67.89,✅ HIT,7,UNDER,69.70%,68.75,✅ HIT,UNDER,68.80%,67.83,✅ HIT,UNDER,68.70%,67.8,✅ HIT,UNDER,68.10%,67.2,✅ HIT,-0.54,-0.09,0.08,-0.3,-1.49,1.4,1.2,0.0055,100.00%
56,Kristaps Porziņģis,AST,2.5,UNDER,66.60%,C,STRONG BET,67.73,✅ HIT,2,UNDER,69.10%,70.2,✅ HIT,UNDER,67.90%,69.03,✅ HIT,UNDER,65.10%,66.22,✅ HIT,UNDER,64.40%,65.48,✅ HIT,0.16,-0.2,-0.69,-0.3,0.54,1.6,1.6,0.0195,100.00%
57,Brandin Podziemski,STL,1.5,UNDER,67.90%,A,BET,67.68,❌ MISS,2,UNDER,66.50%,66.2,❌ MISS,UNDER,66.50%,66.24,❌ MISS,UNDER,69.40%,69.16,❌ MISS,UNDER,69.40%,69.11,❌ MISS,-0.44,-0.56,-0.27,-0.5,0.11,1.4,1.2,0.0146,100.00%
58,Alex Sarr,PTS,10.5,OVER,74.40%,D,STRONG BET,67.65,✅ HIT,28,OVER,75.90%,69.12,✅ HIT,OVER,74.80%,68.03,✅ HIT,OVER,74.10%,67.35,✅ HIT,OVER,72.90%,66.12,✅ HIT,-2.24,-0.38,0.51,-1.1,-5.33,1.8,1.6,0.0109,100.00%
59,Kevin Durant,3PM,2.5,UNDER,67.70%,S,BET,67.63,❌ MISS,4,UNDER,69.70%,69.55,❌ MISS,UNDER,69.70%,69.58,❌ MISS,UNDER,65.80%,65.69,❌ MISS,UNDER,65.80%,65.7,❌ MISS,-0.16,-0.6,-0.37,-0.7,0.52,1.2,1.2,0.0194,100.00%
60,Alex Sarr,3PM,0.5,OVER,68.30%,S,BET,67.62,✅ HIT,4,OVER,68.80%,68.11,✅ HIT,OVER,68.40%,67.69,✅ HIT,OVER,68.30%,67.65,✅ HIT,OVER,67.70%,67.02,✅ HIT,-0.64,-0.4,-0.58,-0.3,-0.18,1.4,1.2,0.0039,100.00%
61,Alperen Sengun,PA,23.5,OVER,69.80%,D,STRONG BET,67.56,❌ MISS,18,OVER,67.00%,64.8,❌ MISS,OVER,67.50%,65.2,❌ MISS,OVER,72.20%,69.89,❌ MISS,OVER,72.60%,70.36,❌ MISS,-0.46,-0.16,0.46,-1.1,-1.99,1,1.2,0.0257,100.00%
62,Quentin Grimes,REB,4.5,UNDER,68.10%,B,STRONG BET,67.47,✅ HIT,3,UNDER,70.10%,69.43,✅ HIT,UNDER,68.60%,67.94,✅ HIT,UNDER,67.60%,66.95,✅ HIT,UNDER,66.20%,65.56,✅ HIT,-0.44,-0.36,-0.37,-0.7,-0.16,1.4,0.8,0.0141,100.00%
63,Reed Sheppard,PTS,14.5,OVER,62.20%,D,DO NOT BET,67.45,❌ MISS,7,OVER,62.60%,67.87,❌ MISS,OVER,61.80%,67.04,❌ MISS,OVER,62.70%,67.93,❌ MISS,OVER,61.70%,66.94,❌ MISS,0.17,-0.89,3.65,-4.9,5.84,1.4,1.6,0.0046,100.00%
64,Reed Sheppard,REB,2.5,OVER,66.90%,B,STRONG BET,67.37,✅ HIT,7,OVER,67.60%,68.1,✅ HIT,OVER,67.70%,68.18,✅ HIT,OVER,66.10%,66.62,✅ HIT,OVER,66.10%,66.59,✅ HIT,-0.16,-0.97,0.06,-1.5,1.25,1.8,2,0.0077,100.00%
65,Cooper Flagg,3PM,0.5,OVER,67.40%,S,BET,67.32,✅ HIT,1,OVER,66.90%,66.83,✅ HIT,OVER,66.50%,66.42,✅ HIT,OVER,68.40%,68.34,✅ HIT,OVER,67.80%,67.7,✅ HIT,-0.72,-0.4,0,-0.3,-0.24,1.6,1.2,0.0075,100.00%
66,Michael Porter Jr.,3PA,9.5,UNDER,65.80%,B,STRONG BET,67.23,✅ HIT,6,UNDER,67.90%,69.3,✅ HIT,UNDER,67.10%,68.5,✅ HIT,UNDER,64.30%,65.72,✅ HIT,UNDER,64.00%,65.39,✅ HIT,-0.02,0.15,-0.24,0.7,-0.81,1.6,1.2,0.017,100.00%
67,Anthony Edwards,FTM,5.5,UNDER,65.50%,B,STRONG BET,67.2,❌ MISS,9,UNDER,67.50%,69.24,❌ MISS,UNDER,66.90%,68.57,❌ MISS,UNDER,64.00%,65.66,❌ MISS,UNDER,63.60%,65.33,❌ MISS,0.02,-0.2,0.15,-0.9,1.01,1.6,1.6,0.0173,100.00%
68,Stephon Castle,STL,1.5,UNDER,66.80%,A,BET,66.99,✅ HIT,0,UNDER,61.70%,61.87,✅ HIT,UNDER,61.80%,62.01,✅ HIT,UNDER,71.90%,72.09,✅ HIT,UNDER,71.80%,71.99,✅ HIT,-0.3,-0.94,0.27,-0.7,0.48,1.4,1.6,0.0505,100.00%
69,Michael Porter Jr.,3PM,3.5,UNDER,64.40%,S,BET WITH CAUTION,66.98,✅ HIT,1,UNDER,66.90%,69.46,✅ HIT,UNDER,66.90%,69.53,✅ HIT,UNDER,61.80%,64.42,✅ HIT,UNDER,61.90%,64.52,✅ HIT,-0.03,-0.04,1.15,-0.1,0.03,1.6,1.2,0.0252,100.00%
70,Jaylen Wells,3PM,2.5,UNDER,71.20%,S,STRONG BET,66.98,❌ MISS,3,UNDER,68.70%,64.42,❌ MISS,UNDER,68.70%,64.46,❌ MISS,UNDER,73.90%,69.58,❌ MISS,UNDER,73.70%,69.45,❌ MISS,-0.7,0.56,-4.5,0.5,-1.13,1,0.8,0.0254,100.00%
71,Giannis Antetokounmpo,3PM,0.5,UNDER,76.40%,S,STRONG BET,66.94,✅ HIT,0,UNDER,76.60%,67.16,✅ HIT,UNDER,76.60%,67.11,✅ HIT,UNDER,76.30%,66.83,✅ HIT,UNDER,76.10%,66.66,✅ HIT,-6,-6,1,-0.5,0.45,1.6,2,0.0021,100.00%
72,Jaden McDaniels,3PM,1.5,UNDER,69.00%,S,BET,66.76,✅ HIT,0,UNDER,70.50%,68.25,✅ HIT,UNDER,70.50%,68.28,✅ HIT,UNDER,67.50%,65.27,✅ HIT,UNDER,67.50%,65.26,✅ HIT,-0.12,-3.25,-0.19,-1.3,1.25,1.4,2,0.015,100.00%
73,Quentin Grimes,PTS,18.5,UNDER,76.50%,D,STRONG BET,66.67,❌ MISS,23,UNDER,77.00%,67.13,❌ MISS,UNDER,76.50%,66.62,❌ MISS,UNDER,76.50%,66.68,❌ MISS,UNDER,76.10%,66.23,❌ MISS,-0.65,-0.61,-4.5,-5.3,-0.39,1.6,1.6,0.0032,100.00%
74,VJ Edgecombe,3PM,2.5,UNDER,64.20%,S,BET WITH CAUTION,66.66,✅ HIT,1,UNDER,64.50%,66.87,✅ HIT,UNDER,64.50%,66.97,✅ HIT,UNDER,64.00%,66.38,✅ HIT,UNDER,64.00%,66.43,✅ HIT,-0.19,0.13,1.5,0.3,-0.73,1.4,1.2,0.0026,100.00%
75,Brandin Podziemski,3PA,7.5,UNDER,70.30%,B,STRONG BET,66.61,✅ HIT,4,UNDER,70.30%,66.54,✅ HIT,UNDER,69.30%,65.57,✅ HIT,UNDER,71.30%,67.55,✅ HIT,UNDER,70.50%,66.81,✅ HIT,-1.7,-0.19,-0.52,-0.3,-2.42,1.4,1.2,0.0071,100.00%
76,LaMelo Ball,AST,7.5,UNDER,66.50%,C,STRONG BET,66.51,✅ HIT,4,UNDER,68.20%,68.21,✅ HIT,UNDER,67.10%,67.11,✅ HIT,UNDER,65.80%,65.76,✅ HIT,UNDER,65.00%,64.97,✅ HIT,-0.13,-0.59,-0.42,-1.1,0.85,1.4,1.2,0.0124,100.00%
77,Quentin Grimes,3PM,2.5,UNDER,69.30%,S,BET,66.5,✅ HIT,0,UNDER,69.50%,66.72,✅ HIT,UNDER,69.60%,66.76,✅ HIT,UNDER,69.10%,66.29,✅ HIT,UNDER,69.10%,66.24,✅ HIT,-0.58,-1.11,-1.86,-1.3,0.63,1.4,1.6,0.0024,100.00%
