Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
78,Deni Avdija,PRA,30.5,OVER,71.20%,D,STRONG BET,66.37,✅ HIT,33,OVER,69.00%,64.1,✅ HIT,OVER,68.70%,63.81,✅ HIT,OVER,73.60%,68.69,✅ HIT,OVER,73.80%,68.88,✅ HIT,-0.49,0.29,1.37,4.5,-11.96,1.4,1.2,0.0242,100.00%
79,Jalen Green,FTM,2.5,UNDER,66.30%,B,STRONG BET,66.27,✅ HIT,2,UNDER,65.30%,65.26,✅ HIT,UNDER,64.80%,64.82,✅ HIT,UNDER,67.90%,67.89,✅ HIT,UNDER,67.20%,67.12,✅ HIT,-0.29,0.23,-0.75,0.5,-1.12,1.4,0.8,0.0127,100.00%
80,LeBron James,PA,24.5,OVER,71.60%,D,STRONG BET,66.06,NO GAME,,OVER,71.60%,66.09,NO GAME,OVER,72.00%,66.49,NO GAME,OVER,71.10%,65.59,NO GAME,OVER,71.60%,66.06,NO GAME,-1,-0.48,-1.51,-1.9,-2.03,1.4,1.2,0.0032,100.00%
81,RJ Barrett,FTM,3.5,UNDER,67.60%,B,STRONG BET,65.99,✅ HIT,3,UNDER,68.70%,67.1,✅ HIT,UNDER,67.90%,66.32,✅ HIT,UNDER,67.20%,65.61,✅ HIT,UNDER,66.50%,64.92,✅ HIT,-0.21,-0.88,-1.5,-0.9,0.68,1.2,1.6,0.0081,100.00%
82,Scottie Barnes,BLK,1.5,UNDER,65.70%,S,BET,65.87,✅ HIT,0,UNDER,63.40%,63.57,✅ HIT,UNDER,63.80%,63.97,✅ HIT,UNDER,67.70%,67.82,✅ HIT,UNDER,68.00%,68.12,✅ HIT,6,-6,-1.33,-0.5,0.57,1.4,2,0.0211,100.00%
83,Jerami Grant,AST,1.5,OVER,67.40%,C,STRONG BET,65.83,✅ HIT,3,OVER,67.50%,65.9,✅ HIT,OVER,65.50%,63.93,✅ HIT,OVER,69.40%,67.84,✅ HIT,OVER,67.20%,65.66,✅ HIT,-0.78,-0.71,-0.5,-0.7,-0.07,1.2,1.6,0.0139,100.00%
84,Quentin Grimes,PR,23.5,UNDER,76.00%,D,STRONG BET,65.78,❌ MISS,26,UNDER,76.10%,65.9,❌ MISS,UNDER,75.40%,65.2,❌ MISS,UNDER,76.20%,66.05,❌ MISS,UNDER,76.10%,65.95,❌ MISS,-0.67,-0.62,-3.65,-6.5,-0.55,1.8,1.6,0.0033,100.00%
85,Deni Avdija,TOV,2.5,OVER,66.50%,A,BET,65.68,✅ HIT,3,OVER,70.60%,69.81,✅ HIT,OVER,69.70%,68.93,✅ HIT,OVER,63.20%,62.4,✅ HIT,OVER,62.40%,61.61,✅ HIT,-0.53,-0.04,-0.33,-0.1,-1.18,1.4,0.8,0.0371,100.00%
86,Anthony Edwards,FGA,21.5,UNDER,65.30%,D,DO NOT BET,65.5,✅ HIT,15,UNDER,69.30%,69.47,✅ HIT,UNDER,66.80%,66.92,✅ HIT,UNDER,63.20%,63.41,✅ HIT,UNDER,62.00%,62.18,✅ HIT,-0.14,-0.19,0.08,-1.1,0.3,1.2,1.2,0.0288,100.00%
87,Austin Reaves,3PM,2.5,UNDER,64.70%,S,BET WITH CAUTION,65.49,❌ MISS,4,UNDER,62.90%,63.68,❌ MISS,UNDER,63.00%,63.79,❌ MISS,UNDER,66.50%,67.24,❌ MISS,UNDER,66.50%,67.24,❌ MISS,-0.18,-0.94,0.41,-0.7,0.57,1.6,1.6,0.0176,100.00%
88,Derrick White,RA,8.5,OVER,69.00%,C,BET,65.46,✅ HIT,12,OVER,70.00%,66.46,✅ HIT,OVER,68.10%,64.6,✅ HIT,OVER,70.00%,66.52,✅ HIT,OVER,67.80%,64.27,✅ HIT,-0.52,-0.42,-2.53,-1.3,-0.33,1.6,1.2,0.0103,100.00%
89,Josh Giddey,STL,1.5,UNDER,70.40%,A,STRONG BET,65.37,✅ HIT,0,UNDER,67.50%,62.47,✅ HIT,UNDER,67.50%,62.5,✅ HIT,UNDER,73.30%,68.31,✅ HIT,UNDER,73.20%,68.19,✅ HIT,-1.02,-0.2,-4.5,-0.1,-0.4,1.2,1.2,0.0288,100.00%
90,VJ Edgecombe,PTS,19.5,UNDER,67.40%,D,STRONG BET,65.2,❌ MISS,21,UNDER,69.50%,67.36,❌ MISS,UNDER,69.20%,67.05,❌ MISS,UNDER,65.40%,63.24,❌ MISS,UNDER,65.30%,63.16,❌ MISS,-0.62,-0.07,1.5,-0.5,-3.68,1.2,0.8,0.02,100.00%
91,LeBron James,PTS,18.5,OVER,69.20%,D,STRONG BET,65.2,NO GAME,,OVER,70.40%,66.45,NO GAME,OVER,69.40%,65.44,NO GAME,OVER,69.00%,65.03,NO GAME,OVER,67.80%,63.89,NO GAME,-0.84,-0.31,-1.26,-1.1,-1.83,1.4,1.2,0.0092,100.00%
92,Rudy Gobert,BLK,1.5,UNDER,64.00%,S,BET,65.02,✅ HIT,0,UNDER,64.10%,65.13,✅ HIT,UNDER,64.50%,65.51,✅ HIT,UNDER,63.50%,64.52,✅ HIT,UNDER,63.90%,64.94,✅ HIT,0.12,0.08,-0.5,0.1,0.04,1.2,1.2,0.0036,100.00%
93,Cade Cunningham,FTM,5.5,UNDER,66.70%,B,STRONG BET,65.01,✅ HIT,1,UNDER,67.10%,65.4,✅ HIT,UNDER,66.40%,64.78,✅ HIT,UNDER,66.90%,65.26,✅ HIT,UNDER,66.30%,64.6,✅ HIT,-0.2,-2.32,-0.91,-2.7,2.47,2,2,0.0033,100.00%
94,Quentin Grimes,PA,24.5,UNDER,76.80%,D,STRONG BET,64.89,❌ MISS,25,UNDER,77.00%,65.05,❌ MISS,UNDER,76.80%,64.9,❌ MISS,UNDER,76.90%,64.95,❌ MISS,UNDER,76.60%,64.68,❌ MISS,-0.89,-0.97,-3.38,-9.1,0.82,1.6,1.6,0.0014,100.00%
95,Reed Sheppard,STL,1.5,UNDER,67.70%,A,BET,64.88,✅ HIT,0,UNDER,64.70%,61.81,✅ HIT,UNDER,64.80%,61.89,✅ HIT,UNDER,70.80%,67.96,✅ HIT,UNDER,70.70%,67.88,✅ HIT,-0.03,0.14,-4.5,0.3,-0.37,1.6,1.6,0.0304,100.00%
96,Victor Wembanyama,FGA,17.5,UNDER,66.20%,D,DO NOT BET,64.77,❌ MISS,20,UNDER,66.90%,65.48,❌ MISS,UNDER,64.70%,63.28,❌ MISS,UNDER,67.50%,66.04,❌ MISS,UNDER,65.70%,64.28,❌ MISS,-0.21,-0.23,-1,-1.5,0.12,1.4,1.2,0.0107,100.00%
97,Alperen Sengun,PRA,33.5,OVER,65.60%,D,STRONG BET,64.7,❌ MISS,30,OVER,64.60%,63.7,❌ MISS,OVER,64.40%,63.5,❌ MISS,OVER,66.60%,65.69,❌ MISS,OVER,66.80%,65.93,❌ MISS,-0.24,0.15,0.53,1.3,-3.41,0.8,0.8,0.0111,100.00%
98,Tyler Herro,PRA,34.5,UNDER,68.50%,D,STRONG BET,64.66,NO GAME,,UNDER,69.50%,65.66,NO GAME,UNDER,69.00%,65.11,NO GAME,UNDER,68.00%,64.1,NO GAME,UNDER,67.60%,63.78,NO GAME,-0.44,-0.07,-0.75,-0.7,-3.5,1.6,1.6,0.0075,100.00%
99,Jaylen Wells,REB,2.5,OVER,65.50%,B,STRONG BET,64.62,✅ HIT,3,OVER,65.70%,64.8,✅ HIT,OVER,65.90%,64.95,✅ HIT,OVER,65.30%,64.36,✅ HIT,OVER,65.30%,64.37,✅ HIT,-0.54,-0.07,-0.7,-0.1,-0.71,1.2,1.2,0.0026,100.00%
100,Scottie Barnes,STL,1.5,UNDER,62.60%,A,BET WITH CAUTION,64.51,✅ HIT,1,UNDER,65.50%,67.5,✅ HIT,UNDER,65.60%,67.56,✅ HIT,UNDER,59.50%,61.42,✅ HIT,UNDER,59.60%,61.56,✅ HIT,-0.12,0.08,1.33,0.1,-0.24,0.8,1.2,0.0302,100.00%
101,Jayson Tatum,REB,6.5,OVER,65.50%,B,STRONG BET,64.5,❌ MISS,5,OVER,65.00%,64,❌ MISS,OVER,65.20%,64.19,❌ MISS,OVER,65.90%,64.91,❌ MISS,OVER,65.90%,64.89,❌ MISS,-0.22,-0.22,-1.37,-1,0,1.8,1.6,0.0041,100.00%
102,Cooper Flagg,FGA,17.5,OVER,61.80%,D,DO NOT BET,64.47,❌ MISS,16,OVER,64.90%,67.57,❌ MISS,OVER,61.80%,64.45,❌ MISS,OVER,61.40%,64.03,❌ MISS,OVER,59.20%,61.84,❌ MISS,0.28,-0.33,0,-1.3,2.42,1.6,1.2,0.0204,100.00%
103,Bam Adebayo,RA,14.5,UNDER,65.80%,C,BET WITH CAUTION,64.36,✅ HIT,12,UNDER,64.60%,63.15,✅ HIT,UNDER,62.90%,61.43,✅ HIT,UNDER,69.00%,67.52,✅ HIT,UNDER,66.80%,65.35,✅ HIT,-0.72,-0.61,0.46,-1.5,-0.26,1.2,1.2,0.0229,100.00%
104,Quentin Grimes,RA,8.5,UNDER,66.00%,C,BET WITH CAUTION,64.3,✅ HIT,5,UNDER,66.80%,65.14,✅ HIT,UNDER,64.90%,63.22,✅ HIT,UNDER,67.10%,65.42,✅ HIT,UNDER,65.10%,63.43,✅ HIT,-0.57,-0.99,-0.3,-2.5,1.05,1.6,1.6,0.0099,100.00%
105,Cade Cunningham,SB,2.5,UNDER,64.70%,A,BET WITH CAUTION,64.19,✅ HIT,1,UNDER,59.70%,59.14,✅ HIT,UNDER,59.80%,59.24,✅ HIT,UNDER,69.90%,69.36,✅ HIT,UNDER,69.50%,68.99,✅ HIT,-0.15,-1.33,0.1,-1.3,1.16,1,2,0.05,100.00%
106,Alperen Sengun,3PM,0.5,UNDER,63.70%,S,BET WITH CAUTION,64.14,✅ HIT,0,UNDER,66.60%,67.06,✅ HIT,UNDER,66.70%,67.13,✅ HIT,UNDER,60.70%,61.14,✅ HIT,UNDER,60.80%,61.26,✅ HIT,0.04,-0.75,-0.27,-0.3,0.32,1.4,1.6,0.0295,100.00%
107,Derrick White,AST,4.5,OVER,65.50%,C,STRONG BET,64.13,✅ HIT,7,OVER,65.20%,63.86,✅ HIT,OVER,63.40%,62.05,✅ HIT,OVER,67.70%,66.33,✅ HIT,OVER,65.60%,64.26,✅ HIT,-0.52,-0.56,-0.46,-1.3,0.11,1.4,1.2,0.0152,100.00%
108,Russell Westbrook,RA,12.5,UNDER,63.10%,C,DO NOT BET,64.1,❌ MISS,16,UNDER,62.60%,63.56,❌ MISS,UNDER,61.00%,62.04,❌ MISS,UNDER,65.30%,66.31,❌ MISS,UNDER,63.50%,64.5,❌ MISS,-0.11,-0.05,0.17,-0.3,-0.3,1.6,1.6,0.0154,100.00%
109,Scottie Barnes,TOV,2.5,UNDER,64.60%,A,BET WITH CAUTION,64.09,❌ MISS,3,UNDER,66.90%,66.42,❌ MISS,UNDER,66.60%,66.15,❌ MISS,UNDER,62.50%,61.99,❌ MISS,UNDER,62.30%,61.81,❌ MISS,0.09,-0.28,-1.46,-0.5,0.66,1,1.2,0.022,100.00%
110,Rudy Gobert,SB,2.5,UNDER,64.70%,A,BET WITH CAUTION,64.04,✅ HIT,0,UNDER,65.80%,65.18,✅ HIT,UNDER,65.70%,65.04,✅ HIT,UNDER,63.70%,63.03,✅ HIT,UNDER,63.50%,62.91,✅ HIT,-0.05,0.2,-1.51,0.3,-0.37,0.8,0.4,0.0107,100.00%
111,Klay Thompson,REB,1.5,OVER,65.80%,B,STRONG BET,64.02,❌ MISS,1,OVER,67.30%,65.5,❌ MISS,OVER,67.40%,65.59,❌ MISS,OVER,64.20%,62.45,❌ MISS,OVER,64.30%,62.52,❌ MISS,-0.53,0.07,-1.5,0.1,-0.9,1,0.8,0.0153,100.00%
112,Brandon Ingram,TOV,2.5,UNDER,61.00%,A,BET WITH CAUTION,63.96,❌ MISS,3,UNDER,61.90%,64.77,❌ MISS,UNDER,61.70%,64.67,❌ MISS,UNDER,60.30%,63.26,❌ MISS,UNDER,60.20%,63.16,❌ MISS,-0.04,-0.1,1.5,-0.1,0.06,1.6,1.2,0.0075,100.00%
113,Bam Adebayo,3PA,5.5,UNDER,64.00%,B,BET,63.92,❌ MISS,22,UNDER,63.90%,63.84,❌ MISS,UNDER,63.40%,63.33,❌ MISS,UNDER,64.50%,64.42,❌ MISS,UNDER,64.20%,64.09,❌ MISS,-0.23,0.33,-0.67,0.7,-1.2,1,1.2,0.004,100.00%
114,Reed Sheppard,AST,3.5,OVER,58.90%,C,DO NOT BET,63.89,❌ MISS,2,OVER,62.00%,66.94,❌ MISS,OVER,60.40%,65.37,❌ MISS,OVER,57.30%,62.26,❌ MISS,OVER,56.00%,60.98,❌ MISS,0.11,-1.1,4.5,-2.5,2.75,1.2,1.6,0.0238,100.00%
115,LaMelo Ball,PRA,32.5,UNDER,65.70%,D,STRONG BET,63.88,✅ HIT,22,UNDER,66.50%,64.61,✅ HIT,UNDER,66.00%,64.11,✅ HIT,UNDER,65.40%,63.56,✅ HIT,UNDER,65.10%,63.23,✅ HIT,-0.41,-1.04,-0.84,-2.9,1.75,1.6,1.6,0.0053,100.00%
116,Jaylen Wells,AST,1.5,OVER,62.80%,C,DO NOT BET,63.84,❌ MISS,0,OVER,63.80%,64.93,❌ MISS,OVER,62.10%,63.22,❌ MISS,OVER,63.40%,64.5,❌ MISS,OVER,61.60%,62.72,❌ MISS,-0.26,0.4,-0.27,0.3,-0.49,1.4,0.8,0.009,100.00%
117,Stephon Castle,3PM,0.5,OVER,65.30%,S,BET,63.74,✅ HIT,3,OVER,65.80%,64.15,✅ HIT,OVER,65.30%,63.74,✅ HIT,OVER,65.40%,63.83,✅ HIT,OVER,64.80%,63.22,✅ HIT,-0.49,-0.46,-1.33,-0.5,-0.04,1.2,1.2,0.0033,100.00%
118,Collin Sexton,REB,2.5,UNDER,63.50%,B,DO NOT BET,63.69,NO GAME,,UNDER,64.40%,64.62,NO GAME,UNDER,63.00%,63.25,NO GAME,UNDER,63.90%,64.08,NO GAME,UNDER,62.60%,62.8,NO GAME,-0.46,-0.6,0.41,-0.7,0.16,1.4,1.2,0.0071,100.00%
119,Brandon Miller,FTM,3.5,UNDER,64.90%,B,BET,63.63,❌ MISS,6,UNDER,64.50%,63.26,❌ MISS,UNDER,64.20%,62.91,❌ MISS,UNDER,65.70%,64.43,❌ MISS,UNDER,65.20%,63.91,❌ MISS,-0.15,-0.76,-1.5,-1.3,1.05,1.4,1.6,0.0059,100.00%
120,Donte DiVincenzo,AST,4.5,UNDER,63.50%,C,DO NOT BET,63.61,✅ HIT,2,UNDER,66.10%,66.26,✅ HIT,UNDER,65.20%,65.33,✅ HIT,UNDER,61.50%,61.64,✅ HIT,UNDER,61.10%,61.21,✅ HIT,-0.2,-0.23,-0.17,-0.3,0.03,1,1.2,0.0221,100.00%
121,Josh Giddey,REB,8.5,UNDER,62.90%,B,DO NOT BET,63.59,❌ MISS,13,UNDER,63.40%,64.08,❌ MISS,UNDER,62.00%,62.73,❌ MISS,UNDER,63.70%,64.41,❌ MISS,UNDER,62.40%,63.13,❌ MISS,-0.06,0.02,-0.42,0.1,-0.34,1.4,0.8,0.0068,100.00%
122,LeBron James,PR,24.5,OVER,67.50%,D,STRONG BET,63.58,NO GAME,,OVER,67.90%,63.98,NO GAME,OVER,67.30%,63.39,NO GAME,OVER,67.30%,63.41,NO GAME,OVER,67.50%,63.52,NO GAME,-0.76,-0.09,-1.71,-0.3,-2.27,1.2,1.2,0.0024,100.00%
123,Victor Wembanyama,3PA,6.5,UNDER,64.60%,B,BET,63.47,❌ MISS,15,UNDER,66.00%,64.83,❌ MISS,UNDER,65.30%,64.17,❌ MISS,UNDER,63.70%,62.59,❌ MISS,UNDER,63.50%,62.3,❌ MISS,-0.42,-0.03,-0.75,-0.1,-1.26,1.4,0.8,0.0106,100.00%
124,Draymond Green,AST,6.5,UNDER,61.80%,C,DO NOT BET,63.34,✅ HIT,4,UNDER,61.80%,63.33,✅ HIT,UNDER,61.30%,62.76,✅ HIT,UNDER,62.40%,63.88,✅ HIT,UNDER,61.90%,63.38,✅ HIT,-0.55,0.33,1.5,0.7,-1.88,1.4,1.2,0.004,100.00%
125,Devin Booker,3PM,2.5,UNDER,63.60%,S,BET WITH CAUTION,63.33,❌ MISS,4,UNDER,62.80%,62.52,❌ MISS,UNDER,62.90%,62.63,❌ MISS,UNDER,64.30%,64.06,❌ MISS,UNDER,64.40%,64.1,❌ MISS,-0.38,-0.05,-0.33,-0.1,-0.61,1.2,1.2,0.0075,100.00%
126,Luka Dončić,PTS,32.5,UNDER,62.10%,D,DO NOT BET,63.31,✅ HIT,31,UNDER,62.50%,63.69,✅ HIT,UNDER,62.40%,63.63,✅ HIT,UNDER,61.70%,62.92,✅ HIT,UNDER,61.80%,62.99,✅ HIT,0.01,-0.05,0.04,-0.3,0.34,1.2,1.2,0.0035,100.00%
127,Amen Thompson,AST,5.5,UNDER,62.80%,C,DO NOT BET,63.28,❌ MISS,6,UNDER,61.50%,61.92,❌ MISS,UNDER,61.00%,61.38,❌ MISS,UNDER,64.80%,65.27,❌ MISS,UNDER,64.10%,64.56,❌ MISS,-0.19,-0.26,-0.3,-0.3,0.08,1.4,1.2,0.0166,100.00%
128,Tyler Herro,PA,29.5,UNDER,66.90%,D,STRONG BET,63.26,NO GAME,,UNDER,69.70%,66.02,NO GAME,UNDER,69.40%,65.8,NO GAME,UNDER,64.40%,60.8,NO GAME,UNDER,64.00%,60.4,NO GAME,-0.52,-0.07,-0.7,-0.5,-3.25,1.4,1.2,0.0266,100.00%
129,Quentin Grimes,PRA,28.5,UNDER,74.10%,D,STRONG BET,63.23,✅ HIT,28,UNDER,74.70%,63.79,✅ HIT,UNDER,74.00%,63.18,✅ HIT,UNDER,74.00%,63.14,✅ HIT,UNDER,73.70%,62.84,✅ HIT,-0.77,-0.83,-2.22,-9.3,0.66,1.6,1.6,0.0034,100.00%
130,Victor Wembanyama,PTS,23.5,UNDER,62.60%,D,DO NOT BET,63.22,❌ MISS,39,UNDER,61.40%,61.98,❌ MISS,UNDER,61.40%,61.95,❌ MISS,UNDER,63.90%,64.49,❌ MISS,UNDER,63.90%,64.47,❌ MISS,0.04,0.25,-1.12,2.3,-1.9,1,0.4,0.0126,100.00%
131,Kyle Kuzma,RA,7.5,UNDER,61.60%,C,DO NOT BET,63.18,✅ HIT,6,UNDER,62.50%,64.06,✅ HIT,UNDER,61.00%,62.54,✅ HIT,UNDER,62.30%,63.8,✅ HIT,UNDER,60.80%,62.33,✅ HIT,-0.11,-0.55,0.77,-0.9,0.73,1.6,1.6,0.0076,100.00%
132,Jalen Johnson,STL,1.5,UNDER,61.40%,A,BET WITH CAUTION,63.17,✅ HIT,1,UNDER,58.60%,60.39,✅ HIT,UNDER,58.80%,60.6,✅ HIT,UNDER,64.00%,65.82,✅ HIT,UNDER,64.10%,65.87,✅ HIT,-0.21,-0.12,1.5,-0.1,-0.07,0.8,0.8,0.0268,100.00%
133,VJ Edgecombe,RA,9.5,UNDER,60.40%,C,DO NOT BET,63.14,❌ MISS,10,UNDER,60.50%,63.17,❌ MISS,UNDER,59.20%,61.86,❌ MISS,UNDER,61.80%,64.49,❌ MISS,UNDER,60.40%,63.07,❌ MISS,-0.03,-0.28,1.5,-0.7,0.62,1.6,1.2,0.0093,100.00%
134,Anthony Edwards,PR,34.5,UNDER,61.70%,D,DO NOT BET,62.99,✅ HIT,16,UNDER,65.70%,67.04,✅ HIT,UNDER,65.30%,66.57,✅ HIT,UNDER,58.00%,59.26,✅ HIT,UNDER,57.80%,59.12,✅ HIT,0.03,-0.11,0.32,-0.9,1.16,0.8,1.2,0.0381,100.00%
135,LeBron James,TOV,2.5,OVER,62.30%,A,BET WITH CAUTION,62.9,NO GAME,,OVER,63.80%,64.38,NO GAME,OVER,63.00%,63.65,NO GAME,OVER,61.50%,62.15,NO GAME,OVER,60.80%,61.42,NO GAME,-0.34,-0.19,0.3,-0.3,-0.25,1.4,1.2,0.0118,100.00%
136,Jaylen Brown,AST,5.5,UNDER,60.10%,C,DO NOT BET,62.87,❌ MISS,7,UNDER,59.40%,62.12,❌ MISS,UNDER,59.00%,61.77,❌ MISS,UNDER,61.20%,63.99,❌ MISS,UNDER,60.80%,63.58,❌ MISS,-0.53,3.07,0,2.3,-2.69,0.6,0,0.0094,100.00%
137,Kyle Kuzma,REB,3.5,OVER,64.30%,B,DO NOT BET,62.85,❌ MISS,3,OVER,64.00%,62.52,❌ MISS,OVER,64.20%,62.76,❌ MISS,OVER,64.50%,63.04,❌ MISS,OVER,64.60%,63.09,❌ MISS,-1.39,0.56,-0.6,0.5,-1.74,1.2,0.8,0.0023,100.00%
138,Derrick White,3PA,7.5,OVER,65.20%,B,STRONG BET,62.82,✅ HIT,11,OVER,66.80%,64.45,✅ HIT,OVER,64.90%,62.59,✅ HIT,OVER,65.20%,62.91,✅ HIT,OVER,63.70%,61.33,✅ HIT,-0.38,-0.28,-1.67,-0.9,-0.31,1.2,1.2,0.0111,100.00%
139,Brandon Miller,REB,5.5,UNDER,59.90%,B,DO NOT BET,62.8,❌ MISS,9,UNDER,60.40%,63.33,❌ MISS,UNDER,59.20%,62.08,❌ MISS,UNDER,60.60%,63.48,❌ MISS,UNDER,59.40%,62.31,❌ MISS,-0.15,0.84,1.5,2.5,-2.96,1.2,0.8,0.0061,100.00%
140,Anthony Edwards,SB,2.5,UNDER,62.60%,A,BET WITH CAUTION,62.77,✅ HIT,2,UNDER,65.00%,65.17,✅ HIT,UNDER,64.90%,65.06,✅ HIT,UNDER,60.20%,60.41,✅ HIT,UNDER,60.20%,60.43,✅ HIT,-0.13,0.26,-0.5,0.5,-0.74,0.8,0.8,0.0234,100.00%
141,CJ McCollum,REB,3.5,UNDER,61.10%,B,DO NOT BET,62.46,❌ MISS,9,UNDER,61.40%,62.76,❌ MISS,UNDER,60.20%,61.47,❌ MISS,UNDER,62.10%,63.42,❌ MISS,UNDER,60.90%,62.19,❌ MISS,-0.07,-0.32,0.42,-0.5,0.39,1.4,1.6,0.0072,100.00%
142,LaMelo Ball,FTM,2.5,UNDER,64.40%,B,BET,62.43,✅ HIT,0,UNDER,66.10%,64.11,✅ HIT,UNDER,65.50%,63.59,✅ HIT,UNDER,63.10%,61.13,✅ HIT,UNDER,62.90%,60.91,✅ HIT,-0.47,-2.27,-0.25,-1.7,1.35,1.4,2,0.0143,100.00%
143,Alperen Sengun,REB,9.5,UNDER,62.80%,B,DO NOT BET,62.42,❌ MISS,12,UNDER,62.80%,62.39,❌ MISS,UNDER,61.50%,61.07,❌ MISS,UNDER,64.10%,63.75,❌ MISS,UNDER,62.80%,62.46,❌ MISS,-0.18,-0.7,-0.64,-1.9,1.42,1.6,1.6,0.0095,100.00%
144,Anthony Edwards,PA,33.5,UNDER,61.60%,D,DO NOT BET,62.39,✅ HIT,18,UNDER,62.70%,63.51,✅ HIT,UNDER,62.40%,63.22,✅ HIT,UNDER,60.80%,61.62,✅ HIT,UNDER,60.40%,61.2,✅ HIT,-0.04,-0.02,0.3,-0.1,-0.14,0.8,0.8,0.0099,100.00%
145,Rudy Gobert,AST,1.5,UNDER,60.90%,C,DO NOT BET,62.31,❌ MISS,2,UNDER,60.60%,61.98,❌ MISS,UNDER,60.10%,61.52,❌ MISS,UNDER,61.70%,63.08,❌ MISS,UNDER,61.20%,62.64,❌ MISS,0.12,0.36,-0.5,0.7,-0.46,1.2,1.2,0.006,100.00%
146,Russell Westbrook,AST,7.5,UNDER,62.20%,C,DO NOT BET,62.26,❌ MISS,9,UNDER,61.90%,62.01,❌ MISS,UNDER,61.40%,61.43,❌ MISS,UNDER,63.00%,63.08,❌ MISS,UNDER,62.50%,62.52,❌ MISS,-0.31,-0.03,0.03,-0.1,-0.92,1.4,1.2,0.0061,100.00%
147,Rudy Gobert,PR,22.5,UNDER,61.60%,D,DO NOT BET,62.24,✅ HIT,15,UNDER,61.30%,61.91,✅ HIT,UNDER,61.00%,61.56,✅ HIT,UNDER,62.20%,62.8,✅ HIT,UNDER,62.10%,62.67,✅ HIT,-0.01,-0.3,0,-1.5,1.43,1,1.6,0.0052,100.00%
148,Derrick White,PRA,25.5,OVER,64.80%,D,DO NOT BET,62.21,✅ HIT,46,OVER,62.50%,59.95,✅ HIT,OVER,62.40%,59.8,✅ HIT,OVER,67.00%,64.42,✅ HIT,OVER,67.20%,64.66,✅ HIT,-0.3,-0.51,-1.16,-3.1,1.28,1.2,1.6,0.0234,100.00%
149,Immanuel Quickley,FTM,2.5,UNDER,60.60%,B,BET WITH CAUTION,62.18,❌ MISS,5,UNDER,61.60%,63.21,❌ MISS,UNDER,61.60%,63.17,❌ MISS,UNDER,59.50%,61.06,❌ MISS,UNDER,59.70%,61.27,❌ MISS,0.03,0.36,0.12,0.7,-0.63,1,0.8,0.0102,100.00%
150,Giannis Antetokounmpo,PRA,39.5,OVER,66.50%,D,STRONG BET,62.16,❌ MISS,31,OVER,67.50%,63.17,❌ MISS,OVER,67.20%,62.9,❌ MISS,OVER,65.50%,61.16,❌ MISS,OVER,65.70%,61.4,❌ MISS,-0.71,0.27,-1.43,1.3,-4.74,1,1.2,0.0089,100.00%
151,Luka Dončić,PR,40.5,UNDER,61.10%,D,DO NOT BET,62.13,❌ MISS,42,UNDER,61.60%,62.58,❌ MISS,UNDER,61.20%,62.23,❌ MISS,UNDER,60.90%,61.91,❌ MISS,UNDER,60.80%,61.78,❌ MISS,-0.02,0.04,-0.08,0.3,-0.45,1.2,1.2,0.0031,100.00%
152,Luka Dončić,STL,1.5,UNDER,62.50%,A,BET WITH CAUTION,62.13,❌ MISS,2,UNDER,62.50%,62.04,❌ MISS,UNDER,62.60%,62.16,❌ MISS,UNDER,62.50%,62.12,❌ MISS,UNDER,62.60%,62.2,❌ MISS,-0.01,0.35,-1.73,0.5,-0.52,1,0.8,0.0006,100.00%
153,Reed Sheppard,3PM,2.5,OVER,58.80%,S,DO NOT BET,62.11,❌ MISS,1,OVER,60.40%,63.72,❌ MISS,OVER,60.00%,63.35,❌ MISS,OVER,57.60%,60.92,❌ MISS,OVER,57.10%,60.43,❌ MISS,-0.15,-1.37,3.45,-1.5,1.33,1.6,2,0.0144,100.00%
154,Luka Dončić,PA,40.5,UNDER,60.40%,D,DO NOT BET,61.88,❌ MISS,42,UNDER,64.00%,65.51,❌ MISS,UNDER,63.70%,65.24,❌ MISS,UNDER,57.10%,58.61,❌ MISS,UNDER,56.60%,58.16,❌ MISS,0.08,-0.34,-0.07,-1.9,2.34,1.4,1.6,0.035,100.00%
155,Scottie Barnes,3PM,0.5,OVER,63.00%,S,BET WITH CAUTION,61.82,✅ HIT,2,OVER,63.50%,62.3,✅ HIT,OVER,63.10%,61.91,✅ HIT,OVER,63.00%,61.83,✅ HIT,OVER,62.50%,61.25,✅ HIT,-0.54,-0.94,-0.33,-0.7,0.3,1,1.6,0.0038,100.00%
156,Victor Wembanyama,PR,35.5,UNDER,63.70%,D,DO NOT BET,61.78,❌ MISS,50,UNDER,64.70%,62.82,❌ MISS,UNDER,64.30%,62.38,❌ MISS,UNDER,62.90%,61.01,❌ MISS,UNDER,62.80%,60.89,❌ MISS,-0.04,0.11,-2.33,1.3,-1.76,0.8,0.4,0.0084,100.00%
