Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
270,Kevin Porter Jr.,SB,2.5,UNDER,55.6%,A,DO NOT BET,54.8,❌ MISS,3.0,UNDER,57.3%,56.48,❌ MISS,UNDER,57.5%,56.68,❌ MISS,UNDER,53.7%,52.88,❌ MISS,UNDER,54.0%,53.18,❌ MISS,0.12,0.3,-2.0,0.5,-0.31,0.6,0.8,0.0178,100.0%
271,DeMar DeRozan,PTS,16.5,UNDER,51.4%,D,DO NOT BET,54.73,❌ MISS,27.0,OVER,52.4%,51.08,✅ HIT,OVER,51.9%,50.59,✅ HIT,UNDER,54.9%,58.14,❌ MISS,UNDER,55.2%,58.48,❌ MISS,0.18,0.18,-0.15,1.9,-0.02,1.2,1.2,0.0358,50.0%
272,Desmond Bane,PRA,31.5,UNDER,56.3%,D,DO NOT BET,54.64,✅ HIT,29.0,UNDER,55.1%,53.46,✅ HIT,UNDER,54.9%,53.19,✅ HIT,UNDER,57.8%,56.12,✅ HIT,UNDER,57.5%,55.79,✅ HIT,-0.33,0.33,-0.19,2.5,-4.97,1.0,0.8,0.0132,100.0%
273,Jaime Jaquez Jr.,3PM,0.5,OVER,53.4%,S,DO NOT BET,54.57,✅ HIT,1.0,OVER,52.8%,53.97,✅ HIT,OVER,52.5%,53.67,✅ HIT,OVER,54.4%,55.53,✅ HIT,OVER,54.0%,55.1,✅ HIT,-0.07,-0.48,0.58,-0.7,0.6,1.2,1.2,0.0077,100.0%
274,Myles Turner,REB,4.5,OVER,55.8%,B,DO NOT BET,54.52,✅ HIT,6.0,OVER,55.1%,53.79,✅ HIT,OVER,55.7%,54.43,✅ HIT,OVER,56.0%,54.7,✅ HIT,OVER,56.4%,55.15,✅ HIT,-0.32,0.24,-0.87,0.7,-1.63,0.6,0.4,0.0049,100.0%
275,Bennedict Mathurin,PRA,27.5,UNDER,54.7%,D,DO NOT BET,54.37,❌ MISS,31.0,UNDER,55.2%,54.88,❌ MISS,UNDER,55.0%,54.61,❌ MISS,UNDER,54.5%,54.16,❌ MISS,UNDER,54.2%,53.83,❌ MISS,-0.13,0.08,-0.18,0.7,-1.84,1.0,0.8,0.004,100.0%
276,Onyeka Okongwu,PTS,14.5,UNDER,51.3%,D,DO NOT BET,54.36,✅ HIT,4.0,UNDER,52.6%,55.65,✅ HIT,UNDER,52.9%,55.96,✅ HIT,OVER,50.4%,49.36,❌ MISS,UNDER,50.2%,53.2,✅ HIT,0.28,0.54,-0.52,2.9,-1.37,1.2,0.8,0.0146,75.0%
277,De'Aaron Fox,3PM,1.5,OVER,54.8%,S,DO NOT BET,54.34,❌ MISS,1.0,OVER,55.1%,54.68,❌ MISS,OVER,54.8%,54.36,❌ MISS,OVER,54.8%,54.39,❌ MISS,OVER,54.4%,53.95,❌ MISS,-0.33,-0.66,0.0,-0.9,0.45,1.0,1.2,0.0026,100.0%
278,Kawhi Leonard,PRA,38.5,OVER,53.3%,D,DO NOT BET,54.27,❌ MISS,37.0,OVER,51.0%,51.98,❌ MISS,OVER,51.1%,52.1,❌ MISS,OVER,55.4%,56.36,❌ MISS,OVER,55.7%,56.66,❌ MISS,0.02,-0.5,0.08,-3.7,3.87,1.2,1.2,0.0224,100.0%
279,Nikola Jokić,TOV,3.5,OVER,55.8%,A,DO NOT BET,54.22,✅ HIT,4.0,OVER,59.3%,57.75,✅ HIT,OVER,58.7%,57.14,✅ HIT,OVER,52.8%,51.2,✅ HIT,OVER,52.4%,50.78,✅ HIT,-0.11,-0.47,-1.54,-1.1,0.84,0.8,0.8,0.0324,100.0%
280,Jamal Murray,REB,3.5,UNDER,52.2%,B,DO NOT BET,54.17,❌ MISS,6.0,UNDER,52.5%,54.51,❌ MISS,UNDER,51.6%,53.55,❌ MISS,UNDER,52.7%,54.73,❌ MISS,UNDER,51.9%,53.87,❌ MISS,0.32,-0.04,-0.3,-0.1,0.91,1.2,1.2,0.0047,100.0%
281,Brandon Miller,TOV,2.5,OVER,52.1%,A,DO NOT BET,54.17,✅ HIT,3.0,UNDER,51.4%,51.36,❌ MISS,UNDER,51.7%,51.62,❌ MISS,OVER,56.1%,58.11,✅ HIT,OVER,55.5%,57.56,✅ HIT,-0.37,-0.1,1.5,-0.1,-0.28,1.4,1.2,0.0367,50.0%
282,LeBron James,AST,6.5,OVER,54.7%,C,DO NOT BET,54.06,❌ MISS,5.0,OVER,56.0%,55.33,❌ MISS,OVER,54.9%,54.27,❌ MISS,OVER,54.4%,53.83,❌ MISS,OVER,53.4%,52.79,❌ MISS,-0.38,-0.53,-0.41,-0.7,0.2,1.2,1.6,0.0091,100.0%
283,Brandon Miller,PTS,20.5,OVER,54.1%,D,DO NOT BET,54.03,❌ MISS,6.0,OVER,54.7%,54.56,❌ MISS,OVER,54.1%,53.98,❌ MISS,OVER,54.3%,54.15,❌ MISS,OVER,53.6%,53.44,❌ MISS,-0.04,0.4,-1.5,1.7,-1.88,1.2,0.8,0.004,100.0%
284,Bennedict Mathurin,REB,5.5,UNDER,52.5%,B,DO NOT BET,54.02,❌ MISS,6.0,UNDER,53.8%,55.35,❌ MISS,UNDER,52.8%,54.33,❌ MISS,UNDER,52.1%,53.61,❌ MISS,UNDER,51.2%,52.78,❌ MISS,0.04,0.03,0.75,0.1,0.02,0.6,0.8,0.0094,100.0%
285,Darius Garland,PRA,27.5,OVER,50.4%,D,DO NOT BET,54.02,✅ HIT,35.0,OVER,50.7%,54.3,✅ HIT,OVER,50.8%,54.43,✅ HIT,UNDER,50.1%,48.47,❌ MISS,OVER,50.2%,53.84,✅ HIT,0.07,0.27,1.5,1.5,-1.1,1.4,1.2,0.0036,75.0%
286,Luka Dončić,3PA,10.5,UNDER,54.6%,B,DO NOT BET,53.99,❌ MISS,14.0,UNDER,54.8%,54.25,❌ MISS,UNDER,55.0%,54.47,❌ MISS,UNDER,54.0%,53.44,❌ MISS,UNDER,54.4%,53.81,❌ MISS,-0.0,1.32,-2.89,2.7,-2.7,1.0,0.4,0.004,100.0%
287,Miles Bridges,PRA,22.5,OVER,58.9%,D,DO NOT BET,53.97,✅ HIT,28.0,OVER,56.4%,51.53,✅ HIT,OVER,56.4%,51.52,✅ HIT,OVER,61.2%,56.27,✅ HIT,OVER,61.5%,56.54,✅ HIT,-0.62,0.16,-0.99,1.1,-5.36,0.8,0.8,0.0244,100.0%
288,Stephon Castle,PA,23.5,UNDER,51.6%,D,DO NOT BET,53.96,❌ MISS,25.0,UNDER,50.8%,53.17,❌ MISS,UNDER,50.5%,52.81,❌ MISS,UNDER,52.8%,55.17,❌ MISS,UNDER,52.4%,54.69,❌ MISS,0.01,0.27,0.95,2.3,-2.21,1.0,0.8,0.0099,100.0%
289,Alex Sarr,AST,1.5,OVER,54.8%,C,DO NOT BET,53.94,❌ MISS,0.0,OVER,55.0%,54.1,❌ MISS,OVER,54.0%,53.13,❌ MISS,OVER,55.7%,54.84,❌ MISS,OVER,54.6%,53.69,❌ MISS,-0.66,-0.06,0.0,-0.1,-1.06,1.0,0.4,0.0062,100.0%
290,Onyeka Okongwu,RA,10.5,OVER,54.2%,C,DO NOT BET,53.93,❌ MISS,8.0,OVER,55.2%,54.92,❌ MISS,OVER,54.8%,54.53,❌ MISS,OVER,53.7%,53.37,❌ MISS,OVER,53.2%,52.92,❌ MISS,-0.22,-0.27,-0.65,-0.7,0.13,1.4,1.2,0.0082,100.0%
291,Victor Wembanyama,PTS,23.5,UNDER,54.8%,D,DO NOT BET,53.86,❌ MISS,32.0,UNDER,54.1%,53.13,❌ MISS,UNDER,54.3%,53.38,❌ MISS,UNDER,55.2%,54.29,❌ MISS,UNDER,55.6%,54.62,❌ MISS,0.07,0.49,-3.0,5.1,-4.4,0.8,0.4,0.0062,100.0%
292,Payton Pritchard,3PA,7.5,UNDER,52.3%,B,DO NOT BET,53.84,✅ HIT,4.0,OVER,50.9%,51.42,❌ MISS,OVER,50.2%,50.72,❌ MISS,UNDER,55.1%,56.6,✅ HIT,UNDER,55.4%,56.9,✅ HIT,-0.19,0.05,0.8,0.1,-0.46,1.2,0.8,0.0292,50.0%
293,De'Aaron Fox,PRA,27.5,OVER,56.9%,D,DO NOT BET,53.76,❌ MISS,27.0,OVER,57.2%,54.15,❌ MISS,OVER,57.2%,54.12,❌ MISS,OVER,56.3%,53.23,❌ MISS,OVER,56.6%,53.52,❌ MISS,-0.49,-2.2,0.25,-7.5,5.84,1.0,2.0,0.004,100.0%
294,Jaylen Brown,AST,5.5,UNDER,52.2%,C,DO NOT BET,53.74,✅ HIT,3.0,UNDER,52.3%,53.9,✅ HIT,UNDER,52.6%,54.2,✅ HIT,UNDER,51.6%,53.2,✅ HIT,UNDER,52.1%,53.67,✅ HIT,-0.83,4.25,-1.73,1.7,-2.03,0.2,0.0,0.0037,100.0%
295,Aaron Gordon,3PM,1.5,UNDER,51.6%,S,DO NOT BET,53.7,❌ MISS,5.0,UNDER,50.5%,52.53,❌ MISS,UNDER,50.7%,52.79,❌ MISS,UNDER,52.5%,54.6,❌ MISS,UNDER,52.8%,54.89,❌ MISS,0.26,-0.94,1.35,-0.7,0.89,1.2,1.6,0.0105,100.0%
296,Kyle Kuzma,PTS,12.5,OVER,54.4%,D,DO NOT BET,53.67,❌ MISS,11.0,OVER,56.0%,55.29,❌ MISS,OVER,55.4%,54.67,❌ MISS,OVER,53.4%,52.7,❌ MISS,OVER,52.8%,52.03,❌ MISS,-0.08,-0.41,-0.84,-3.9,3.12,1.4,1.2,0.0135,100.0%
297,Kevin Porter Jr.,PA,23.5,UNDER,53.0%,D,DO NOT BET,53.65,❌ MISS,25.0,UNDER,50.7%,51.35,❌ MISS,UNDER,50.3%,50.98,❌ MISS,UNDER,55.7%,56.37,❌ MISS,UNDER,55.2%,55.91,❌ MISS,0.17,-1.25,-0.22,-7.3,8.27,1.0,1.6,0.025,100.0%
298,Paolo Banchero,RA,13.5,OVER,52.0%,C,DO NOT BET,53.58,✅ HIT,15.0,OVER,54.9%,56.42,✅ HIT,OVER,54.5%,56.07,✅ HIT,UNDER,50.7%,51.13,❌ MISS,UNDER,50.6%,51.04,❌ MISS,-0.02,-0.36,0.61,-1.3,1.22,1.4,1.6,0.0267,50.0%
299,Austin Reaves,PTS,20.5,OVER,58.0%,D,DO NOT BET,53.57,✅ HIT,32.0,OVER,60.0%,55.51,✅ HIT,OVER,59.2%,54.76,✅ HIT,OVER,56.9%,52.4,✅ HIT,OVER,56.1%,51.59,✅ HIT,-0.57,-0.63,-0.52,-3.7,0.35,0.6,1.2,0.0161,100.0%
300,Bam Adebayo,FTM,4.5,UNDER,52.0%,B,DO NOT BET,53.56,❌ MISS,6.0,UNDER,50.2%,51.71,❌ MISS,UNDER,51.4%,52.96,❌ MISS,UNDER,52.8%,54.27,❌ MISS,UNDER,53.8%,55.3,❌ MISS,-0.01,0.66,-0.0,7.9,-8.04,1.0,0.4,0.0135,100.0%
301,Desmond Bane,PA,26.5,OVER,50.4%,D,DO NOT BET,53.54,❌ MISS,25.0,OVER,51.1%,54.2,❌ MISS,OVER,51.5%,54.58,❌ MISS,UNDER,50.7%,49.56,✅ HIT,UNDER,50.2%,49.08,✅ HIT,0.21,-0.36,0.04,-2.9,4.54,1.6,1.6,0.0088,50.0%
302,Jalen Johnson,PTS,22.5,UNDER,52.0%,D,DO NOT BET,53.5,❌ MISS,23.0,UNDER,52.4%,53.85,❌ MISS,UNDER,52.7%,54.17,❌ MISS,UNDER,51.3%,52.75,❌ MISS,UNDER,51.8%,53.24,❌ MISS,0.05,-0.03,-0.21,-0.3,0.75,1.2,1.2,0.0055,100.0%
303,Bam Adebayo,3PM,1.5,UNDER,51.8%,S,DO NOT BET,53.5,❌ MISS,2.0,UNDER,50.2%,51.93,❌ MISS,UNDER,50.5%,52.2,❌ MISS,UNDER,53.1%,54.79,❌ MISS,UNDER,53.4%,55.07,❌ MISS,0.07,0.25,0.17,0.7,-0.49,1.0,1.2,0.0144,100.0%
304,Jayson Tatum,FTM,2.5,OVER,52.1%,B,DO NOT BET,53.45,❌ MISS,2.0,OVER,51.0%,52.36,❌ MISS,UNDER,50.4%,51.02,✅ HIT,OVER,54.8%,56.21,❌ MISS,OVER,52.9%,54.28,❌ MISS,0.18,0.18,-0.66,0.5,0.0,1.2,0.8,0.0197,75.0%
305,Brandon Miller,AST,3.5,UNDER,53.8%,C,DO NOT BET,53.45,✅ HIT,3.0,UNDER,54.9%,54.54,✅ HIT,UNDER,55.0%,54.6,✅ HIT,UNDER,52.5%,52.13,✅ HIT,UNDER,52.9%,52.53,✅ HIT,-0.07,0.26,-1.5,0.3,-0.38,1.0,0.8,0.0113,100.0%
306,LeBron James,TOV,2.5,OVER,54.1%,A,DO NOT BET,53.41,✅ HIT,5.0,OVER,55.9%,55.25,✅ HIT,OVER,55.4%,54.75,✅ HIT,OVER,52.7%,52.03,✅ HIT,OVER,52.3%,51.62,✅ HIT,-0.42,-0.66,-0.4,-0.9,0.33,1.4,1.6,0.0161,100.0%
307,LeBron James,REB,5.5,UNDER,51.4%,B,DO NOT BET,53.41,❌ MISS,6.0,UNDER,51.8%,53.77,❌ MISS,UNDER,50.9%,52.83,❌ MISS,UNDER,52.0%,53.94,❌ MISS,UNDER,51.1%,53.12,❌ MISS,0.07,-0.04,0.98,-0.1,0.27,0.8,0.8,0.0045,100.0%
308,Paolo Banchero,3PA,4.5,UNDER,54.2%,B,DO NOT BET,53.3,✅ HIT,3.0,UNDER,56.0%,55.05,✅ HIT,UNDER,56.1%,55.18,✅ HIT,UNDER,52.1%,51.23,✅ HIT,UNDER,52.6%,51.73,✅ HIT,-0.43,0.32,-1.15,0.5,-1.16,1.0,0.4,0.0182,100.0%
309,Kevin Porter Jr.,FTM,2.5,OVER,53.6%,B,DO NOT BET,53.21,✅ HIT,4.0,OVER,56.5%,56.1,✅ HIT,OVER,54.5%,54.13,✅ HIT,OVER,52.6%,52.14,✅ HIT,OVER,50.9%,50.47,✅ HIT,-1.09,1.68,-0.84,1.5,-2.47,0.8,0.0,0.0212,100.0%
310,Brandon Miller,PR,25.5,OVER,53.9%,D,DO NOT BET,53.16,❌ MISS,12.0,OVER,50.6%,49.82,❌ MISS,OVER,50.6%,49.77,❌ MISS,OVER,57.2%,56.45,❌ MISS,OVER,57.4%,56.58,❌ MISS,-0.04,-0.19,-1.5,-1.1,0.84,1.2,0.8,0.0337,100.0%
311,Bennedict Mathurin,FTM,4.5,OVER,53.2%,B,DO NOT BET,53.15,✅ HIT,10.0,OVER,53.7%,53.66,✅ HIT,OVER,52.0%,51.99,✅ HIT,OVER,54.5%,54.42,✅ HIT,OVER,52.6%,52.53,✅ HIT,-0.25,-0.79,0.14,-2.3,1.56,1.6,1.6,0.0095,100.0%
312,Derrick White,SB,2.5,UNDER,52.6%,A,DO NOT BET,53.13,✅ HIT,2.0,OVER,51.3%,52.82,❌ MISS,OVER,50.8%,52.27,❌ MISS,UNDER,56.2%,56.7,✅ HIT,UNDER,56.4%,56.89,✅ HIT,0.08,-0.81,0.14,-1.1,1.2,1.0,1.6,0.0367,50.0%
313,Tyler Herro,3PA,6.5,UNDER,51.8%,B,DO NOT BET,53.12,❌ MISS,8.0,UNDER,52.0%,53.32,❌ MISS,UNDER,52.5%,53.78,❌ MISS,UNDER,51.1%,52.4,❌ MISS,UNDER,51.7%,52.97,❌ MISS,-0.06,0.04,0.68,0.1,-0.25,0.8,0.8,0.005,100.0%
314,Brandon Miller,3PM,2.5,OVER,55.0%,S,DO NOT BET,53.11,❌ MISS,2.0,OVER,56.9%,55.03,❌ MISS,OVER,56.5%,54.69,❌ MISS,OVER,53.4%,51.57,❌ MISS,OVER,53.0%,51.16,❌ MISS,-1.18,0.2,-1.5,0.1,-0.68,1.2,0.8,0.0176,100.0%
315,LaMelo Ball,3PM,3.5,UNDER,51.6%,S,DO NOT BET,53.11,❌ MISS,4.0,UNDER,53.9%,55.38,❌ MISS,UNDER,54.1%,55.6,❌ MISS,OVER,51.0%,51.46,✅ HIT,OVER,50.6%,51.09,✅ HIT,0.03,0.53,0.3,0.7,-0.66,0.6,0.4,0.0239,50.0%
316,Dyson Daniels,PTS,11.5,OVER,55.7%,D,DO NOT BET,53.08,❌ MISS,8.0,OVER,58.1%,55.49,❌ MISS,OVER,57.4%,54.8,❌ MISS,OVER,54.0%,51.37,❌ MISS,OVER,53.3%,50.67,❌ MISS,-0.02,-2.06,-1.95,-2.1,2.08,1.4,2.0,0.0209,100.0%
317,Jalen Suggs,SB,2.5,UNDER,53.2%,A,DO NOT BET,53.04,✅ HIT,1.0,UNDER,54.0%,53.82,✅ HIT,UNDER,54.3%,54.16,✅ HIT,UNDER,52.0%,51.9,✅ HIT,UNDER,52.4%,52.28,✅ HIT,0.39,0.2,-1.73,0.1,0.09,0.8,0.8,0.0097,100.0%
318,Kyle Kuzma,AST,2.5,UNDER,53.5%,C,DO NOT BET,52.99,✅ HIT,1.0,UNDER,54.3%,53.76,✅ HIT,UNDER,54.4%,53.87,✅ HIT,UNDER,52.5%,51.97,✅ HIT,UNDER,52.9%,52.37,✅ HIT,0.05,0.35,-2.0,0.5,-0.43,1.0,0.8,0.0084,100.0%
319,Jayson Tatum,REB,6.5,OVER,54.1%,B,DO NOT BET,52.97,✅ HIT,14.0,OVER,51.7%,50.58,✅ HIT,OVER,52.5%,51.37,✅ HIT,OVER,55.9%,54.73,✅ HIT,OVER,56.3%,55.19,✅ HIT,-0.04,-0.04,-2.51,-0.17,0.0,1.6,1.2,0.0202,100.0%
320,Jaime Jaquez Jr.,PRA,23.5,OVER,52.0%,D,DO NOT BET,52.95,✅ HIT,31.0,OVER,51.5%,52.45,✅ HIT,OVER,51.6%,52.56,✅ HIT,OVER,52.3%,53.24,✅ HIT,OVER,52.6%,53.55,✅ HIT,-0.23,-0.3,1.94,-1.9,0.43,1.0,1.2,0.0046,100.0%
321,Luka Dončić,PR,40.5,OVER,53.4%,D,DO NOT BET,52.9,✅ HIT,41.0,OVER,52.2%,51.73,✅ HIT,OVER,52.1%,51.62,✅ HIT,OVER,54.6%,54.06,✅ HIT,OVER,54.7%,54.19,✅ HIT,-0.03,-0.82,-0.39,-6.9,6.64,1.0,1.6,0.0122,100.0%
322,Jayson Tatum,AST,4.5,UNDER,53.2%,C,DO NOT BET,52.89,❌ MISS,7.0,UNDER,53.1%,52.83,❌ MISS,UNDER,53.3%,53.05,❌ MISS,UNDER,53.0%,52.67,❌ MISS,UNDER,53.3%,53.02,❌ MISS,-0.35,-0.35,0.25,-0.83,-0.0,1.0,1.2,0.0015,100.0%
323,Jalen Suggs,REB,3.5,UNDER,51.0%,B,DO NOT BET,52.81,❌ MISS,5.0,UNDER,51.7%,53.55,❌ MISS,UNDER,50.8%,52.62,❌ MISS,UNDER,51.1%,52.93,❌ MISS,UNDER,50.3%,52.15,❌ MISS,0.27,-0.56,0.3,-0.5,0.74,1.6,1.2,0.0051,100.0%
324,Bam Adebayo,REB,9.5,UNDER,50.3%,B,DO NOT BET,52.78,✅ HIT,7.0,UNDER,51.7%,54.2,✅ HIT,UNDER,50.8%,53.27,✅ HIT,OVER,50.3%,49.82,❌ MISS,OVER,51.0%,50.54,❌ MISS,0.17,-0.3,0.9,-0.5,0.78,1.4,1.6,0.0105,50.0%
325,Deandre Ayton,REB,7.5,OVER,52.4%,B,DO NOT BET,52.71,✅ HIT,9.0,OVER,51.4%,51.77,✅ HIT,OVER,52.2%,52.57,✅ HIT,OVER,52.6%,52.95,✅ HIT,OVER,53.2%,53.56,✅ HIT,-0.24,-0.15,0.34,-0.5,-0.32,1.2,1.6,0.0065,100.0%
326,De'Aaron Fox,PA,24.5,OVER,55.5%,D,DO NOT BET,52.71,❌ MISS,21.0,OVER,57.0%,54.18,❌ MISS,OVER,57.4%,54.57,❌ MISS,OVER,53.6%,50.81,❌ MISS,OVER,54.1%,51.31,❌ MISS,-0.34,-2.65,0.15,-7.5,6.54,1.0,2.0,0.0168,100.0%
327,Jaime Jaquez Jr.,RA,9.5,UNDER,52.9%,C,DO NOT BET,52.7,✅ HIT,9.0,UNDER,52.9%,52.73,✅ HIT,UNDER,52.4%,52.22,✅ HIT,UNDER,53.3%,53.12,✅ HIT,UNDER,52.9%,52.71,✅ HIT,0.16,0.7,-2.68,2.1,-1.63,1.2,0.4,0.0032,100.0%
328,Darius Garland,3PA,6.5,OVER,53.4%,B,DO NOT BET,52.68,✅ HIT,10.0,OVER,55.4%,54.6,✅ HIT,OVER,54.3%,53.54,✅ HIT,OVER,52.5%,51.7,✅ HIT,OVER,51.6%,50.88,✅ HIT,0.01,-0.49,-1.5,-0.9,0.92,1.2,1.6,0.0147,100.0%
329,Jalen Johnson,3PM,1.5,UNDER,51.4%,S,DO NOT BET,52.56,❌ MISS,2.0,UNDER,51.5%,52.7,❌ MISS,UNDER,51.8%,52.95,❌ MISS,UNDER,50.9%,52.13,❌ MISS,UNDER,51.3%,52.45,❌ MISS,0.07,0.23,-0.41,0.3,-0.21,1.2,0.8,0.003,100.0%
330,Miles Bridges,AST,2.5,OVER,53.6%,C,DO NOT BET,52.56,❌ MISS,2.0,OVER,51.2%,50.24,❌ MISS,OVER,50.6%,49.61,❌ MISS,OVER,56.8%,55.81,❌ MISS,OVER,55.6%,54.57,❌ MISS,-0.59,0.07,-0.4,0.1,-0.99,0.8,0.8,0.0268,100.0%
331,Jayson Tatum,RA,11.5,OVER,51.8%,C,DO NOT BET,52.55,✅ HIT,21.0,OVER,50.1%,50.85,✅ HIT,OVER,50.3%,51.02,✅ HIT,OVER,53.6%,54.39,✅ HIT,OVER,53.2%,53.95,✅ HIT,0.19,0.19,-2.39,1.17,0.0,1.6,1.2,0.0163,100.0%
332,Bam Adebayo,RA,12.5,UNDER,50.2%,C,DO NOT BET,52.37,✅ HIT,8.0,UNDER,50.5%,52.7,✅ HIT,UNDER,50.3%,52.46,✅ HIT,OVER,50.0%,49.84,❌ MISS,OVER,50.0%,49.84,❌ MISS,0.07,-0.04,0.77,-0.1,0.28,1.2,1.2,0.0023,50.0%
333,Jaime Jaquez Jr.,REB,4.5,OVER,52.4%,B,DO NOT BET,52.35,❌ MISS,2.0,OVER,52.1%,52.04,❌ MISS,OVER,52.9%,52.82,❌ MISS,OVER,52.0%,51.94,❌ MISS,OVER,52.6%,52.58,❌ MISS,-0.42,-0.28,0.41,-0.5,-0.26,1.0,1.2,0.0036,100.0%
334,Jalen Johnson,AST,7.5,UNDER,50.3%,C,DO NOT BET,52.35,❌ MISS,12.0,UNDER,50.6%,52.63,❌ MISS,UNDER,51.1%,53.09,❌ MISS,OVER,50.5%,50.5,✅ HIT,UNDER,50.2%,52.18,❌ MISS,0.62,0.94,-0.8,0.7,-0.23,0.8,0.4,0.0059,75.0%
335,Onyeka Okongwu,AST,2.5,OVER,52.5%,C,DO NOT BET,52.32,✅ HIT,4.0,OVER,51.4%,51.28,✅ HIT,OVER,50.8%,50.63,✅ HIT,OVER,54.3%,54.2,✅ HIT,OVER,53.3%,53.18,✅ HIT,-0.3,-0.13,0.0,-0.3,-0.4,1.0,0.8,0.0144,100.0%
336,LeBron James,FTM,3.5,UNDER,53.0%,B,DO NOT BET,52.24,✅ HIT,2.0,UNDER,53.0%,52.3,✅ HIT,UNDER,54.0%,53.23,✅ HIT,UNDER,51.9%,51.14,✅ HIT,UNDER,53.0%,52.27,✅ HIT,0.42,0.31,-2.89,0.3,0.11,1.0,0.4,0.0074,100.0%
337,Bennedict Mathurin,PA,21.5,OVER,50.1%,D,DO NOT BET,52.18,✅ HIT,25.0,UNDER,52.0%,51.86,❌ MISS,UNDER,51.6%,51.5,❌ MISS,OVER,51.7%,53.8,✅ HIT,OVER,52.2%,54.29,✅ HIT,0.11,-0.15,0.21,-1.1,1.86,1.2,1.6,0.0187,50.0%
338,Victor Wembanyama,PR,34.5,UNDER,53.3%,D,DO NOT BET,52.13,❌ MISS,44.0,UNDER,51.0%,49.93,❌ MISS,UNDER,51.0%,49.92,❌ MISS,UNDER,55.5%,54.41,❌ MISS,UNDER,55.4%,54.28,❌ MISS,0.07,0.37,-3.0,4.7,-3.87,0.6,0.4,0.0221,100.0%
339,Austin Reaves,PR,24.5,OVER,57.4%,D,DO NOT BET,52.09,✅ HIT,39.0,OVER,59.8%,54.42,✅ HIT,OVER,59.4%,54.07,✅ HIT,OVER,55.2%,49.87,✅ HIT,OVER,55.3%,50.0,✅ HIT,-0.59,-0.61,-0.61,-4.3,0.18,0.6,1.2,0.0216,100.0%
340,Russell Westbrook,PA,23.5,UNDER,54.0%,D,DO NOT BET,52.05,✅ HIT,22.0,UNDER,52.3%,50.4,✅ HIT,UNDER,52.0%,50.05,✅ HIT,UNDER,56.1%,54.11,✅ HIT,UNDER,55.6%,53.65,✅ HIT,-0.28,0.49,-1.65,2.7,-4.22,1.0,0.8,0.0184,100.0%
341,Kawhi Leonard,PR,34.5,OVER,51.3%,D,DO NOT BET,52.02,✅ HIT,37.0,OVER,50.8%,51.53,✅ HIT,OVER,50.8%,51.47,✅ HIT,OVER,51.8%,52.48,✅ HIT,OVER,51.9%,52.61,✅ HIT,-0.01,-0.54,0.13,-3.5,3.42,1.2,1.2,0.0053,100.0%
342,Jaime Jaquez Jr.,PTS,13.5,OVER,52.2%,D,DO NOT BET,51.86,✅ HIT,22.0,OVER,53.6%,53.32,✅ HIT,OVER,53.1%,52.78,✅ HIT,OVER,51.3%,50.97,✅ HIT,OVER,50.7%,50.37,✅ HIT,-0.22,-0.04,0.24,-0.3,-1.2,1.2,1.2,0.0123,100.0%
343,CJ McCollum,PA,22.5,UNDER,50.9%,D,DO NOT BET,51.76,❌ MISS,32.0,OVER,51.6%,52.71,✅ HIT,OVER,52.0%,53.09,✅ HIT,UNDER,53.8%,54.65,❌ MISS,UNDER,53.3%,54.18,❌ MISS,-0.08,-0.27,0.55,-1.1,0.78,1.0,0.8,0.0267,50.0%
344,Dyson Daniels,PRA,24.5,OVER,53.8%,D,DO NOT BET,51.73,❌ MISS,19.0,OVER,57.2%,55.17,❌ MISS,OVER,57.2%,55.14,❌ MISS,OVER,50.2%,48.14,❌ MISS,OVER,50.5%,48.46,❌ MISS,0.11,-1.7,-2.05,-3.3,3.51,1.4,2.0,0.0343,100.0%
345,LaMelo Ball,PTS,19.5,UNDER,50.1%,D,DO NOT BET,51.7,✅ HIT,17.0,UNDER,51.7%,53.28,✅ HIT,UNDER,52.0%,53.62,✅ HIT,OVER,51.9%,52.34,❌ MISS,OVER,51.3%,51.72,❌ MISS,-0.02,0.28,0.46,1.5,-1.63,1.0,0.8,0.0176,50.0%
346,LeBron James,PRA,31.5,OVER,55.1%,D,DO NOT BET,51.66,❌ MISS,28.0,OVER,58.7%,55.21,❌ MISS,OVER,58.6%,55.14,❌ MISS,OVER,51.4%,47.98,❌ MISS,OVER,51.7%,48.3,❌ MISS,-0.76,-0.39,-0.57,-1.3,-1.22,0.8,1.2,0.0352,100.0%
