Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
347,De'Aaron Fox,AST,6.5,UNDER,50.5%,C,DO NOT BET,51.65,✅ HIT,4.0,UNDER,51.2%,52.36,✅ HIT,UNDER,51.6%,52.77,✅ HIT,OVER,50.8%,51.6,❌ MISS,OVER,50.1%,50.9,❌ MISS,-0.06,0.59,-0.0,1.5,-1.65,0.8,0.4,0.0095,50.0%
348,CJ McCollum,3PM,2.5,UNDER,51.3%,S,DO NOT BET,51.59,❌ MISS,7.0,OVER,50.5%,52.21,✅ HIT,OVER,50.2%,51.94,✅ HIT,UNDER,52.8%,53.1,❌ MISS,UNDER,53.1%,53.39,❌ MISS,-0.03,-1.37,0.3,-1.1,1.08,1.4,2.0,0.0167,50.0%
349,Russell Westbrook,PRA,27.5,UNDER,51.0%,D,DO NOT BET,51.54,❌ MISS,34.0,OVER,50.8%,52.28,✅ HIT,OVER,51.0%,52.4,✅ HIT,UNDER,53.0%,53.59,❌ MISS,UNDER,52.7%,53.26,❌ MISS,-0.01,0.48,-0.85,3.9,-3.97,1.0,0.8,0.0189,50.0%
350,Kevin Porter Jr.,STL,1.5,OVER,51.5%,A,DO NOT BET,51.5,✅ HIT,2.0,OVER,52.2%,52.23,✅ HIT,OVER,51.8%,51.81,✅ HIT,OVER,51.2%,51.16,✅ HIT,OVER,50.8%,50.79,✅ HIT,-0.5,-0.73,0.58,-1.1,0.35,1.4,1.2,0.0056,100.0%
351,Kyle Kuzma,PRA,20.5,UNDER,50.2%,D,DO NOT BET,51.5,✅ HIT,16.0,UNDER,50.6%,51.96,✅ HIT,UNDER,50.5%,51.8,✅ HIT,OVER,50.1%,50.73,❌ MISS,OVER,50.4%,51.04,❌ MISS,0.0,0.15,0.35,1.5,-1.47,0.8,1.2,0.004,50.0%
352,Darius Garland,PR,21.5,UNDER,54.1%,D,DO NOT BET,51.48,❌ MISS,28.0,UNDER,54.4%,51.83,❌ MISS,UNDER,54.3%,51.72,❌ MISS,UNDER,53.9%,51.26,❌ MISS,UNDER,53.7%,51.13,❌ MISS,-0.26,-0.3,-1.5,-1.3,0.15,0.6,0.8,0.003,100.0%
353,Jaylen Brown,3PA,4.5,OVER,52.3%,B,DO NOT BET,51.44,✅ HIT,5.0,OVER,52.4%,51.51,✅ HIT,OVER,51.6%,50.68,✅ HIT,OVER,53.1%,52.22,✅ HIT,OVER,52.2%,51.36,✅ HIT,-0.7,0.76,-0.53,1.3,-2.51,0.8,0.4,0.0055,100.0%
354,Bennedict Mathurin,PR,24.5,UNDER,50.7%,D,DO NOT BET,51.35,❌ MISS,30.0,UNDER,52.8%,53.46,❌ MISS,UNDER,52.8%,53.39,❌ MISS,OVER,51.3%,52.65,✅ HIT,OVER,51.4%,52.78,✅ HIT,-0.05,0.24,-0.16,2.1,-2.53,1.0,0.8,0.0207,50.0%
355,Bennedict Mathurin,PTS,19.5,UNDER,51.7%,D,DO NOT BET,51.27,❌ MISS,24.0,UNDER,52.6%,52.2,❌ MISS,UNDER,52.9%,52.51,❌ MISS,UNDER,50.3%,49.92,❌ MISS,UNDER,50.9%,50.45,❌ MISS,-0.15,0.21,-0.24,1.5,-2.55,0.8,0.4,0.0111,100.0%
356,Kevin Porter Jr.,AST,6.5,UNDER,50.4%,C,DO NOT BET,51.25,❌ MISS,7.0,UNDER,50.7%,51.52,❌ MISS,UNDER,51.2%,51.97,❌ MISS,OVER,50.4%,51.59,✅ HIT,UNDER,50.3%,51.08,❌ MISS,0.31,-0.49,-0.61,-1.3,2.11,0.8,1.6,0.0058,75.0%
357,Desmond Bane,AST,4.5,UNDER,50.6%,C,DO NOT BET,51.23,✅ HIT,4.0,OVER,50.6%,51.97,❌ MISS,OVER,50.0%,51.39,❌ MISS,UNDER,51.2%,51.87,✅ HIT,UNDER,51.7%,52.39,✅ HIT,-0.12,0.53,-0.5,1.1,-1.35,1.0,0.8,0.0094,50.0%
358,Paolo Banchero,TOV,2.5,OVER,50.4%,A,DO NOT BET,51.21,✅ HIT,4.0,UNDER,50.3%,51.52,❌ MISS,UNDER,50.6%,51.81,❌ MISS,OVER,51.5%,52.27,✅ HIT,OVER,51.1%,51.9,✅ HIT,-0.23,-0.49,0.9,-0.9,0.47,1.0,1.2,0.0089,50.0%
359,Bam Adebayo,PR,31.5,UNDER,51.6%,D,DO NOT BET,51.13,✅ HIT,27.0,OVER,50.2%,52.62,❌ MISS,OVER,50.1%,52.58,❌ MISS,UNDER,53.4%,52.93,✅ HIT,UNDER,53.2%,52.79,✅ HIT,-0.07,0.5,-0.0,12.1,-13.79,0.8,0.8,0.0173,50.0%
360,Stephon Castle,PRA,28.5,OVER,51.3%,D,DO NOT BET,51.04,✅ HIT,32.0,OVER,51.6%,51.27,✅ HIT,OVER,51.7%,51.38,✅ HIT,OVER,50.9%,50.6,✅ HIT,OVER,51.2%,50.91,✅ HIT,-0.01,-0.36,-0.8,-3.7,3.58,1.0,1.2,0.0031,100.0%
361,Kyle Kuzma,REB,4.5,UNDER,52.2%,B,DO NOT BET,50.99,✅ HIT,4.0,UNDER,54.1%,52.84,✅ HIT,UNDER,53.1%,51.82,✅ HIT,UNDER,51.3%,50.04,✅ HIT,UNDER,50.5%,49.25,✅ HIT,0.37,-3.88,0.07,-1.9,2.08,2.0,2.0,0.0142,100.0%
362,Russell Westbrook,PR,20.5,OVER,50.3%,D,DO NOT BET,50.98,✅ HIT,24.0,OVER,52.9%,53.57,✅ HIT,OVER,52.7%,53.44,✅ HIT,UNDER,52.3%,53.61,❌ MISS,UNDER,52.2%,53.48,❌ MISS,-0.07,-0.39,0.56,-2.3,1.9,1.0,1.2,0.0253,50.0%
363,Dyson Daniels,STL,1.5,OVER,51.1%,A,DO NOT BET,50.78,✅ HIT,3.0,OVER,51.8%,51.43,✅ HIT,OVER,51.4%,51.02,✅ HIT,OVER,50.9%,50.52,✅ HIT,OVER,50.5%,50.17,✅ HIT,-0.25,-0.55,-0.55,-0.9,0.5,1.4,1.6,0.0048,100.0%
364,LaMelo Ball,PA,26.5,OVER,50.6%,D,DO NOT BET,50.77,❌ MISS,19.0,UNDER,54.0%,55.78,✅ HIT,UNDER,53.6%,55.44,✅ HIT,OVER,54.7%,54.89,❌ MISS,OVER,55.2%,55.4,❌ MISS,-0.0,0.12,-0.7,0.7,-0.73,0.8,0.8,0.0438,50.0%
365,Victor Wembanyama,PA,26.5,UNDER,51.7%,D,DO NOT BET,50.54,❌ MISS,40.0,UNDER,50.9%,49.81,❌ MISS,UNDER,50.6%,49.44,❌ MISS,UNDER,52.8%,51.69,❌ MISS,UNDER,52.4%,51.22,❌ MISS,0.05,0.44,-3.0,4.5,-3.94,0.8,0.4,0.0094,100.0%
366,Myles Turner,PRA,16.5,OVER,53.4%,D,DO NOT BET,50.47,✅ HIT,17.0,OVER,52.3%,49.38,✅ HIT,OVER,52.4%,49.47,✅ HIT,OVER,54.2%,51.36,✅ HIT,OVER,54.6%,51.67,✅ HIT,-0.27,0.19,-0.72,1.9,-4.6,0.6,0.4,0.0105,100.0%
367,Payton Pritchard,3PM,2.5,OVER,50.6%,S,DO NOT BET,50.43,❌ MISS,0.0,OVER,50.6%,50.39,❌ MISS,OVER,50.3%,50.11,❌ MISS,OVER,51.0%,50.8,❌ MISS,OVER,50.6%,50.43,❌ MISS,-0.04,0.19,-0.89,0.3,-0.36,0.6,0.4,0.0025,100.0%
368,Dyson Daniels,AST,5.5,OVER,51.1%,C,DO NOT BET,50.42,❌ MISS,4.0,OVER,52.6%,51.95,❌ MISS,OVER,51.8%,51.19,❌ MISS,OVER,50.2%,49.58,❌ MISS,UNDER,50.4%,53.07,✅ HIT,-0.21,-0.47,-0.3,-1.5,0.84,1.0,1.2,0.0121,75.0%
369,LaMelo Ball,PRA,30.5,OVER,51.7%,D,DO NOT BET,50.35,❌ MISS,23.0,UNDER,52.1%,55.48,✅ HIT,UNDER,51.9%,55.28,✅ HIT,OVER,55.3%,53.93,❌ MISS,OVER,55.6%,54.23,❌ MISS,-0.13,-0.08,-1.11,-0.5,-0.35,0.8,0.8,0.0373,50.0%
370,Desmond Bane,FTM,3.5,OVER,50.1%,B,DO NOT BET,50.34,✅ HIT,4.0,UNDER,50.4%,52.19,❌ MISS,UNDER,51.7%,53.41,❌ MISS,OVER,52.0%,52.29,✅ HIT,OVER,50.4%,50.68,✅ HIT,-0.12,-1.2,0.5,-3.1,2.78,1.4,1.6,0.0134,50.0%
371,Jalen Suggs,STL,1.5,OVER,51.6%,A,DO NOT BET,50.25,❌ MISS,1.0,OVER,54.2%,52.88,❌ MISS,OVER,53.8%,52.43,❌ MISS,UNDER,50.6%,53.99,✅ HIT,UNDER,51.0%,54.32,✅ HIT,-1.07,-1.75,0.3,-0.7,0.27,1.6,2.0,0.0241,50.0%
372,Bennedict Mathurin,RA,7.5,OVER,50.1%,C,DO NOT BET,50.23,❌ MISS,7.0,OVER,51.0%,51.14,❌ MISS,OVER,51.1%,51.22,❌ MISS,UNDER,50.9%,52.78,✅ HIT,UNDER,50.8%,52.66,✅ HIT,-0.16,0.12,-0.62,0.3,-0.7,1.2,1.2,0.0095,50.0%
373,Luka Dončić,PTS,31.5,OVER,51.7%,D,DO NOT BET,50.17,❌ MISS,30.0,UNDER,53.1%,56.63,✅ HIT,UNDER,53.4%,56.92,✅ HIT,OVER,57.1%,55.53,❌ MISS,OVER,56.2%,54.72,❌ MISS,-0.15,-0.7,-0.13,-6.1,4.75,0.8,1.2,0.0496,50.0%
374,Kawhi Leonard,STL,1.5,OVER,51.3%,A,DO NOT BET,50.16,✅ HIT,2.0,OVER,52.3%,51.17,✅ HIT,OVER,51.9%,50.75,✅ HIT,OVER,50.7%,49.54,✅ HIT,OVER,50.3%,49.19,✅ HIT,-0.76,-0.79,-0.3,-0.5,0.02,1.2,1.6,0.0082,100.0%
375,Bam Adebayo,PTS,21.5,UNDER,50.7%,D,DO NOT BET,50.03,✅ HIT,20.0,OVER,56.5%,59.17,❌ MISS,OVER,55.8%,58.54,❌ MISS,UNDER,57.5%,56.79,✅ HIT,UNDER,57.8%,57.03,✅ HIT,-0.06,0.54,-0.54,13.1,-14.57,0.8,0.8,0.0688,50.0%
376,LeBron James,PA,26.5,OVER,52.1%,D,DO NOT BET,49.96,❌ MISS,22.0,OVER,55.1%,52.96,❌ MISS,OVER,55.5%,53.35,❌ MISS,UNDER,51.3%,55.48,✅ HIT,UNDER,50.9%,55.0,✅ HIT,-0.72,-0.35,0.0,-0.9,-0.96,0.8,1.2,0.032,50.0%
377,DeMar DeRozan,PRA,22.5,OVER,52.6%,D,DO NOT BET,49.91,✅ HIT,34.0,OVER,54.0%,51.28,✅ HIT,OVER,54.0%,51.33,✅ HIT,OVER,51.0%,48.35,✅ HIT,OVER,51.4%,48.67,✅ HIT,-0.23,-0.21,-0.25,-2.5,-0.3,0.8,0.4,0.014,100.0%
378,Myles Turner,PTS,10.5,OVER,52.0%,D,DO NOT BET,49.9,❌ MISS,8.0,OVER,50.3%,48.15,❌ MISS,UNDER,50.1%,54.26,✅ HIT,OVER,54.3%,52.21,❌ MISS,OVER,53.6%,51.5,❌ MISS,-0.27,0.14,-0.84,0.9,-2.65,0.6,0.4,0.0198,75.0%
379,Aaron Gordon,PRA,22.5,OVER,52.8%,D,DO NOT BET,49.28,✅ HIT,34.0,OVER,51.4%,47.9,✅ HIT,OVER,51.5%,48.01,✅ HIT,OVER,53.9%,50.45,✅ HIT,OVER,54.2%,50.76,✅ HIT,-0.24,0.26,-2.17,2.9,-5.63,1.4,0.8,0.0133,100.0%
380,Darius Garland,RA,8.5,OVER,50.2%,C,DO NOT BET,48.95,✅ HIT,10.0,OVER,51.3%,49.98,✅ HIT,OVER,51.3%,50.02,✅ HIT,UNDER,50.9%,54.16,❌ MISS,UNDER,50.7%,54.05,❌ MISS,-0.24,0.11,-1.5,0.3,-0.96,1.0,0.8,0.0105,50.0%
381,LaMelo Ball,RA,11.5,OVER,50.0%,C,DO NOT BET,48.92,❌ MISS,6.0,UNDER,51.3%,54.44,✅ HIT,UNDER,51.0%,54.1,✅ HIT,OVER,51.3%,50.19,❌ MISS,OVER,51.1%,50.03,❌ MISS,-0.22,0.68,-2.07,1.5,-1.98,1.0,0.4,0.0119,50.0%
382,Darius Garland,PA,25.5,UNDER,51.0%,D,DO NOT BET,48.83,❌ MISS,32.0,UNDER,52.2%,50.02,❌ MISS,UNDER,51.9%,49.67,❌ MISS,UNDER,50.2%,48.06,❌ MISS,OVER,50.2%,54.43,✅ HIT,-0.14,-0.33,-1.5,-1.9,1.08,0.6,0.8,0.0104,75.0%
383,Jamal Murray,3PM,2.5,OVER,52.3%,S,DO NOT BET,48.68,❌ MISS,1.0,OVER,51.0%,47.45,❌ MISS,OVER,50.7%,47.17,❌ MISS,OVER,53.8%,50.25,❌ MISS,OVER,53.4%,49.83,❌ MISS,-0.37,0.17,-3.54,0.3,-0.95,0.8,0.8,0.0138,100.0%
384,Aaron Gordon,PTS,14.5,OVER,50.1%,D,DO NOT BET,47.61,✅ HIT,27.0,UNDER,50.6%,55.1,❌ MISS,UNDER,51.0%,55.48,❌ MISS,OVER,51.3%,48.8,✅ HIT,OVER,50.7%,48.21,✅ HIT,-0.25,0.41,-1.76,3.5,-5.62,1.2,0.8,0.0093,50.0%
385,Jayson Tatum,PA,27.5,UNDER,50.4%,D,DO NOT BET,42.79,✅ HIT,27.0,UNDER,56.1%,48.56,✅ HIT,UNDER,55.8%,48.23,✅ HIT,OVER,55.0%,64.58,❌ MISS,OVER,55.5%,65.08,❌ MISS,-2.21,-2.21,0.2,-4.17,-0.0,0.8,1.2,0.0562,50.0%
