source_file,Rank,rerank_position,Player,Stat,Pick,Confidence,Recommendation,Tier,Result,Rank Score,historical_rerank_score,hybrid_rerank_score,stat_component,tier_component,rec_component,player_component,agreement_component,stability_component
AI Picks by Srini underdog - March 10 2026.csv,145,696,Rudy Gobert,AST,UNDER,60.90%,DO NOT BET,C,❌ MISS,62.31,0.5986794009700718,0.5498449745414095,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.586159954622802,1.0,0.994
AI Picks by Srini underdog - March 10 2026.csv,189,697,Giannis Antetokounmpo,FTM,OVER,61.50%,BET WITH CAUTION,B,❌ MISS,60.45,0.6202355105318014,0.5496362622706058,0.5145057766367137,0.5557229965156795,0.5894404591104735,0.5149974052932018,1.0,0.9863
AI Picks by Srini underdog - March 12 2026.csv,137,698,Josh Giddey,FTM,UNDER,60.8%,BET WITH CAUTION,B,✅ HIT,61.53,0.607505526100042,0.5496186531237268,0.5145057766367137,0.5557229965156795,0.5894404591104735,0.42409756097560974,1.0,0.9611
AI Picks by Srini underdog - March 11 2026.csv,86,699,Karl-Anthony Towns,3PM,UNDER,59.00%,DO NOT BET,S,❌ MISS,60.93,0.6145177620859354,0.549589450551355,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.49313669880884853,1.0,0.9987
AI Picks by Srini underdog - March 12 2026.csv,140,700,De'Aaron Fox,PTS,OVER,62.8%,DO NOT BET,D,✅ HIT,61.45,0.6083292765454703,0.5495424701181615,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.6501016260162601,1.0,0.9778
AI Picks by Srini underdog - March 12 2026.csv,149,701,Luka Dončić,STL,UNDER,59.4%,DO NOT BET,A,❌ MISS,60.93,0.6142385450242145,0.5494079594612363,0.6067636810821889,0.6088002636783125,0.49407702047654983,0.3885553470919324,1.0,0.9945
AI Picks by Srini underdog - March 10 2026.csv,210,702,Russell Westbrook,3PM,OVER,59.90%,DO NOT BET,S,✅ HIT,59.69,0.6284993767578961,0.5491973777641774,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.6045528455284552,1.0,0.9943
AI Picks by Srini underdog - March 12 2026.csv,155,703,Victor Wembanyama,3PA,UNDER,61.6%,BET WITH CAUTION,B,NO GAME,60.7,0.6155384657901859,0.5484944981732235,0.5765635645183267,0.5557229965156795,0.5894404591104735,0.3382113821138211,1.0,0.9909
AI Picks by Srini underdog - March 10 2026.csv,232,704,De'Aaron Fox,FTM,UNDER,62.10%,BET WITH CAUTION,B,✅ HIT,58.91,0.6364159326041071,0.5483798363120512,0.5145057766367137,0.5557229965156795,0.5894404591104735,0.6501016260162601,1.0,0.9989
AI Picks by Srini underdog - March 15 2026.csv,62,705,RJ Barrett,AST,UNDER,62.2%,DO NOT BET,C,✅ HIT,62.95,0.5883534530480976,0.5480260747528756,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.4441504754030591,1.0,0.9831
AI Picks by Srini underdog - March 13 2026.csv,122,706,Josh Giddey,REB,OVER,63.2%,DO NOT BET,B,✅ HIT,60.63,0.6155906814953483,0.5479932701858721,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.42409756097560974,1.0,0.9982
AI Picks by Srini underdog - March 15 2026.csv,84,707,Anthony Edwards,RA,UNDER,60.5%,DO NOT BET,C,❌ MISS,61.16,0.6092395684612267,0.5479170344811886,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.6243163340724316,1.0,0.9931
AI Picks by Srini underdog - March 15 2026.csv,80,708,VJ Edgecombe,AST,UNDER,62.8%,DO NOT BET,C,✅ HIT,61.54,0.6046031616053527,0.5478085688015654,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.5840975609756097,1.0,0.9874
AI Picks by Srini underdog - March 13 2026.csv,138,709,Draymond Green,3PM,UNDER,59.2%,DO NOT BET,S,NO GAME,60.06,0.621788482448953,0.5476640426406727,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.5602439024390244,1.0,0.9963
AI Picks by Srini underdog - March 10 2026.csv,212,710,Jalen Green,3PA,UNDER,60.90%,BET WITH CAUTION,B,❌ MISS,59.64,0.626615823513763,0.5475908051585574,0.5765635645183267,0.5557229965156795,0.5894404591104735,0.48343495934959346,1.0,0.9696
AI Picks by Srini underdog - March 10 2026.csv,258,711,Alex Sarr,BLK,UNDER,58.70%,BET WITH CAUTION,S,❌ MISS,58.33,0.6417116688007488,0.5473878140754392,0.644579945799458,0.5869918699186992,0.5894404591104735,0.5227380015735641,1.0,0.9954
AI Picks by Srini underdog - March 10 2026.csv,187,712,Stephon Castle,REB,UNDER,60.10%,DO NOT BET,B,❌ MISS,60.57,0.6151492845995612,0.5472476466072902,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.5273835920177383,1.0,0.9936
AI Picks by Srini underdog - March 15 2026.csv,87,713,Scoot Henderson,3PA,OVER,57.9%,DO NOT BET,B,❌ MISS,61.1,0.6085210320159036,0.5469912701954083,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.5170731707317073,1.0,0.9733
AI Picks by Srini underdog - March 11 2026.csv,136,714,Ace Bailey,3PA,UNDER,60.90%,BET WITH CAUTION,B,❌ MISS,58.6,0.637586892038734,0.5467709293635707,0.5765635645183267,0.5557229965156795,0.5894404591104735,0.5787456445993031,1.0,0.9984
AI Picks by Srini underdog - March 14 2026.csv,82,715,Tyler Herro,PTS,UNDER,61.0%,DO NOT BET,D,✅ HIT,62.01,0.597441105813763,0.5467465047082074,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.591869918699187,1.0,0.9989
AI Picks by Srini underdog - March 10 2026.csv,233,716,Kristaps Porziņģis,3PM,OVER,58.70%,DO NOT BET,S,✅ HIT,58.89,0.6340828539311294,0.5467104299758423,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.7001876172607879,1.0,0.9963
AI Picks by Srini underdog - March 10 2026.csv,147,717,Rudy Gobert,PR,UNDER,61.60%,DO NOT BET,D,✅ HIT,62.24,0.5945407508606979,0.5466196837746096,0.4622014406672564,0.4584602067315036,0.49407702047654983,0.586159954622802,1.0,0.9948
AI Picks by Srini underdog - March 11 2026.csv,88,718,Karl-Anthony Towns,REB,UNDER,59.60%,DO NOT BET,B,✅ HIT,60.91,0.6099795952786721,0.5464867369278603,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.49313669880884853,1.0,0.9927
AI Picks by Srini underdog - March 13 2026.csv,128,719,Josh Giddey,RA,OVER,65.0%,BET WITH CAUTION,C,✅ HIT,60.37,0.6156113037876155,0.5460189070917914,0.5152613240418118,0.4925952315702933,0.5894404591104735,0.42409756097560974,1.0,0.9861
AI Picks by Srini underdog - March 11 2026.csv,62,720,Amen Thompson,AST,UNDER,62.00%,DO NOT BET,C,✅ HIT,62.55,0.5899659664834014,0.5460161045103546,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.4609756097560975,1.0,0.9953
AI Picks by Srini underdog - March 13 2026.csv,87,721,Jalen Brunson,AST,UNDER,63.2%,DO NOT BET,C,❌ MISS,62.97,0.5849015355890925,0.5459352336032958,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.3700813008130081,1.0,0.9942
AI Picks by Srini underdog - March 12 2026.csv,139,722,Jalen Duren,AST,OVER,61.7%,DO NOT BET,C,✅ HIT,61.46,0.6026215894234146,0.545908926088212,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.6001318391562294,1.0,0.9905
AI Picks by Srini underdog - March 15 2026.csv,82,723,OG Anunoby,PRA,OVER,65.5%,STRONG BET,D,❌ MISS,61.4,0.6032668766924812,0.545869647216785,0.4730352303523035,0.4584602067315036,0.5899154143056583,0.4040975609756097,1.0,0.9949
AI Picks by Srini underdog - March 10 2026.csv,157,724,Kyle Kuzma,PRA,OVER,64.40%,DO NOT BET,D,✅ HIT,61.76,0.5989953134927837,0.5458454247149032,0.4730352303523035,0.4584602067315036,0.49407702047654983,0.5227380015735641,1.0,0.977
AI Picks by Srini underdog - March 12 2026.csv,142,725,Shai Gilgeous-Alexander,3PM,UNDER,58.3%,DO NOT BET,S,❌ MISS,61.24,0.605103508122894,0.545840216056366,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.42644415917843387,1.0,0.9914
AI Picks by Srini underdog - March 10 2026.csv,126,726,Luka Dončić,PTS,UNDER,62.10%,DO NOT BET,D,✅ HIT,63.31,0.5807296486530376,0.5458228954740082,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.3885553470919324,1.0,0.9965
AI Picks by Srini underdog - March 13 2026.csv,129,727,Jrue Holiday,REB,OVER,61.8%,DO NOT BET,B,✅ HIT,60.35,0.6153928766172996,0.5457240242323125,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.4712195121951219,1.0,0.9952
AI Picks by Srini underdog - March 13 2026.csv,123,728,Brandon Ingram,RA,UNDER,63.3%,DO NOT BET,C,✅ HIT,60.62,0.6121828944035771,0.545701755976834,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.5593495934959349,1.0,0.9915
AI Picks by Srini underdog - March 15 2026.csv,140,729,Brandin Podziemski,3PM,UNDER,61.4%,BET WITH CAUTION,S,✅ HIT,58.46,0.637372004947166,0.5455609163626376,0.5747041267881033,0.5869918699186992,0.5894404591104735,0.5261930010604453,1.0,0.9976
AI Picks by Srini underdog - March 11 2026.csv,107,730,LaMelo Ball,FTM,UNDER,60.30%,BET WITH CAUTION,B,❌ MISS,59.97,0.6195855261000421,0.5455440476194002,0.5145057766367137,0.5557229965156795,0.5894404591104735,0.5640975609756097,1.0,0.9567
AI Picks by Srini underdog - March 13 2026.csv,146,731,Kawhi Leonard,3PM,UNDER,57.0%,DO NOT BET,S,✅ HIT,59.78,0.6216862122800975,0.5454568942480886,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.633921200750469,1.0,0.9965
AI Picks by Srini underdog - March 15 2026.csv,75,732,James Harden,RA,OVER,63.4%,DO NOT BET,C,❌ MISS,61.98,0.5955599306193937,0.5452943830337073,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.39101995565410197,1.0,0.9889
AI Picks by Srini underdog - March 14 2026.csv,142,733,Desmond Bane,3PA,UNDER,59.0%,DO NOT BET,B,✅ HIT,59.44,0.6251471395320808,0.5451071085827297,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.6368342458934793,1.0,0.9915
AI Picks by Srini underdog - March 10 2026.csv,216,734,Draymond Green,3PM,UNDER,59.80%,DO NOT BET,S,❌ MISS,59.54,0.6237284824489531,0.5449495074725639,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.5602439024390244,1.0,0.9943
AI Picks by Srini underdog - March 15 2026.csv,94,735,Karl-Anthony Towns,REB,UNDER,59.9%,DO NOT BET,B,✅ HIT,60.62,0.6110245952786721,0.5449488615456458,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.49313669880884853,1.0,0.9932
AI Picks by Srini underdog - March 14 2026.csv,79,736,Tyler Herro,FGA,UNDER,60.7%,DO NOT BET,D,✅ HIT,62.06,0.5938792640129339,0.5448135705346021,0.4736390243902439,0.4584602067315036,0.49407702047654983,0.591869918699187,1.0,0.9856
AI Picks by Srini underdog - March 12 2026.csv,110,737,Shai Gilgeous-Alexander,PRA,UNDER,61.6%,DO NOT BET,D,❌ MISS,63.16,0.5809009292532705,0.5447874388733589,0.4730352303523035,0.4584602067315036,0.49407702047654983,0.42644415917843387,1.0,0.9981
AI Picks by Srini underdog - March 9 2026.csv,25,738,Darius Garland,REB,UNDER,57.20%,DO NOT BET,B,✅ HIT,60.35,0.6138112377118861,0.5446959589437937,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.6147531231409875,1.0,0.9893
AI Picks by Srini underdog - March 14 2026.csv,144,739,Miles Bridges,PR,OVER,65.6%,STRONG BET,D,✅ HIT,59.37,0.6252077842606982,0.5446113594606241,0.4622014406672564,0.4584602067315036,0.5899154143056583,0.6501742160278745,1.0,0.9781
AI Picks by Srini underdog - March 11 2026.csv,103,740,Ace Bailey,REB,UNDER,58.50%,DO NOT BET,B,✅ HIT,60.25,0.6148454898577176,0.5446036968447171,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.5787456445993031,1.0,0.9936
AI Picks by Srini underdog - March 15 2026.csv,72,741,James Harden,PA,OVER,66.8%,STRONG BET,D,❌ MISS,62.11,0.5929052974655861,0.5445627552757595,0.4054911368785819,0.4584602067315036,0.5899154143056583,0.39101995565410197,1.0,0.9956
AI Picks by Srini underdog - March 11 2026.csv,75,742,Jamal Murray,AST,OVER,63.20%,DO NOT BET,C,❌ MISS,61.5,0.6000485681094176,0.5445422726316608,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.5251016260162601,1.0,0.9871
AI Picks by Srini underdog - March 10 2026.csv,204,743,VJ Edgecombe,3PA,UNDER,58.30%,DO NOT BET,B,✅ HIT,59.98,0.6178884710402938,0.5445174144299505,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.5840975609756097,1.0,0.9994
AI Picks by Srini underdog - March 15 2026.csv,127,744,Brandin Podziemski,REB,UNDER,63.4%,DO NOT BET,B,✅ HIT,59.26,0.6262252255038319,0.5444317176754072,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.5261930010604453,1.0,0.9931
AI Picks by Srini underdog - March 14 2026.csv,105,745,Trae Young,PA,OVER,68.5%,STRONG BET,D,❌ MISS,60.72,0.6090412943954854,0.5444242419654415,0.4054911368785819,0.4584602067315036,0.5899154143056583,0.5078799249530956,1.0,0.969
AI Picks by Srini underdog - March 9 2026.csv,18,746,Karl-Anthony Towns,AST,UNDER,59.60%,DO NOT BET,C,❌ MISS,62.76,0.5847520753886765,0.5442325798859045,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.49313669880884853,1.0,0.9899
AI Picks by Srini underdog - March 11 2026.csv,66,747,Nikola Jokić,PTS,OVER,63.40%,DO NOT BET,D,❌ MISS,62.37,0.5889811103304748,0.5439998012219918,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.4297199638663053,1.0,0.9908
AI Picks by Srini underdog - March 9 2026.csv,27,748,Kawhi Leonard,REB,UNDER,58.10%,DO NOT BET,B,❌ MISS,59.81,0.6190330454728342,0.5439616936215277,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.633921200750469,1.0,0.9942
AI Picks by Srini underdog - March 11 2026.csv,113,749,Amen Thompson,STL,UNDER,59.00%,DO NOT BET,A,✅ HIT,59.72,0.6199905712906311,0.5438960120086153,0.6067636810821889,0.6088002636783125,0.49407702047654983,0.4609756097560975,1.0,0.9919
AI Picks by Srini underdog - March 15 2026.csv,67,750,Cade Cunningham,AST,UNDER,61.4%,DO NOT BET,C,✅ HIT,62.5,0.587187932050116,0.5438281191317856,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.45889526542324244,1.0,0.9847
AI Picks by Srini underdog - March 13 2026.csv,110,751,Ace Bailey,AST,OVER,61.6%,DO NOT BET,C,❌ MISS,61.42,0.599842969967722,0.5437970130444649,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.5787456445993031,1.0,0.9845
AI Picks by Srini underdog - March 13 2026.csv,109,752,Naz Reid,RA,UNDER,60.5%,DO NOT BET,C,✅ HIT,61.43,0.5997001301759347,0.5437806197791899,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.5301219512195121,1.0,0.9907
AI Picks by Srini underdog - March 11 2026.csv,93,753,OG Anunoby,3PM,UNDER,59.70%,DO NOT BET,S,❌ MISS,60.78,0.6073038483026115,0.5437536176013937,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.4040975609756097,1.0,0.9849
AI Picks by Srini underdog - March 12 2026.csv,157,754,Luka Dončić,REB,OVER,62.3%,DO NOT BET,B,✅ HIT,60.64,0.6088564601069806,0.5436924788828197,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.3885553470919324,1.0,0.9958
AI Picks by Srini underdog - March 10 2026.csv,169,755,Victor Wembanyama,FTM,UNDER,61.00%,BET WITH CAUTION,B,❌ MISS,61.34,0.5999869082138632,0.5432789521093632,0.5145057766367137,0.5557229965156795,0.5894404591104735,0.3382113821138211,1.0,0.9689
AI Picks by Srini underdog - March 14 2026.csv,99,756,Austin Reaves,FTM,UNDER,59.2%,DO NOT BET,B,✅ HIT,60.85,0.6056472170446666,0.5432119754794366,0.5145057766367137,0.5557229965156795,0.49407702047654983,0.5575505967825636,1.0,0.9947
AI Picks by Srini underdog - March 10 2026.csv,209,757,De'Aaron Fox,REB,UNDER,57.60%,DO NOT BET,B,✅ HIT,59.7,0.6189560879994134,0.5430706926705504,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.6501016260162601,1.0,0.9943
AI Picks by Srini underdog - March 12 2026.csv,115,758,Shai Gilgeous-Alexander,FGA,UNDER,62.2%,DO NOT BET,D,✅ HIT,62.77,0.5827416880608586,0.5430022807222095,0.4736390243902439,0.4584602067315036,0.49407702047654983,0.42644415917843387,1.0,0.9917
AI Picks by Srini underdog - March 11 2026.csv,125,759,Desmond Bane,3PA,UNDER,58.70%,DO NOT BET,B,✅ HIT,59.26,0.6238471395320807,0.5428859617937689,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.6368342458934793,1.0,0.9859
AI Picks by Srini underdog - March 10 2026.csv,180,760,Rudy Gobert,RA,UNDER,60.20%,DO NOT BET,C,❌ MISS,60.91,0.6043839305162637,0.5428495548322949,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.586159954622802,1.0,0.9927
AI Picks by Srini underdog - March 10 2026.csv,144,761,Anthony Edwards,PA,UNDER,61.60%,DO NOT BET,D,✅ HIT,62.39,0.586779328047926,0.5427215479371084,0.4054911368785819,0.4584602067315036,0.49407702047654983,0.6243163340724316,1.0,0.9901
AI Picks by Srini underdog - March 10 2026.csv,130,762,Victor Wembanyama,PTS,UNDER,62.60%,DO NOT BET,D,❌ MISS,63.22,0.5769402521552264,0.5426717143559505,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.3382113821138211,1.0,0.9874
AI Picks by Srini underdog - March 11 2026.csv,95,763,Jamal Murray,RA,OVER,62.70%,DO NOT BET,C,❌ MISS,60.69,0.6066930976556095,0.542668556286362,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.5251016260162601,1.0,0.991
AI Picks by Srini underdog - March 11 2026.csv,127,764,Russell Westbrook,3PM,OVER,58.80%,DO NOT BET,S,✅ HIT,59.09,0.6248843767578961,0.5422604718009749,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.6045528455284552,1.0,0.9968
AI Picks by Srini underdog - March 14 2026.csv,74,765,Jamal Murray,PRA,UNDER,60.7%,DO NOT BET,D,✅ HIT,62.24,0.5875366759370532,0.5420670350742405,0.4730352303523035,0.4584602067315036,0.49407702047654983,0.5251016260162601,1.0,0.9947
AI Picks by Srini underdog - March 15 2026.csv,95,766,Shai Gilgeous-Alexander,3PA,UNDER,59.6%,DO NOT BET,B,✅ HIT,60.62,0.6064481308605763,0.5419741596738834,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.42644415917843387,1.0,0.9975
AI Picks by Srini underdog - March 14 2026.csv,107,767,Luka Dončić,TOV,UNDER,58.5%,DO NOT BET,A,❌ MISS,60.49,0.6077534704144627,0.5418287465918825,0.59583830803343,0.6088002636783125,0.49407702047654983,0.3885553470919324,1.0,0.9697
AI Picks by Srini underdog - March 13 2026.csv,91,768,RJ Barrett,PR,UNDER,62.3%,DO NOT BET,D,❌ MISS,62.73,0.5813048029387236,0.5417624949952748,0.4622014406672564,0.4584602067315036,0.49407702047654983,0.4441504754030591,1.0,0.9665
AI Picks by Srini underdog - March 10 2026.csv,239,769,Onyeka Okongwu,REB,OVER,59.30%,DO NOT BET,B,✅ HIT,58.7,0.6285877198228744,0.5416859934171292,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.691567944250871,1.0,0.9884
AI Picks by Srini underdog - March 14 2026.csv,103,770,Luka Dončić,STL,UNDER,56.7%,DO NOT BET,A,✅ HIT,60.76,0.6042585450242145,0.5416212652716623,0.6067636810821889,0.6088002636783125,0.49407702047654983,0.3885553470919324,1.0,0.9785
AI Picks by Srini underdog - March 15 2026.csv,70,771,Scoot Henderson,AST,UNDER,59.0%,DO NOT BET,C,✅ HIT,62.37,0.5852307225809623,0.5415620491848085,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.5170731707317073,1.0,0.9924
AI Picks by Srini underdog - March 13 2026.csv,117,772,Reed Sheppard,AST,UNDER,62.8%,DO NOT BET,C,✅ HIT,61.12,0.5998452889766264,0.5415049424186515,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.5334688346883468,1.0,0.9935
AI Picks by Srini underdog - March 13 2026.csv,101,773,Evan Mobley,FTM,UNDER,58.5%,DO NOT BET,B,❌ MISS,61.79,0.5918343524883616,0.5414201578601889,0.5145057766367137,0.5557229965156795,0.49407702047654983,0.45512195121951216,1.0,0.9709
AI Picks by Srini underdog - March 13 2026.csv,97,774,Cooper Flagg,PR,UNDER,64.0%,DO NOT BET,D,❌ MISS,62.23,0.5861464439537648,0.5410869316857162,0.4622014406672564,0.4584602067315036,0.49407702047654983,0.4270168855534709,1.0,0.982
AI Picks by Srini underdog - March 10 2026.csv,211,775,Rudy Gobert,REB,UNDER,58.70%,DO NOT BET,B,❌ MISS,59.67,0.6162519208600675,0.5410836262318155,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.586159954622802,1.0,0.9933
AI Picks by Srini underdog - March 11 2026.csv,81,776,Aaron Gordon,RA,OVER,62.10%,DO NOT BET,C,❌ MISS,61.12,0.5991747737031393,0.5410691074908849,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.4694183864915572,1.0,0.9928
AI Picks by Srini underdog - March 12 2026.csv,205,777,Trae Young,TOV,OVER,59.6%,DO NOT BET,A,❌ MISS,59.04,0.6233309282005791,0.5408684672417853,0.59583830803343,0.6088002636783125,0.49407702047654983,0.5078799249530956,1.0,0.9678
AI Picks by Srini underdog - March 15 2026.csv,115,778,Andrew Nembhard,3PM,OVER,59.3%,DO NOT BET,S,NO GAME,59.6,0.6167353560631437,0.540862690918108,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.5093126385809312,1.0,0.9903
AI Picks by Srini underdog - March 11 2026.csv,106,779,Reed Sheppard,3PA,OVER,58.00%,DO NOT BET,B,✅ HIT,60.05,0.6114305984115675,0.5408549654169854,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.5334688346883468,1.0,0.9919
AI Picks by Srini underdog - March 10 2026.csv,213,780,Amen Thompson,STL,UNDER,58.20%,DO NOT BET,A,✅ HIT,59.59,0.616830571290631,0.540848128216588,0.6067636810821889,0.6088002636783125,0.49407702047654983,0.4609756097560975,1.0,0.9831
AI Picks by Srini underdog - March 12 2026.csv,182,781,Shai Gilgeous-Alexander,STL,UNDER,58.5%,DO NOT BET,A,❌ MISS,59.91,0.6129624262328647,0.5407803171094145,0.6067636810821889,0.6088002636783125,0.49407702047654983,0.42644415917843387,1.0,0.9544
AI Picks by Srini underdog - March 11 2026.csv,54,782,RJ Barrett,PA,UNDER,63.90%,DO NOT BET,D,✅ HIT,62.97,0.5769227421809887,0.5407490178880283,0.4054911368785819,0.4584602067315036,0.49407702047654983,0.4441504754030591,1.0,0.9969
AI Picks by Srini underdog - March 11 2026.csv,85,783,Desmond Bane,AST,UNDER,60.00%,DO NOT BET,C,❌ MISS,61.02,0.5998518300971397,0.5407446681531181,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.6368342458934793,1.0,0.9773
AI Picks by Srini underdog - March 14 2026.csv,112,784,Tyler Herro,FTM,UNDER,59.3%,DO NOT BET,B,✅ HIT,60.22,0.6089941492363289,0.5405709676426543,0.5145057766367137,0.5557229965156795,0.49407702047654983,0.591869918699187,1.0,0.9862
AI Picks by Srini underdog - March 15 2026.csv,88,785,Donovan Mitchell,RA,UNDER,60.8%,DO NOT BET,C,❌ MISS,61.05,0.5991900488751217,0.5405438681569665,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.5138211382113821,1.0,0.9927
AI Picks by Srini underdog - March 14 2026.csv,117,786,Victor Wembanyama,3PA,UNDER,60.1%,BET WITH CAUTION,B,❌ MISS,60.1,0.6102434657901858,0.5404655922100209,0.5765635645183267,0.5557229965156795,0.5894404591104735,0.3382113821138211,1.0,0.987
AI Picks by Srini underdog - March 13 2026.csv,114,787,Trey Murphy III,FGA,UNDER,60.6%,DO NOT BET,D,✅ HIT,61.21,0.5971195605217814,0.5404212923174827,0.4736390243902439,0.4584602067315036,0.49407702047654983,0.6236728837876614,1.0,0.9936
AI Picks by Srini underdog - March 13 2026.csv,158,788,Donte DiVincenzo,REB,OVER,60.7%,DO NOT BET,B,✅ HIT,59.14,0.6207755866443997,0.5399720212241358,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.5612466124661246,1.0,0.9976
AI Picks by Srini underdog - March 11 2026.csv,138,789,Kawhi Leonard,3PA,OVER,59.70%,DO NOT BET,B,✅ HIT,58.58,0.6271158350177797,0.539811837101177,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.633921200750469,1.0,0.9891
AI Picks by Srini underdog - March 14 2026.csv,155,790,Kawhi Leonard,3PM,UNDER,57.8%,DO NOT BET,S,✅ HIT,58.81,0.6242162122800975,0.539685492107578,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.633921200750469,1.0,0.9927
AI Picks by Srini underdog - March 12 2026.csv,152,791,Austin Reaves,FTM,UNDER,58.0%,DO NOT BET,B,✅ HIT,60.87,0.5998972170446666,0.5396273806782099,0.5145057766367137,0.5557229965156795,0.49407702047654983,0.5575505967825636,1.0,0.9613
AI Picks by Srini underdog - March 11 2026.csv,117,792,Russell Westbrook,3PA,OVER,57.50%,DO NOT BET,B,❌ MISS,59.47,0.6158839994955785,0.5393154253571634,0.5765635645183267,0.5557229965156795,0.49407702047654983,0.6045528455284552,1.0,0.9728
AI Picks by Srini underdog - March 10 2026.csv,206,793,Tobias Harris,REB,UNDER,59.30%,DO NOT BET,B,✅ HIT,59.85,0.6113882424709579,0.539298382067855,0.5620746167935988,0.5557229965156795,0.49407702047654983,0.5170731707317073,1.0,0.9934
AI Picks by Srini underdog - March 11 2026.csv,87,794,LaMelo Ball,RA,UNDER,59.40%,DO NOT BET,C,✅ HIT,60.92,0.5987726911515445,0.5392787018446141,0.5152613240418118,0.4925952315702933,0.49407702047654983,0.5640975609756097,1.0,0.979
AI Picks by Srini underdog - March 14 2026.csv,75,795,Jaylen Brown,PTS,OVER,64.0%,DO NOT BET,D,❌ MISS,62.23,0.5833311099617636,0.5392569645909154,0.4830232333943893,0.4584602067315036,0.49407702047654983,0.3511199601791936,1.0,0.9942
AI Picks by Srini underdog - March 14 2026.csv,91,796,Bam Adebayo,AST,OVER,62.0%,DO NOT BET,C,❌ MISS,61.49,0.591801901442751,0.5391054866989409,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.48343495934959346,1.0,0.9871
AI Picks by Srini underdog - March 15 2026.csv,99,797,Shai Gilgeous-Alexander,3PM,UNDER,57.9%,DO NOT BET,S,❌ MISS,60.44,0.604128508122894,0.5390902581054292,0.5747041267881033,0.5869918699186992,0.49407702047654983,0.42644415917843387,1.0,0.9991
AI Picks by Srini underdog - March 15 2026.csv,98,798,Russell Westbrook,AST,OVER,61.9%,DO NOT BET,C,NO GAME,60.47,0.6037586900606372,0.5390792341631225,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.6045528455284552,1.0,0.9908
AI Picks by Srini underdog - March 15 2026.csv,77,799,OG Anunoby,AST,OVER,63.1%,DO NOT BET,C,❌ MISS,61.86,0.5873731616053527,0.5390555519819401,0.4745136763108522,0.4925952315702933,0.49407702047654983,0.4040975609756097,1.0,0.9824
