source_file,Rank,rerank_position,Player,Stat,Pick,Confidence,Recommendation,Tier,Result,Rank Score,historical_rerank_score,hybrid_rerank_score,stat_component,tier_component,rec_component,player_component,agreement_component,stability_component
AI Picks by Srini underdog - March 10 2026.csv,1,1,Victor Wembanyama,BLK,UNDER,87.60%,STRONG BET,S,✅ HIT,87.07,0.7211410014781966,0.8187416509531826,0.644579945799458,0.5869918699186992,0.5899154143056583,0.3382113821138211,1.0,0.9867
AI Picks by Srini underdog - March 10 2026.csv,2,2,Rudy Gobert,STL,UNDER,82.80%,STRONG BET,A,✅ HIT,79.98,0.7250396130367945,0.7670708555010944,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.586159954622802,1.0,0.9941
AI Picks by Srini underdog - March 13 2026.csv,2,3,Julius Randle,STL,UNDER,78.6%,STRONG BET,A,✅ HIT,78.01,0.7145093308741002,0.7451650100161614,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6265071329958583,1.0,0.9884
AI Picks by Srini underdog - March 13 2026.csv,1,4,Kevin Durant,STL,UNDER,78.9%,STRONG BET,A,✅ HIT,79.07,0.6943430625720255,0.740160911154804,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.41234444997511194,1.0,0.993
AI Picks by Srini underdog - March 10 2026.csv,4,5,Quentin Grimes,TOV,UNDER,78.60%,STRONG BET,A,✅ HIT,77.52,0.7116415813664232,0.7395547954662225,0.59583830803343,0.6088002636783125,0.5899154143056583,0.6213803840166061,1.0,0.985
AI Picks by Srini underdog - March 10 2026.csv,3,6,Bam Adebayo,STL,UNDER,77.00%,STRONG BET,A,❌ MISS,78.87,0.6934121135094737,0.7380267422764113,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.48343495934959346,1.0,0.9614
AI Picks by Srini underdog - March 10 2026.csv,5,7,Onyeka Okongwu,STL,UNDER,76.50%,STRONG BET,A,✅ HIT,77.11,0.7137454119996014,0.7377877288029333,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.691567944250871,1.0,0.9858
AI Picks by Srini underdog - March 15 2026.csv,1,8,Giannis Antetokounmpo,STL,UNDER,77.2%,STRONG BET,A,✅ HIT,77.83,0.6987383581038344,0.7335377309265279,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5149974052932018,1.0,0.9912
AI Picks by Srini underdog - March 12 2026.csv,1,9,Victor Wembanyama,STL,UNDER,81.0%,STRONG BET,A,NO GAME,78.26,0.6921447557858964,0.7325393511934967,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.3382113821138211,1.0,0.9545
AI Picks by Srini underdog - March 12 2026.csv,3,10,Jaime Jaquez Jr.,TOV,UNDER,78.8%,STRONG BET,A,✅ HIT,76.16,0.7081531074246927,0.7268897338875053,0.59583830803343,0.6088002636783125,0.5899154143056583,0.5787456445993031,1.0,0.9869
AI Picks by Srini underdog - March 11 2026.csv,1,11,Alperen Sengun,TOV,UNDER,75.90%,STRONG BET,A,✅ HIT,77.69,0.6870089309913701,0.7248432669120121,0.59583830803343,0.6088002636783125,0.5899154143056583,0.4607538802660754,1.0,0.9972
AI Picks by Srini underdog - March 14 2026.csv,5,12,Onyeka Okongwu,BLK,UNDER,75.0%,STRONG BET,S,✅ HIT,75.3,0.7140766576919017,0.7241651180139341,0.644579945799458,0.5869918699186992,0.5899154143056583,0.691567944250871,1.0,0.9955
AI Picks by Srini underdog - March 10 2026.csv,6,13,Quentin Grimes,FTM,UNDER,78.90%,STRONG BET,B,❌ MISS,77.11,0.6899958030275639,0.7223504829711089,0.5145057766367137,0.5557229965156795,0.5899154143056583,0.6213803840166061,1.0,0.9844
AI Picks by Srini underdog - March 12 2026.csv,2,14,Giannis Antetokounmpo,STL,UNDER,77.6%,STRONG BET,A,✅ HIT,76.21,0.6995583581038345,0.7216854098258809,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5149974052932018,1.0,0.9804
AI Picks by Srini underdog - March 14 2026.csv,1,15,Victor Wembanyama,STL,UNDER,78.2%,STRONG BET,A,❌ MISS,77.51,0.6839847557858965,0.7215014062394935,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.3382113821138211,1.0,0.9817
AI Picks by Srini underdog - March 14 2026.csv,4,16,Onyeka Okongwu,STL,UNDER,73.9%,STRONG BET,A,✅ HIT,75.36,0.7045704119996014,0.7184447739102592,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.691567944250871,1.0,0.9791
AI Picks by Srini underdog - March 10 2026.csv,7,17,Victor Wembanyama,STL,UNDER,79.40%,STRONG BET,A,✅ HIT,76.6,0.6886147557858965,0.7175537196953029,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.3382113821138211,1.0,0.9927
AI Picks by Srini underdog - March 14 2026.csv,3,18,Bam Adebayo,STL,UNDER,76.9%,STRONG BET,A,❌ MISS,76.01,0.6941221135094737,0.7166227988518123,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.48343495934959346,1.0,0.9824
AI Picks by Srini underdog - March 14 2026.csv,2,19,Victor Wembanyama,BLK,UNDER,76.8%,STRONG BET,S,❌ MISS,76.68,0.6830910014781967,0.7145749001903918,0.644579945799458,0.5869918699186992,0.5899154143056583,0.3382113821138211,1.0,0.9601
AI Picks by Srini underdog - March 10 2026.csv,8,20,De'Aaron Fox,STL,UNDER,75.70%,STRONG BET,A,✅ HIT,74.54,0.7075387801761405,0.7141051000752995,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6501016260162601,1.0,0.999
AI Picks by Srini underdog - March 11 2026.csv,2,21,Trey Murphy III,3PA,UNDER,78.00%,STRONG BET,B,✅ HIT,75.14,0.6996766105809922,0.7135818458016556,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.6236728837876614,1.0,0.9864
AI Picks by Srini underdog - March 12 2026.csv,8,22,Stephon Castle,STL,UNDER,79.1%,STRONG BET,A,✅ HIT,74.58,0.7061919767762881,0.7135354882629422,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5273835920177383,1.0,0.9863
AI Picks by Srini underdog - March 13 2026.csv,3,23,Kevin Durant,TOV,UNDER,75.9%,STRONG BET,A,✅ HIT,76.71,0.6809279879622737,0.713398299203202,0.59583830803343,0.6088002636783125,0.5899154143056583,0.41234444997511194,1.0,0.9724
AI Picks by Srini underdog - March 12 2026.csv,7,24,Ivica Zubac,REB,OVER,80.3%,STRONG BET,B,❌ MISS,74.85,0.6952521920972081,0.7084888484049814,0.5620746167935988,0.5557229965156795,0.5899154143056583,0.5261065943992773,1.0,0.9946
AI Picks by Srini underdog - March 12 2026.csv,5,25,Dyson Daniels,3PM,UNDER,75.8%,STRONG BET,S,NO GAME,75.72,0.684709089708446,0.7082872079989297,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.5102439024390244,1.0,0.9959
AI Picks by Srini underdog - March 11 2026.csv,3,26,RJ Barrett,TOV,UNDER,77.80%,STRONG BET,A,✅ HIT,74.98,0.6908885905050683,0.7066463911621178,0.59583830803343,0.6088002636783125,0.5899154143056583,0.4441504754030591,1.0,0.9788
AI Picks by Srini underdog - March 10 2026.csv,9,27,Tobias Harris,STL,UNDER,77.00%,STRONG BET,A,✅ HIT,74.28,0.6982559346476851,0.706083482897749,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5170731707317073,1.0,0.991
AI Picks by Srini underdog - March 13 2026.csv,4,28,Ivica Zubac,REB,OVER,80.6%,STRONG BET,B,✅ HIT,74.25,0.696292192097208,0.7045776924417788,0.5620746167935988,0.5557229965156795,0.5899154143056583,0.5261065943992773,1.0,0.995
AI Picks by Srini underdog - March 12 2026.csv,4,29,VJ Edgecombe,FGA,UNDER,81.4%,STRONG BET,D,✅ HIT,76.0,0.6748176355000692,0.7039984355463127,0.4736390243902439,0.4584602067315036,0.5899154143056583,0.5840975609756097,1.0,0.9823
AI Picks by Srini underdog - March 12 2026.csv,10,30,Quentin Grimes,3PA,UNDER,78.1%,STRONG BET,B,❌ MISS,73.71,0.7001273606038865,0.7029421116042374,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.6213803840166061,1.0,0.9932
AI Picks by Srini underdog - March 12 2026.csv,6,31,Dyson Daniels,STL,UNDER,73.0%,STRONG BET,A,NO GAME,74.93,0.6823680078184168,0.7007257494188608,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5102439024390244,1.0,0.9589
AI Picks by Srini underdog - March 15 2026.csv,2,32,Ivica Zubac,AST,UNDER,79.8%,STRONG BET,C,✅ HIT,75.83,0.6682446722072124,0.6984263152163817,0.4745136763108522,0.4925952315702933,0.5899154143056583,0.5261065943992773,1.0,0.9902
AI Picks by Srini underdog - March 10 2026.csv,15,33,VJ Edgecombe,TOV,UNDER,76.80%,STRONG BET,A,✅ HIT,72.7,0.7013632990623234,0.6960237590641639,0.59583830803343,0.6088002636783125,0.5899154143056583,0.5840975609756097,1.0,0.9764
AI Picks by Srini underdog - March 12 2026.csv,9,34,Josh Giddey,TOV,UNDER,76.0%,STRONG BET,A,❌ MISS,74.17,0.6835032990623235,0.6956532911740102,0.59583830803343,0.6088002636783125,0.5899154143056583,0.42409756097560974,1.0,0.9936
AI Picks by Srini underdog - March 10 2026.csv,11,35,Brandon Miller,STL,UNDER,74.90%,STRONG BET,A,❌ MISS,73.75,0.6871391627682015,0.694805593408589,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.47460545193687226,1.0,0.9964
AI Picks by Srini underdog - March 13 2026.csv,10,36,Scottie Barnes,BLK,UNDER,75.4%,STRONG BET,S,❌ MISS,72.4,0.6997700133606232,0.6926945453764575,0.644579945799458,0.5869918699186992,0.5899154143056583,0.5424015009380863,1.0,0.9805
AI Picks by Srini underdog - March 10 2026.csv,14,37,Jrue Holiday,STL,UNDER,76.00%,STRONG BET,A,✅ HIT,73.12,0.6903055687940265,0.6920472435640127,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4712195121951219,1.0,0.9917
AI Picks by Srini underdog - March 10 2026.csv,12,38,Anthony Edwards,3PA,UNDER,73.80%,STRONG BET,B,❌ MISS,73.36,0.685640955609469,0.6908501073793314,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.6243163340724316,1.0,0.99
AI Picks by Srini underdog - March 11 2026.csv,4,39,LaMelo Ball,STL,UNDER,73.40%,STRONG BET,A,✅ HIT,72.9,0.6907783736720753,0.6906726095482368,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5640975609756097,1.0,0.9922
AI Picks by Srini underdog - March 13 2026.csv,7,40,Jrue Holiday,STL,UNDER,74.2%,STRONG BET,A,✅ HIT,73.34,0.6845605687940266,0.6899949507505203,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4712195121951219,1.0,0.9992
AI Picks by Srini underdog - March 13 2026.csv,5,41,Alperen Sengun,TOV,UNDER,73.0%,STRONG BET,A,NO GAME,73.93,0.6768439309913701,0.6894898395426095,0.59583830803343,0.6088002636783125,0.5899154143056583,0.4607538802660754,1.0,0.9911
AI Picks by Srini underdog - March 14 2026.csv,10,42,Derrick White,STL,UNDER,72.0%,STRONG BET,A,✅ HIT,72.14,0.6967993899322379,0.6887758725639526,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6723577235772358,1.0,0.9913
AI Picks by Srini underdog - March 14 2026.csv,6,43,Dyson Daniels,3PM,UNDER,73.4%,STRONG BET,S,✅ HIT,73.85,0.6760590897084461,0.6883680719136152,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.5102439024390244,1.0,0.9861
AI Picks by Srini underdog - March 15 2026.csv,5,44,Giannis Antetokounmpo,3PM,UNDER,81.6%,STRONG BET,S,✅ HIT,71.3,0.7049594399938637,0.6876578867555257,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.5149974052932018,1.0,0.997
AI Picks by Srini underdog - March 12 2026.csv,11,45,Quentin Grimes,AST,UNDER,78.5%,STRONG BET,C,❌ MISS,73.68,0.6732770511689453,0.6852600526733656,0.4745136763108522,0.4925952315702933,0.5899154143056583,0.6213803840166061,1.0,0.9887
AI Picks by Srini underdog - March 13 2026.csv,6,46,Ivica Zubac,RA,OVER,79.8%,STRONG BET,C,✅ HIT,73.43,0.6761992017534042,0.6852481355685962,0.5152613240418118,0.4925952315702933,0.5899154143056583,0.5261065943992773,1.0,0.9863
AI Picks by Srini underdog - March 10 2026.csv,23,47,VJ Edgecombe,FTM,UNDER,80.50%,STRONG BET,B,❌ MISS,72.02,0.6918825207234641,0.6846624763856091,0.5145057766367137,0.5557229965156795,0.5899154143056583,0.5840975609756097,1.0,0.9879
AI Picks by Srini underdog - March 14 2026.csv,13,48,Derrick White,BLK,UNDER,71.9%,STRONG BET,S,✅ HIT,71.14,0.7009856356245381,0.6838516723252768,0.644579945799458,0.5869918699186992,0.5899154143056583,0.6723577235772358,1.0,0.9829
AI Picks by Srini underdog - March 15 2026.csv,3,49,Quentin Grimes,3PM,UNDER,74.0%,STRONG BET,S,✅ HIT,72.08,0.6897677378662042,0.6837465831247104,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.6213803840166061,1.0,0.9972
AI Picks by Srini underdog - March 14 2026.csv,9,50,Jayson Tatum,STL,UNDER,73.6%,STRONG BET,A,❌ MISS,72.18,0.687305501043349,0.6829106551837216,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5334688346883468,1.0,0.9704
AI Picks by Srini underdog - March 14 2026.csv,11,51,Stephon Castle,STL,UNDER,74.3%,STRONG BET,A,✅ HIT,72.09,0.6883269767762882,0.6828865410156517,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5273835920177383,1.0,0.9554
AI Picks by Srini underdog - March 13 2026.csv,8,52,Josh Giddey,TOV,UNDER,73.9%,STRONG BET,A,✅ HIT,73.09,0.6753732990623237,0.6821119104402458,0.59583830803343,0.6088002636783125,0.5899154143056583,0.42409756097560974,1.0,0.9738
AI Picks by Srini underdog - March 10 2026.csv,19,53,Collin Sexton,STL,UNDER,73.00%,STRONG BET,A,NO GAME,72.33,0.6841409346476851,0.6820004760173407,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5170731707317073,1.0,0.9807
AI Picks by Srini underdog - March 10 2026.csv,20,54,Jalen Green,STL,UNDER,74.50%,STRONG BET,A,✅ HIT,72.08,0.6858321135094737,0.6811884272928357,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.48343495934959346,1.0,0.9798
AI Picks by Srini underdog - March 12 2026.csv,19,55,De'Aaron Fox,STL,UNDER,72.6%,STRONG BET,A,✅ HIT,71.17,0.6963137801761404,0.6810443240819785,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6501016260162601,1.0,0.9853
AI Picks by Srini underdog - March 12 2026.csv,13,56,Jalen Suggs,TOV,UNDER,71.1%,STRONG BET,A,❌ MISS,72.91,0.6752932834940826,0.6806837535319282,0.59583830803343,0.6088002636783125,0.5899154143056583,0.5149974052932018,1.0,0.9808
AI Picks by Srini underdog - March 12 2026.csv,14,57,Quentin Grimes,REB,UNDER,73.8%,STRONG BET,B,✅ HIT,72.24,0.682549571058941,0.6802780162901766,0.5620746167935988,0.5557229965156795,0.5899154143056583,0.6213803840166061,1.0,0.992
AI Picks by Srini underdog - March 10 2026.csv,21,58,Michael Porter Jr.,STL,UNDER,72.50%,STRONG BET,A,✅ HIT,72.04,0.6834581297696363,0.6793395274643945,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5281951219512195,1.0,0.9788
AI Picks by Srini underdog - March 14 2026.csv,8,59,Onyeka Okongwu,FTM,UNDER,72.5%,STRONG BET,B,✅ HIT,72.66,0.6757045590509904,0.6790397676592506,0.5145057766367137,0.5557229965156795,0.5899154143056583,0.691567944250871,1.0,0.9934
AI Picks by Srini underdog - March 10 2026.csv,13,60,Amen Thompson,3PM,UNDER,72.60%,STRONG BET,S,❌ MISS,73.25,0.6687572604401533,0.6790347269260223,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.4609756097560975,1.0,0.993
AI Picks by Srini underdog - March 12 2026.csv,18,61,Desmond Bane,STL,UNDER,71.7%,STRONG BET,A,❌ MISS,71.18,0.6925520421638622,0.6786756469733843,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6368342458934793,1.0,0.9978
AI Picks by Srini underdog - March 15 2026.csv,7,62,Quentin Grimes,STL,UNDER,73.6%,STRONG BET,A,❌ MISS,70.88,0.6956216559761749,0.6783773179697862,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6213803840166061,1.0,0.9609
AI Picks by Srini underdog - March 13 2026.csv,9,63,RJ Barrett,TOV,UNDER,73.4%,STRONG BET,A,✅ HIT,72.51,0.6758535905050685,0.6779898491136007,0.59583830803343,0.6088002636783125,0.5899154143056583,0.4441504754030591,1.0,0.9773
AI Picks by Srini underdog - March 10 2026.csv,26,64,Jaden McDaniels,STL,UNDER,72.90%,STRONG BET,A,✅ HIT,71.58,0.6858733047431251,0.6773925716253736,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5306468716861081,1.0,0.995
AI Picks by Srini underdog - March 14 2026.csv,12,65,Jalen Johnson,TOV,UNDER,72.2%,STRONG BET,A,✅ HIT,71.23,0.6891061512275798,0.6768180808617343,0.59583830803343,0.6088002636783125,0.5899154143056583,0.6164260826281732,1.0,0.9794
AI Picks by Srini underdog - March 14 2026.csv,7,66,Kevin Porter Jr.,3PM,UNDER,74.8%,STRONG BET,S,✅ HIT,73.16,0.6654699162667117,0.6762098798188049,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.3668021680216802,1.0,0.966
AI Picks by Srini underdog - March 14 2026.csv,14,67,Onyeka Okongwu,SB,UNDER,69.1%,BET,A,✅ HIT,71.07,0.6893186988053973,0.6757329951971283,0.6069806560134566,0.6088002636783125,0.5910811794685111,0.691567944250871,1.0,0.9968
AI Picks by Srini underdog - March 10 2026.csv,22,68,Immanuel Quickley,STL,UNDER,72.40%,STRONG BET,A,✅ HIT,72.04,0.6777880426616224,0.6756539708441855,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4679442508710801,1.0,0.9927
AI Picks by Srini underdog - March 10 2026.csv,27,69,Tyler Herro,TOV,UNDER,71.70%,STRONG BET,A,NO GAME,71.39,0.6852505348346812,0.6755351717965375,0.59583830803343,0.6088002636783125,0.5899154143056583,0.591869918699187,1.0,0.9854
AI Picks by Srini underdog - March 12 2026.csv,12,70,VJ Edgecombe,AST,UNDER,75.5%,STRONG BET,C,✅ HIT,73.53,0.6594637688648457,0.6751346301849002,0.4745136763108522,0.4925952315702933,0.5899154143056583,0.5840975609756097,1.0,0.991
AI Picks by Srini underdog - March 10 2026.csv,36,71,Derrick White,BLK,UNDER,70.70%,STRONG BET,S,✅ HIT,70.21,0.6974656356245382,0.6744535805823129,0.644579945799458,0.5869918699186992,0.5899154143056583,0.6723577235772358,1.0,0.9941
AI Picks by Srini underdog - March 10 2026.csv,41,72,Kristaps Porziņģis,BLK,UNDER,71.20%,STRONG BET,S,❌ MISS,69.87,0.7007536249928934,0.6739913852925957,0.644579945799458,0.5869918699186992,0.5899154143056583,0.7001876172607879,1.0,0.9702
AI Picks by Srini underdog - March 12 2026.csv,15,73,Bam Adebayo,STL,UNDER,71.3%,STRONG BET,A,✅ HIT,71.97,0.6754571135094737,0.6736036986995818,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.48343495934959346,1.0,0.9899
AI Picks by Srini underdog - March 10 2026.csv,29,74,Tyler Herro,3PA,UNDER,74.20%,STRONG BET,B,NO GAME,71.08,0.6838513140721447,0.6722556477199009,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.591869918699187,1.0,0.9919
AI Picks by Srini underdog - March 10 2026.csv,16,75,Brandon Miller,3PA,UNDER,72.60%,STRONG BET,B,✅ HIT,72.54,0.6665098673959131,0.6721457868908098,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.47460545193687226,1.0,0.9884
AI Picks by Srini underdog - March 10 2026.csv,18,76,Quentin Grimes,AST,UNDER,76.70%,STRONG BET,C,✅ HIT,72.47,0.6672270511689452,0.6720767881475738,0.4745136763108522,0.4925952315702933,0.5899154143056583,0.6213803840166061,1.0,0.9901
AI Picks by Srini underdog - March 14 2026.csv,17,77,Desmond Bane,TOV,UNDER,71.3%,STRONG BET,A,❌ MISS,70.64,0.6886269675541103,0.6719959081101633,0.59583830803343,0.6088002636783125,0.5899154143056583,0.6368342458934793,1.0,0.9902
AI Picks by Srini underdog - March 10 2026.csv,28,78,LaMelo Ball,STL,UNDER,70.50%,STRONG BET,A,✅ HIT,71.29,0.6798233736720752,0.6712429910469766,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.5640975609756097,1.0,0.9703
AI Picks by Srini underdog - March 12 2026.csv,25,79,Jaylen Wells,3PA,UNDER,78.9%,STRONG BET,B,✅ HIT,70.4,0.6890488343973478,0.6704352591729866,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.4881951219512195,1.0,0.9836
AI Picks by Srini underdog - March 12 2026.csv,22,80,Desmond Bane,3PM,UNDER,72.2%,STRONG BET,S,✅ HIT,70.68,0.6852131240538916,0.670082720232568,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.6368342458934793,1.0,0.9976
AI Picks by Srini underdog - March 12 2026.csv,16,81,Quentin Grimes,RA,UNDER,74.7%,STRONG BET,C,✅ HIT,71.96,0.6684015807151372,0.6689411497838763,0.5152613240418118,0.4925952315702933,0.5899154143056583,0.6213803840166061,1.0,0.9866
AI Picks by Srini underdog - March 11 2026.csv,5,82,Immanuel Quickley,STL,UNDER,70.80%,STRONG BET,A,❌ MISS,71.6,0.6719830426616223,0.6685168064711702,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4679442508710801,1.0,0.9854
AI Picks by Srini underdog - March 14 2026.csv,19,83,Desmond Bane,STL,UNDER,70.5%,STRONG BET,A,✅ HIT,70.18,0.6881270421638621,0.6681541370347134,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.6368342458934793,1.0,0.9909
AI Picks by Srini underdog - March 13 2026.csv,14,84,Zion Williamson,TOV,UNDER,70.5%,STRONG BET,A,✅ HIT,71.4,0.6728052502818357,0.6675221894365747,0.59583830803343,0.6088002636783125,0.5899154143056583,0.5073170731707317,1.0,0.9872
AI Picks by Srini underdog - March 11 2026.csv,9,85,Julius Randle,3PM,UNDER,72.60%,STRONG BET,S,✅ HIT,70.29,0.6855054127641295,0.6672910565181409,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.6265071329958583,1.0,0.9969
AI Picks by Srini underdog - March 10 2026.csv,37,86,Russell Westbrook,3PA,UNDER,75.00%,STRONG BET,B,✅ HIT,70.08,0.6879396067550714,0.6672677780251323,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.6045528455284552,1.0,0.9939
AI Picks by Srini underdog - March 12 2026.csv,17,87,LeBron James,STL,UNDER,70.6%,STRONG BET,A,❌ MISS,71.43,0.6717999454877934,0.6670980991186074,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4779132791327913,1.0,0.9754
AI Picks by Srini underdog - March 15 2026.csv,6,88,Immanuel Quickley,STL,UNDER,71.7%,STRONG BET,A,❌ MISS,71.11,0.6755580426616223,0.6670943791012214,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4679442508710801,1.0,0.9957
AI Picks by Srini underdog - March 10 2026.csv,38,89,Quentin Grimes,3PA,UNDER,74.40%,STRONG BET,B,✅ HIT,70.04,0.6875323606038867,0.6666972576293154,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.6213803840166061,1.0,0.9929
AI Picks by Srini underdog - March 13 2026.csv,13,90,Immanuel Quickley,STL,UNDER,70.5%,STRONG BET,A,✅ HIT,71.49,0.6703680426616223,0.6666260778779163,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.4679442508710801,1.0,0.9735
AI Picks by Srini underdog - March 13 2026.csv,19,91,Julius Randle,3PM,UNDER,71.4%,STRONG BET,S,✅ HIT,70.52,0.6810354127641296,0.6661439663040353,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.6265071329958583,1.0,0.9891
AI Picks by Srini underdog - March 10 2026.csv,17,92,Tyler Herro,FGA,UNDER,75.90%,STRONG BET,D,NO GAME,72.52,0.656979871272427,0.6657983842117704,0.4736390243902439,0.4584602067315036,0.5899154143056583,0.591869918699187,1.0,0.984
AI Picks by Srini underdog - March 15 2026.csv,14,93,Myles Turner,SB,UNDER,71.4%,STRONG BET,A,✅ HIT,69.95,0.6852636127085875,0.6645344981028904,0.6069806560134566,0.6088002636783125,0.5899154143056583,0.5819660014781965,1.0,0.9813
AI Picks by Srini underdog - March 11 2026.csv,8,94,Brandon Miller,3PM,UNDER,73.50%,STRONG BET,S,✅ HIT,71.02,0.6726552446582309,0.6645194870045366,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.47460545193687226,1.0,0.9825
AI Picks by Srini underdog - March 14 2026.csv,21,95,Kawhi Leonard,SB,UNDER,69.6%,BET,A,✅ HIT,69.95,0.685034024455357,0.6643852657382907,0.6069806560134566,0.6088002636783125,0.5910811794685111,0.633921200750469,1.0,0.9924
AI Picks by Srini underdog - March 11 2026.csv,7,96,Brandon Miller,STL,UNDER,70.30%,STRONG BET,A,❌ MISS,71.05,0.6714141627682014,0.6639421415741775,0.6067636810821889,0.6088002636783125,0.5899154143056583,0.47460545193687226,1.0,0.9947
AI Picks by Srini underdog - March 13 2026.csv,12,97,Kevin Durant,3PA,UNDER,73.3%,STRONG BET,B,❌ MISS,71.74,0.6629837671997371,0.6637376138123586,0.5765635645183267,0.5557229965156795,0.5899154143056583,0.41234444997511194,1.0,0.9948
AI Picks by Srini underdog - March 14 2026.csv,20,98,Desmond Bane,3PM,UNDER,71.0%,STRONG BET,S,✅ HIT,70.0,0.6811681240538915,0.6622546934742717,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.6368342458934793,1.0,0.9983
AI Picks by Srini underdog - March 13 2026.csv,23,99,Reed Sheppard,SB,UNDER,73.4%,STRONG BET,A,✅ HIT,69.45,0.6874088960296024,0.6621063022922148,0.6069806560134566,0.6088002636783125,0.5899154143056583,0.5334688346883468,1.0,0.9852
AI Picks by Srini underdog - March 10 2026.csv,43,100,Tobias Harris,3PM,UNDER,76.20%,STRONG BET,S,✅ HIT,69.5,0.6867570165377143,0.662064843619421,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.5170731707317073,1.0,0.996
AI Picks by Srini underdog - March 10 2026.csv,30,101,Alex Sarr,REB,OVER,73.20%,STRONG BET,B,✅ HIT,70.84,0.6708203328146368,0.6619506475172398,0.5620746167935988,0.5557229965156795,0.5899154143056583,0.5227380015735641,1.0,0.9955
AI Picks by Srini underdog - March 10 2026.csv,25,102,Brandon Miller,3PM,UNDER,70.10%,STRONG BET,S,✅ HIT,71.64,0.661410244658231,0.6619502981665126,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.47460545193687226,1.0,0.9888
AI Picks by Srini underdog - March 13 2026.csv,11,103,Immanuel Quickley,REB,UNDER,69.6%,STRONG BET,B,✅ HIT,72.14,0.6529359577443884,0.6602646416418505,0.5620746167935988,0.5557229965156795,0.5899154143056583,0.4679442508710801,1.0,0.9922
AI Picks by Srini underdog - March 13 2026.csv,15,104,Tobias Harris,3PM,UNDER,70.6%,STRONG BET,S,NO GAME,70.87,0.6673470165377143,0.6599223497354003,0.5747041267881033,0.5869918699186992,0.5899154143056583,0.5170731707317073,1.0,0.9886
AI Picks by Srini underdog - March 15 2026.csv,12,105,RJ Barrett,TOV,UNDER,72.9%,STRONG BET,A,❌ MISS,70.19,0.6751635905050685,0.6598043460558841,0.59583830803343,0.6088002636783125,0.5899154143056583,0.4441504754030591,1.0,0.9975
