A,B,C,D,S
,0.5808383233532934,,,
,,,,0.5777777777777777
,,0.4723404255319149,,
,,,,0.7083333333333334
,,,0.4690265486725664,
,0.5142857142857142,,,
,,,0.39766081871345027,
,,,0.4585635359116022,
,,,0.4708333333333333,
,,,0.48132780082987553,
,,0.5151515151515151,,
,0.5643153526970954,,,
0.6304347826086957,,,,
0.616822429906542,,,,
0.6030534351145038,,,,
