score,top_n,top_n_accuracy,overall_accuracy,lift,hits,graded
Confidence_num,10,0.8,0.5170731707317073,1.5471698113207548,8,10
Confidence_num,25,0.76,0.5170731707317073,1.469811320754717,19,25
Confidence_num,50,0.7,0.5170731707317073,1.3537735849056602,35,50
Confidence_num,100,0.68,0.5170731707317073,1.3150943396226416,68,100
